"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"24.04.2018","9.455,0","8.965,0","9.465,0","8.920,0","4,68K","6,90%"
"23.04.2018","8.845,0","8.910,0","9.015,0","8.775,0","2,95K","3,57%"
"20.04.2018","8.540,0","8.300,0","8.585,0","8.235,0","2,32K","3,39%"
"19.04.2018","8.260,0","8.190,0","8.315,0","8.100,0","2,72K","1,66%"
"18.04.2018","8.125,0","7.870,0","8.240,0","7.860,0","2,83K","3,04%"
"17.04.2018","7.885,0","8.015,0","8.180,0","7.805,0","2,68K","-1,19%"
"16.04.2018","7.980,0","8.005,0","8.445,0","7.880,0","3,86K","-4,66%"
"15.04.2018","8.370,0","8.005,0","8.400,0","8.005,0","-","3,27%"
"13.04.2018","8.105,0","7.790,0","8.235,0","7.760,0","3,05K","5,53%"
"12.04.2018","7.680,0","6.920,0","8.105,0","6.660,0","4,83K","10,98%"
"11.04.2018","6.920,0","6.860,0","6.970,0","6.785,0","1,75K","1,17%"
"10.04.2018","6.840,0","6.705,0","6.880,0","6.640,0","1,88K","2,47%"
"09.04.2018","6.675,0","7.025,0","7.225,0","6.605,0","3,35K","-5,65%"
"08.04.2018","7.075,0","7.025,0","7.095,0","7.025,0","-","6,71%"
"06.04.2018","6.630,0","6.760,0","6.890,0","6.485,0","2,42K","-1,92%"
"05.04.2018","6.760,0","6.790,0","6.925,0","6.550,0","4,57K","-1,46%"
"04.04.2018","6.860,0","7.430,0","7.440,0","6.725,0","2,95K","-8,04%"
"03.04.2018","7.460,0","6.975,0","7.520,0","6.965,0","2,27K","6,72%"
"02.04.2018","6.990,0","6.905,0","7.150,0","6.775,0","3,54K","2,42%"
"01.04.2018","6.825,0","6.905,0","6.905,0","6.775,0","-","-7,64%"
"29.03.2018","7.389,9","7.885,0","7.995,0","7.345,0","1,10K","-6,16%"
"28.03.2018","7.875,0","8.010,0","8.100,0","7.735,0","3,25K","-0,25%"
"27.03.2018","7.895,0","7.880,0","8.270,0","7.760,0","3,74K","-0,19%"
"26.03.2018","7.910,0","8.650,0","8.650,0","7.840,0","2,43K","-8,18%"
"23.03.2018","8.615,0","8.650,0","8.770,0","8.270,0","2,90K","-0,17%"
"22.03.2018","8.630,0","8.905,0","9.095,0","8.500,0","2,12K","-2,92%"
"21.03.2018","8.890,0","8.990,0","9.185,0","8.775,0","1,83K","-0,61%"
"20.03.2018","8.945,0","8.420,0","9.025,0","8.320,0","2,05K","6,49%"
"19.03.2018","8.400,0","8.275,0","8.720,0","8.100,0","2,75K","2,56%"
"18.03.2018","8.190,0","8.285,0","8.285,0","8.100,0","-","-4,27%"
"16.03.2018","8.555,0","8.340,0","8.640,0","7.885,0","3,07K","3,89%"
"15.03.2018","8.235,0","8.005,0","8.450,0","7.700,0","3,09K","-0,48%"
"14.03.2018","8.275,0","8.905,0","9.395,0","8.185,0","2,64K","-8,77%"
"13.03.2018","9.070,0","9.165,0","9.515,0","8.825,0","3,38K","1,80%"
"12.03.2018","8.910,0","9.490,0","9.940,0","8.735,0","2,73K","-7,09%"
"11.03.2018","9.590,0","9.490,0","9.690,0","9.480,0","-","6,38%"
"09.03.2018","9.015,0","9.350,0","9.445,0","8.390,0","2,74K","-4,10%"
"08.03.2018","9.400,0","9.970,0","10.100,0","9.105,0","2,52K","-3,98%"
"07.03.2018","9.790,0","10.735,0","10.880,0","9.385,0","1,89K","-8,08%"
"06.03.2018","10.650,0","11.595,0","11.655,0","10.570,0","1,58K","-8,31%"
"05.03.2018","11.615,0","11.350,0","11.700,0","11.340,0","0,99K","0,74%"
"04.03.2018","11.530,0","11.345,0","11.585,0","11.345,0","-","4,25%"
"02.03.2018","11.060,0","11.035,0","11.215,0","10.760,0","0,75K","-0,05%"
"01.03.2018","11.065,0","10.450,0","11.100,0","10.220,0","1,35K","3,95%"
"28.02.2018","10.645,0","10.665,0","11.005,0","10.330,0","1,13K","-0,14%"
"27.02.2018","10.660,0","10.285,0","10.875,0","10.100,0","0,76K","4,00%"
"26.02.2018","10.250,0","9.680,0","10.390,0","9.270,0","0,75K","7,44%"
"25.02.2018","9.540,0","9.680,0","9.685,0","9.540,0","-","-7,55%"
"23.02.2018","10.319,4","9.975,0","10.360,0","9.590,0","0,30K","2,32%"
"22.02.2018","10.085,0","10.505,0","10.900,0","9.710,0","1,17K","-2,75%"
"21.02.2018","10.370,0","11.240,0","11.340,0","10.220,0","1,33K","-11,63%"
"20.02.2018","11.735,0","10.350,0","11.760,0","10.315,0","2,08K","4,96%"
"19.02.2018","11.180,0","10.380,0","11.255,0","10.315,0","-","7,71%"
"18.02.2018","10.380,0","10.120,0","10.500,0","10.120,0","-","3,59%"
"16.02.2018","10.020,0","10.090,0","10.265,0","9.675,0","1,10K","-0,69%"
"15.02.2018","10.090,0","9.400,0","10.180,0","9.375,0","1,78K","8,61%"
"14.02.2018","9.290,0","8.505,0","9.390,0","8.505,0","0,94K","6,78%"
"13.02.2018","8.700,0","8.925,0","9.000,0","8.335,0","0,55K","-1,81%"
"12.02.2018","8.860,0","8.380,0","8.920,0","8.075,0","0,68K","9,38%"
"11.02.2018","8.100,0","8.380,0","8.380,0","8.075,0","-","-5,92%"
"09.02.2018","8.610,0","8.165,0","8.770,0","7.715,0","0,76K","3,42%"
"08.02.2018","8.325,0","7.790,0","8.690,0","7.645,0","0,91K","0,97%"
"07.02.2018","8.245,0","7.620,0","8.540,0","7.235,0","1,38K","9,21%"
"06.02.2018","7.550,0","6.850,0","7.920,0","5.970,0","2,23K","3,99%"
"05.02.2018","7.260,0","8.305,0","8.315,0","6.870,0","2,19K","-10,81%"
"04.02.2018","8.140,0","8.590,0","8.590,0","8.140,0","-","-5,18%"
"02.02.2018","8.585,0","8.890,0","9.075,0","7.750,0","2,54K","-5,56%"
"01.02.2018","9.090,0","10.020,0","10.175,0","8.480,0","1,49K","-9,10%"
"31.01.2018","10.000,0","10.000,0","10.275,0","9.500,0","0,84K","0,60%"
"30.01.2018","9.940,0","11.120,0","11.245,0","9.720,0","1,14K","-11,01%"
"29.01.2018","11.170,0","11.510,0","11.775,0","10.970,0","0,46K","-4,65%"
"28.01.2018","11.715,0","11.510,0","11.725,0","11.510,0","-","7,72%"
"26.01.2018","10.875,0","11.105,0","11.620,0","10.250,0","-","-3,29%"
"25.01.2018","11.245,0","11.090,0","11.710,0","10.830,0","0,77K","1,17%"
"24.01.2018","11.115,0","10.790,0","11.455,0","10.435,0","0,84K","0,18%"
"23.01.2018","11.095,0","10.625,0","11.350,0","9.865,0","1,24K","7,15%"
"22.01.2018","10.355,0","11.300,0","11.830,0","9.955,0","1,14K","-9,13%"
"21.01.2018","11.395,0","11.370,0","11.480,0","11.370,0","-","0,31%"
"19.01.2018","11.360,0","11.335,0","12.030,0","10.990,0","0,98K","-3,85%"
"18.01.2018","11.815,0","11.125,0","12.075,0","10.645,0","1,71K","7,95%"
"17.01.2018","10.945,0","11.190,0","11.800,0","9.225,0","2,66K","-1,93%"
"16.01.2018","11.160,0","13.600,0","14.280,0","11.160,0","2,55K","-17,27%"
"15.01.2018","13.490,0","13.660,0","14.280,0","13.360,0","-","-1,24%"
"14.01.2018","13.660,0","13.600,0","13.700,0","13.600,0","-","-2,04%"
"12.01.2018","13.945,0","13.000,0","14.080,0","12.850,0","0,79K","4,18%"
"11.01.2018","13.385,0","14.500,0","14.910,0","12.820,0","1,30K","-7,37%"
"10.01.2018","14.450,0","14.405,0","14.720,0","13.480,0","0,89K","-2,03%"
"09.01.2018","14.750,0","14.675,0","15.365,0","14.185,0","0,86K","-1,04%"
"08.01.2018","14.905,0","16.425,0","16.455,0","13.870,0","0,96K","-8,22%"
"07.01.2018","16.240,0","16.425,0","16.455,0","16.215,0","-","-2,11%"
"05.01.2018","16.590,0","15.085,0","16.845,0","14.870,0","0,81K","11,34%"
"04.01.2018","14.900,0","14.925,0","15.470,0","14.205,0","0,76K","-0,50%"
"03.01.2018","14.975,0","14.900,0","15.450,0","14.650,0","0,72K","0,81%"
"02.01.2018","14.855,0","13.955,0","15.245,0","13.080,0","0,73K","9,79%"
"01.01.2018","13.530,0","13.955,0","13.955,0","13.490,0","-","-6,50%"
"29.12.2017","14.470,0","13.965,0","15.005,0","13.835,0","1,08K","5,27%"
"28.12.2017","13.745,0","15.150,0","15.280,0","13.360,0","0,75K","-6,43%"
"27.12.2017","14.690,0","15.655,0","16.545,0","14.460,0","0,51K","-6,94%"
"26.12.2017","15.785,0","13.900,0","16.100,0","13.700,0","0,41K","14,72%"
"25.12.2017","13.760,0","13.900,0","13.900,0","13.730,0","-","-2,65%"
"22.12.2017","14.135,0","15.595,0","15.825,0","12.265,0","2,37K","-7,80%"
"21.12.2017","15.330,0","16.400,0","17.270,0","15.080,0","0,88K","-10,04%"
"20.12.2017","17.040,0","17.745,0","18.350,0","16.435,0","0,78K","-6,37%"
"19.12.2017","18.200,0","19.135,0","19.725,0","17.180,0","0,56K","-4,71%"
"18.12.2017","19.100,0","20.650,0","20.650,0","18.345,0","1,05K","-2,53%"
"17.12.2017","19.595,0","20.650,0","20.650,0","19.315,0","-","8,26%"
"15.12.2017","18.100,0","18.100,0","18.100,0","18.100,0","-","7,29%"
"14.12.2017","16.870,0","16.870,0","16.870,0","16.870,0","-","-4,09%"
"13.12.2017","17.590,0","17.590,0","17.590,0","17.590,0","-","1,79%"
"12.12.2017","17.280,0","17.280,0","17.280,0","17.280,0","-","2,92%"
"11.12.2017","16.790,0","16.790,0","16.790,0","16.790,0","-","8,88%"
"08.12.2017","15.420,0","15.420,0","15.420,0","15.420,0","-","516,80%"
"07.12.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"06.12.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"05.12.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"04.12.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"01.12.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"30.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"29.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"28.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"27.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"24.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"23.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"22.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"21.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"20.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"17.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"16.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"14.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"13.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"10.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"09.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"08.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"07.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"06.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"03.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"02.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"01.11.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"31.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"30.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"27.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"26.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"25.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"24.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"23.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"20.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"19.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"18.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"17.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"13.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"12.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"11.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"10.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"09.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"06.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"05.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"04.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"03.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"02.10.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"29.09.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"28.09.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"27.09.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"26.09.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"25.09.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"22.09.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"21.09.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"20.09.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"19.09.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","0,00%"
"18.09.2017","2.500,0","2.500,0","2.500,0","2.500,0","-","97,63%"
"15.09.2017","1.265,0","1.265,0","1.265,0","1.265,0","-","15,00%"
"14.09.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"13.09.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"12.09.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"11.09.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"08.09.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"07.09.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"06.09.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"05.09.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"04.09.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"01.09.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"31.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"30.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"29.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"28.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"23.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"22.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"21.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"18.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"17.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"16.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"14.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"11.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"10.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"09.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"08.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"07.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"04.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"03.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"02.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"01.08.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"31.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"28.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"27.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"26.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"25.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"24.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"21.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"20.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"19.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"18.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"17.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"14.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"13.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"12.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"11.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"10.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"07.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"06.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"05.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"04.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"03.07.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"30.06.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"29.06.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"27.06.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"26.06.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"23.06.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"22.06.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"21.06.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"20.06.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"19.06.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","0,00%"
"16.06.2017","1.100,0","1.100,0","1.100,0","1.100,0","-","-55,05%"
"15.06.2017","2.447,0","2.447,0","2.447,0","2.447,0","-","175,56%"
"14.06.2017","888,0","888,0","888,0","888,0","-","0,00%"
"13.06.2017","888,0","888,0","888,0","888,0","-","0,00%"
"12.06.2017","888,0","888,0","888,0","888,0","-","0,00%"
"09.06.2017","888,0","888,0","888,0","888,0","-","0,00%"
"08.06.2017","888,0","888,0","888,0","888,0","-","0,00%"
"07.06.2017","888,0","888,0","888,0","888,0","-","0,00%"
"06.06.2017","888,0","888,0","888,0","888,0","-","0,00%"
"02.06.2017","888,0","888,0","888,0","888,0","-","0,00%"
"01.06.2017","888,0","888,0","888,0","888,0","-","0,00%"
"31.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"30.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"29.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"26.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"25.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"24.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"23.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"22.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"19.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"18.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"17.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"16.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"15.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"12.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"11.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"10.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"05.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"04.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"03.05.2017","888,0","888,0","888,0","888,0","-","0,00%"
"28.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"27.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"26.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"25.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"24.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"21.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"20.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"19.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"18.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"14.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"13.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"12.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"11.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"10.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"07.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"06.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"05.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"04.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"03.04.2017","888,0","888,0","888,0","888,0","-","0,00%"
"31.03.2017","888,0","888,0","888,0","888,0","-","0,00%"
"30.03.2017","888,0","888,0","888,0","888,0","-","0,00%"
"29.03.2017","888,0","888,0","888,0","888,0","-","0,00%"
"28.03.2017","888,0","888,0","888,0","888,0","-","0,00%"
"27.03.2017","888,0","888,0","888,0","888,0","-","0,00%"
"24.03.2017","888,0","888,0","888,0","888,0","-","0,00%"
"23.03.2017","888,0","888,0","888,0","888,0","-","0,00%"
"22.03.2017","888,0","888,0","888,0","888,0","-","0,00%"
"21.03.2017","888,0","888,0","888,0","888,0","-","0,00%"
"20.03.2017","888,0","888,0","888,0","888,0","-","0,00%"
"17.03.2017","888,0","888,0","888,0","888,0","-","0,00%"
"16.03.2017","888,0","888,0","888,0","888,0","-","-16,16%"
"14.03.2017","1.059,2","1.059,2","1.059,2","1.059,2","0,00K","15,01%"
"13.03.2017","921,0","921,0","921,0","921,0","-","0,00%"
"10.03.2017","921,0","921,0","921,0","921,0","-","0,00%"
"09.03.2017","921,0","921,0","921,0","921,0","-","0,00%"
"07.03.2017","921,0","921,0","921,0","921,0","-","0,00%"
"06.03.2017","921,0","921,0","921,0","921,0","-","0,00%"
"03.03.2017","921,0","921,0","921,0","921,0","-","0,00%"
"02.03.2017","921,0","921,0","921,0","921,0","-","0,00%"
"01.03.2017","921,0","921,0","921,0","921,0","-","0,00%"
"28.02.2017","921,0","921,0","921,0","921,0","-","0,00%"
"27.02.2017","921,0","921,0","921,0","921,0","-","0,00%"
"24.02.2017","921,0","921,0","921,0","921,0","-","0,00%"
"23.02.2017","921,0","921,0","921,0","921,0","-","0,00%"
