,Date,next_day_closing_price,opening_price,opening_price bband_lower90,highest_price,highest_price stdev90,lowest_price,lowest_price bband_lower90,closing_price,closing_price bband_lower90,transactions_in_blockchain rsi90,transactions_in_blockchain bband_lower7,avg_block_size bband_upper60,avg_block_size bband_upper90,sent_by_adress ema90,sent_by_adress bband_upper90,avg_mining_difficulty bband_upper90,avg_mining_difficulty stdev90,avg_hashrate ema7,avg_hashrate stdev90,mining_profitability rsi90,mining_profitability roc90,sent_coins_in_usd wma90,sent_coins_in_usd wma15,avg_transaction_fees ema90,avg_transaction_fees wma30,median_transaction_fees ema90,median_transaction_fees wma30,avg_block_time ema90,avg_block_time var90,avg_transaction_value tema90,avg_transaction_value bband_lower5,median_transaction_value bband_lower30,median_transaction_value bband_lower15,google_trends bband_lower30,google_trends bband_lower15,active_addresses ema90,active_addresses bband_upper7,top100_to_total_percentage ema90,top100_to_total_percentage rsi90,avg_fee_to_reward rsi90,avg_fee_to_reward roc90,avg_price_usd,avg_price_usd stdev90,market_cap_usd,market_cap_usd bband_lower90,sf_ratio ema90,sf_ratio rsi90,number_of_coins_in_circulation roc90,number_of_coins_in_circulation bband_lower90,miner_revenue ema10,miner_revenue sma 90,lbma_gold bband_lower90,lbma_gold stdev60,VIX_spot bband_lower90,VIX_spot bband_lower60,SP500_spot bband_lower5,SP500_spot stdev10,DXY_spot bband_upper90,DXY_spot bband_lower90,ETH_spot tema3,ETH_spot stdev60,MSCIACW_spot ema60,MSCIACW_spot stdev10,WTI_spot bband_upper3,WTI_spot bband_upper60,BDM_spot bband_lower5,BDM_spot bband_lower60,FUTWTI bband_upper5,FUTWTI bband_upper60,FUT500 ema3,FUT500 stdev15,FUTGOLD bband_lower90,FUTGOLD roc90,FUTVIX bband_lower90,FUTVIX bband_lower60,FUTBTC,FUTBTC stdev90,FUTDXY bband_upper90,FUTDXY bband_lower90,FUTALT tema3,FUTALT stdev90,bc_volatility bband_lower90,bc_volatility stdev90,ST_UTXOs rsi60,ST_UTXOs rsi15,large_holders_netflow ema90,large_holders_netflow sma 90,in_out_ratio_adj ema90,in_out_ratio_adj bband_lower15,profit_losses_ratio_adj ema90,profit_losses_ratio_adj ema7,new_addresses ema90,new_addresses bband_lower60,active_adresses ema90,active_adresses bband_upper7,Bull_Bear_Diff ema90,Bull_Bear_Diff sma 90,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26,Social_Volume ema30,Social_Volume dema3,Social_Volume_AI stdev90,Social_Volume_AI bband_upper30,weighted_sentiment sma 90,weighted_sentiment ema90,large_trasactions_over_total bband_lower60,large_trasactions_over_total stdev90
1274,2017-01-11,810.1,904.4,556.8669721679751,917.7,115.8257388235943,751.6,567.3499049311245,785.4,560.4488480898417,51.13247514069474,239641.4714863943,1036376.8046131136,1033441.1147647792,368207.5303666019,453845.199112051,332379905190.77203,25184334107.54388,2.473780026340788e+18,2.5786062251023757e+17,48.5624705467544,-0.6400000000000006,1255323068.402442,1554951145.925,0.2777357166446881,0.3451268817204301,0.1549697314658381,0.1920086021505376,9.613199760174696,0.7545932129837539,6491.582772683751,3672.758671894275,104.22782921207784,122.58249203501651,6.630459996638741,11.86975338431025,531893.8017268209,641627.9538099342,18.61660184198465,46.6245355634217,51.33650583102204,37.21449851042703,843.358,103.67971419520678,13562544471.0,8965302210.395569,16.952004190712145,99.98253721569834,1.0599483759779569,15913920.629840566,1825305.0105503197,1493615.565936983,1094.7872841838896,28.647728634783224,8.981539049194023,10.857540389048214,206.27188415523625,0.5982305938869968,104.41757409785238,96.8126471206806,9.911695440048028,1.0760177156041135,421.1669323375239,2.5471790496695186,52.97813252755491,56.40175425744994,100.0,100.0,52.78567062827389,56.64403577931808,2267.463205714904,11.99995039680207,1159.3779301876702,-2.461327440371863,11.446700606692431,11.947184067361755,921.0,0.0,104.39829630092336,96.82043703241,780.4,0.0,0.1701361607121363,0.0867894132197087,74.482087388188,98.21994105265932,2876.892033179984,3312.4552297888886,0.8540526557391078,0.7313223658641017,0.820278500080223,0.7979095212387948,327458.34839741525,263118.9290730417,614621.3493873473,735734.4541711841,-607.532638899827,-332.0083333333355,766.85,720.8499999999999,951.1,951.1,1024.7,2396.6012748450607,2630.431815675864,581.4521388410069,5678.029174642018,-0.2555486716145734,0.0514613055896265,0.342945136902819,0.1319197450393746
1275,2017-01-12,824.8,785.4,560.4488480898417,828.2,114.87915683080335,739.5,570.3907723811486,810.1,564.1617354386763,50.95007201785304,240913.7838093305,1035545.4110636178,1033453.0286715812,368418.551677226,454069.1992327974,334282226115.3191,25702955043.24987,2.530877712493276e+18,2.6283092588661968e+17,48.78029899331487,3.328050713153728,1264213392.7428572,1589012190.2,0.2777635030920576,0.3422279569892473,0.1554539131918637,0.1917010752688172,9.58592064456646,0.7639385912609086,6704.04770460486,4023.93267343956,106.45886658890448,121.76025135443462,7.154916729359325,12.205068210781205,531759.3885020555,641260.9778818133,18.614412790512457,46.64105122586329,50.560154919037885,21.590023382696792,781.292,102.6903793159555,12565911783.0,9024690854.40705,17.085535100005984,99.98254489192604,1.061708573944118,15915708.383586692,1811738.321359352,1500946.5202703164,1094.7688639775192,28.44295484095704,8.936187467240062,10.875699842163398,206.29472844118305,0.4784180625005021,104.417471032232,96.8867502269911,9.791113105135285,1.0710229942617469,421.4745739002281,1.911804267052006,53.98582880237412,56.32308793743601,100.0,100.0,53.40803409049904,56.51837419819212,2265.481602857452,11.769613822284484,1159.401038284348,-2.0680708180708285,11.398856660801084,11.893620671718969,921.0,0.0,104.39835210342692,96.89549234101756,780.4,0.0,0.1540219064591351,0.0973760805643865,74.71575472292979,98.2698957704369,2792.105030758445,3301.535601155555,0.8495378743519583,0.6737682464513075,0.8162919309269111,0.7581545418302298,327812.09898208745,266074.17679016275,614879.5834667464,734220.9988803023,-604.3960973855413,-346.4714444444449,767.95,731.0,945.05,945.05,1049.6,2425.014095822799,2800.13660444432,588.7432711512105,5732.091510246479,-0.2717697864151395,0.0418572147549351,0.3416928945383974,0.1322348227640202
1276,2017-01-13,819.6,810.1,564.1617354386763,835.0,113.92764762726232,771.0,573.6705776457372,824.8,568.0326420471664,50.43854539802612,245666.81946954707,1034669.6014231616,1033131.1226506304,368365.3747172869,453817.03034911305,336105918045.047,26182041230.537693,2.617004386479823e+18,2.7154692566449955e+17,48.11562085303297,-17.734724292101337,1265516680.3794873,1577030168.5416667,0.2779665030241002,0.3398043010752688,0.1560373436711634,0.1916709677419355,9.586230080949612,0.7612864755305718,6748.5333323982,4673.004853824077,109.36851896951669,121.0695526672852,7.641972283663343,12.273987121895962,531361.4898536587,596038.3059919474,18.612777344567128,47.02231683371736,50.77434993301032,44.35318275154005,805.197,101.7565031042777,12952126834.0,9085859084.25507,17.216147768777475,99.98254678637588,1.0537440869107408,15917537.89473484,1769086.7247485607,1505849.01960365,1094.607611621323,27.978477200173973,8.884222993827223,10.884291704281102,206.32767906938145,0.2881853342782545,104.4096742296074,96.96765816107184,9.647243731601623,1.064999084904568,421.8049157395648,1.2757934350239208,53.2245477183808,56.19501899365071,100.0,100.0,53.51862938853677,56.33378195752765,2268.9908014287257,11.894126201497002,1159.4284636369591,-2.3250495502363164,11.339796634566769,11.82361410467562,921.0,0.0,104.39046072362882,96.97693927637116,780.4,0.0,0.1401351910130552,0.106865560437465,75.03269087326993,98.33801660671604,3066.845139972546,3270.1682678222223,0.8460715731633173,0.6425540601721451,0.8132729847503665,0.7383483763462059,327854.6242791844,265882.25374307454,614412.7574564882,701860.7093292581,-596.5845348056399,-331.4462222222231,767.95,731.0,945.05,945.05,1055.5,2422.690605769715,2515.7786505253544,588.7196523716736,5734.503465975566,-0.2653678297553428,0.0423331500583073,0.344554843666116,0.1286492345921036
1277,2017-01-14,821.2,824.8,568.0326420471664,838.9,112.9562483163586,808.3,577.107627342008,819.6,571.8659896001952,49.74946469148173,229296.13447454988,1037401.522589026,1033487.9045496646,367621.0148333905,453037.9843570085,337855225867.4577,26623727003.69265,2.6177435079844854e+18,2.7317825859285062e+17,49.18686113473407,14.63414634146341,1252158458.5369964,1480118849.5333333,0.2783628436169771,0.3378967741935484,0.156300259194874,0.1906795698924731,9.559543705544124,0.7558045448189625,6665.907132833781,3566.350317333411,108.7043037211348,114.75528079279692,8.10678949553089,12.158453676334544,530391.3472195123,582879.3044773134,18.609419600730487,45.86950332257933,49.8366647871302,13.559322033898304,825.581,100.87758765776633,13281564520.0,9148616042.849802,17.34399986102316,99.98255954722482,1.06540470864947,15919335.093916308,1796965.4797728786,1515105.8151932352,1094.6310318954393,27.29333452444487,8.854114221155601,10.875927941824882,206.20548019916205,0.3125263458649807,104.39008888386438,97.04146578329058,9.63524269855698,1.0525800424494196,422.0811480103988,1.1197499720744275,53.19359403496328,56.164628008746085,100.0,100.0,53.63668115935079,56.28376618422372,2268.745400714363,10.314027664717818,1157.8204422918916,-8.267266351577987,11.283705191621898,11.770793260536646,921.0,0.0,104.38054651092652,97.060409044629,780.4,0.0,0.1279238141961883,0.1155373209765812,74.76338542682,97.17955673278524,2816.767168654468,2985.0529061,0.8437980058333086,0.6271216880564721,0.8113430563350706,0.7351265927232569,327175.73143788363,264048.5030822384,613994.2353145874,696851.3223955004,-564.2411384362844,-357.2812222222227,769.0,732.05,883.45,945.05,979.0,2400.6460505587656,2181.9944994142743,587.323160624734,5734.322224341056,-0.2729198739178555,0.0387945449576484,0.3409254612007161,0.1300489730351884
1278,2017-01-15,827.3,819.6,571.8659896001952,826.4,111.8705710817474,808.6,580.7010329721243,821.2,575.9106399007244,49.60868532914322,218089.15655622532,1043122.3812245087,1035250.9556381648,366443.915606283,453371.9135097716,339533796164.53143,27029845868.300037,2.668162661106217e+18,2.7742612963677776e+17,48.67540121303051,0.0,1240214077.7330892,1396812223.8083334,0.2785087151858348,0.3352365591397849,0.1564914622894922,0.1894731182795698,9.538960327400297,0.7253173269662797,6641.647028452296,3284.7079032507454,106.21858500284166,104.93718354641804,8.495356043565735,12.681858102025036,529189.9769509516,586437.730539747,18.60486092818696,45.059600558266034,49.75227970906322,-14.459733814572523,816.142,99.88589813542184,13131466252.0,9213621274.718884,17.46910646424327,99.9825670966208,1.076367995468585,15921206.796258628,1782349.5198141732,1523056.2286376802,1094.6703898344324,26.497718308657262,8.826054851576401,10.8830850653414,206.1019877060371,0.325805988918082,104.36909169771506,97.11668524591558,9.772570387276163,1.048362443794813,422.3483234854676,1.1481405256444974,52.53000262624951,56.09788415796372,100.0,100.0,53.03083902294689,56.20518823982552,2268.622700357181,9.198699442337904,1156.267420354773,-8.267266351577987,11.23056026826866,11.71922987497384,921.0,0.0,104.3685310035106,97.14598010760052,780.4,0.0,0.1172816564040416,0.1234245848476898,74.25397365623867,94.9275460279673,2763.768769343381,2552.346350544444,0.8411450100735023,0.6115589063932525,0.8090553017373041,0.7281575000766173,326151.0779996884,261442.57931189437,612682.427945036,704869.4806670852,-557.8178167124095,-319.4143333333336,773.3499999999999,735.2,837.8,945.05,997.6,2370.862434393684,1966.799836782936,586.8850734072639,5727.835334934771,-0.2725420968107736,0.0297360769333568,0.3397314599006801,0.1301834220328656
1279,2017-01-16,899.7,821.2,575.9106399007244,836.7,110.74158318892678,817.7,584.5002484332933,827.3,580.1605484445972,50.326528006049074,217561.14795780095,1044137.911494607,1035837.6757715192,366476.9724061449,453435.1931747216,341144774184.1574,27401979258.591618,2.7164848321877484e+18,2.854059491825365e+17,48.75937040613306,-6.841339155749642,1234723314.4383397,1351380235.233333,0.2794206115553769,0.3348064516129032,0.1569861554259869,0.1891591397849462,9.51658757295194,0.7370221598002376,6648.920664688623,3838.615471585796,109.80748048417678,103.9216477062236,8.939756956783791,12.848142876326737,528835.6917432384,586398.3063584004,18.60033651218285,45.01802471726704,50.5521176445391,22.00208550573514,825.861,98.86215245919348,13289558721.0,9281608707.85208,17.591531062615353,99.98257509610424,1.069563178036462,15923007.32507091,1779987.4525752324,1528945.7447487907,1094.7699269883835,25.76790962935577,8.790430189777403,10.878617131410618,206.05926941225852,0.2804022904716582,104.34687187512162,97.1929050752907,9.637079023446708,1.0413682193929734,422.6067391088949,1.1709867633583435,52.53000262624951,55.98478229742807,100.0,100.0,53.01991303526633,56.1004196182605,2267.4363501785906,7.470696722910387,1154.818935049835,-8.778249658728955,11.16934722804211,11.668833361940848,921.0,0.0,104.3548059886422,97.23283845580224,780.4,0.0,0.1079525911231721,0.1306537695889708,71.27248927151602,82.55315607470207,2682.4089705885813,2128.0778830555555,0.8390673440772602,0.6070091137100033,0.8072791206416312,0.7281778905285102,326171.8015601348,261108.1705510569,613174.3965616286,708644.2436001,-585.9534690923563,-347.386111111111,789.9000000000001,751.75,837.8,945.05,1008.3,2357.322922497317,2072.551211929368,584.7201061164767,5727.304058168049,-0.2588759081114715,0.0278561770018209,0.3396701878837439,0.1303790408590993
1280,2017-01-17,872.0,827.3,580.1605484445972,906.4,110.04594346979026,825.0,588.7621320840174,899.7,584.3584568586352,50.88708367501244,224081.80987450815,1043166.1697812352,1036510.7706993672,367080.9290565593,452768.3071242803,342690880107.444,27741494884.736103,2.7044309108740326e+18,2.886829637248493e+17,49.05437032618995,25.598526703499083,1234496031.1885226,1333480796.175,0.2804663124003136,0.3347182795698925,0.1578655805814597,0.1899591397849462,9.507739494425524,0.6963736759051077,6684.685858842763,4888.053653994416,111.20413649917204,102.59377747058448,9.625082810007497,12.211636294194678,529324.2259906397,559818.6046065568,18.59577966576125,44.93417280812761,51.0586846718361,36.70919031502213,873.162,98.06968003202005,14052570217.0,9350951238.754292,17.71132709972195,99.98258252045824,1.0720464801833358,15924822.129011838,1803894.3411493448,1538789.0157577896,1095.154091383638,25.92086690490258,8.754238082703214,10.865235959815902,205.99264221188423,0.2913766955426059,104.32237051733703,97.2720730793969,10.053096082032562,1.052566019776817,422.8599607774557,1.0907943079161386,52.53000262624951,55.88498623630883,100.0,100.0,52.5524682690404,55.98992130918839,2265.093175089295,4.750626525295973,1155.0564323209912,-2.097796559009957,11.110167675835411,11.62112853483977,921.0,0.0,104.33108100461888,97.30945232871444,780.4,0.0,0.0989190412168455,0.1378189232544527,71.7235798100618,83.45590108809051,2670.1958063998213,2159.4429668444445,0.8383949687110479,0.6147200940233364,0.8067531485607605,0.7419702656368867,326841.12460276915,261270.43762008857,614208.5636701642,681670.0934166091,-1136.930535705712,-613.3213333333338,811.875,772.55,828.6,945.05,996.5,2361.4311210458777,2316.1012527336334,573.6828217969871,5722.115533247972,-0.2441289466870504,0.0385635909748562,0.3416036881901082,0.1303641053319323
1281,2017-01-18,895.2,899.7,584.3584568586352,913.7,109.23228439914244,845.9,592.9729452767364,872.0,589.0714387384546,50.98550487152104,225215.04735317008,1043669.2467411832,1034086.8187181588,367607.2163300415,452809.9706018384,344174469644.27826,28049577200.355797,2.704037526669197e+18,2.861061882513906e+17,48.824265731279326,-9.497206703910608,1230073969.954823,1291203412.8333333,0.2813571626772299,0.3341204301075269,0.1587916117774716,0.190868817204301,9.509767197844742,0.6802126436953704,6645.797103014735,4821.7428018783085,110.52461952666596,100.35533011441478,10.07387042251216,11.429290736885257,530319.8254194168,583879.5823069133,18.58993835442584,44.06272836125616,51.231221616649655,7.522211253701863,882.986,97.23502924968084,14212417051.0,9423971836.231724,17.82853584140346,99.98258802840375,1.0764671236776495,15926707.176557602,1780066.1609403729,1545537.038313345,1095.607749455149,25.936265578820716,8.736101125624606,10.865780421164876,206.1568786620617,0.2990549312125101,104.31210102974391,97.34034258055338,10.208406153873335,1.0620343313208218,423.13012599786697,1.0143744651335715,53.19432852199423,55.845273089488046,100.0,100.0,53.31318216957113,55.93306733020941,2265.7965875446475,3.0770850464108657,1155.2807307756348,-2.1004911220249305,11.066706770389263,11.585080509897578,921.0,0.0,104.31960648531964,97.37879351468035,780.4,0.0,0.0909094125956919,0.1444756504626035,71.14212954044598,81.15319854253292,2337.6844040833416,2049.2629076333333,0.8379849860253754,0.6258151076737236,0.806472965434147,0.7549789033026265,327464.44054556545,262227.11023332446,615050.5293037869,686430.6348769513,-1030.8100843715208,-614.1018888888892,835.35,795.3499999999999,828.6,945.05,995.4,2369.532339042918,2452.713449751291,570.6975817696161,5733.463148190396,-0.241358288304468,0.0630494579314914,0.3435820232151876,0.1306482862134645
1282,2017-01-19,892.9,872.0,589.0714387384546,905.3,108.2740692751602,870.7,596.9632384192192,895.2,593.6258376431109,51.06376542854665,224312.20392842905,1042970.7495112504,1033923.9783243444,368454.5961909196,453480.78128904535,345597582583.9662,28327251813.843945,2.694707941834868e+18,2.881219243962416e+17,49.6392908572767,5.2341597796143295,1223958568.135043,1242957515.0583334,0.2824921700909171,0.3342322580645161,0.159543444485659,0.1912365591397849,9.482651435254748,0.6916323650436853,6733.891738877029,5156.681984646191,111.1974129387676,100.41640027287224,10.5394791345436,10.783066907893232,532310.1809047043,629143.5742452248,18.58429135762527,44.11491893232353,50.739581729559006,37.28008936051384,890.236,96.43429887922328,14330784424.0,9496769873.75294,17.943250304528732,99.98259800680977,1.07383466004253,15928519.281754876,1814581.948042123,1552952.7604244563,1095.8316510951104,25.481381745854087,8.727867876523096,10.866585786890266,205.96982830107248,0.349639289465904,104.31062835810457,97.39625979836244,10.391172047216424,1.0785609789487307,423.31733498154347,0.9005806768496056,52.82714900801396,55.79962598215502,100.0,100.0,53.22726901669507,55.87303652894711,2263.648293772324,3.295921000265064,1155.50976949452,-2.834467120181406,11.063064208071385,11.587905971231509,921.0,0.0,104.3169508019338,97.43607142028844,780.4,0.0,0.0838392528953418,0.1506610507465182,69.63996949859525,75.32678605878274,2430.2192523452463,2107.099352077777,0.8375293601634397,0.6462213951522983,0.8061587179960954,0.7642778542276689,328312.3869072014,264093.8717387529,616665.5286597477,711828.6225563546,-1061.750302297423,-651.4640000000013,835.525,795.45,828.6,945.05,1008.3,2383.110897814343,2565.188136567883,576.3361124221547,5765.091843064129,-0.2277536996394566,0.0809535776962482,0.338727530503378,0.1309941255490291
1283,2017-01-20,919.8,895.2,593.6258376431109,901.5,107.63155504055663,878.9,600.9091683005033,892.9,597.2626408395732,51.01069441401511,224740.48191238937,1044484.6698679074,1035229.7337187892,369271.7699010093,453874.3807921856,346948155074.31824,28562936252.42072,2.760936942232069e+18,2.990557450072424e+17,49.501838322987126,31.448763250883403,1218054741.1125762,1201738753.0916667,0.2831846498691387,0.3329870967741935,0.1600589731782819,0.1908838709677419,9.441692063051343,0.7321016640449348,6819.806492146222,5394.320004755466,111.56760094619092,108.95788696335929,10.582607327821616,12.041954809389653,533518.3527529525,644588.9460445587,18.578636602512624,44.03183060633629,50.13010694555308,23.0324074074074,892.331,95.75142669959097,14366443695.0,9564386603.303375,18.055517841978105,99.98260716552495,1.0768452784627025,15930320.702712664,1896397.9397210896,1564401.681161536,1096.1272035310967,25.110284697686136,8.69540088874476,10.839354284929756,205.96005637079253,0.3574053375355126,104.30262169740982,97.45026645227551,10.623340465673698,1.100763204675952,423.5436518673945,0.8374140088279894,52.76335632156878,55.7717082716652,100.0,100.0,53.21242480595613,55.82703243942007,2264.824146886162,3.24752653158085,1155.6753200707435,-2.1257212268448225,11.052316122472597,11.591034826508588,921.0,0.0,104.30916075454044,97.48692813434842,780.4,0.0,0.0777864648002586,0.1563129374284938,69.73375303010911,75.59766153243672,2389.073114931065,2143.5908779666665,0.8370674714031339,0.6633222861259586,0.8058474133240379,0.7712069795251213,329086.22455759253,264186.7448362496,617742.0884694236,721557.2456274524,-1194.9650209282495,-777.2112222222236,837.75,800.9,826.6,945.05,1008.2,2388.652130213418,2513.75977413006,576.3478355910577,5761.994908409431,-0.2096358470169816,0.0603911740573994,0.334756029404371,0.1309897112117784
