,Date,next_day_closing_price,opening_price,opening_price stdev60,highest_price,highest_price stdev60,lowest_price,lowest_price stdev60,closing_price,closing_price stdev60,avg_transaction_value tema90,avg_transaction_value bband_lower5,tweets_day stdev90,tweets_day wma5,avg_price_usd,avg_price_usd stdev60,market_cap_usd,market_cap_usd stdev60,sf_ratio ema90,sf_ratio rsi60,number_of_coins_in_circulation stdev90,number_of_coins_in_circulation stdev3,MSCIACW_spot ema60,MSCIACW_spot stdev15,SP500_spot bband_lower90,SP500_spot stdev90,FUTMSCIACWI_spot ema60,FUTMSCIACWI_spot stdev15,FUTBTC_spot tema5,FUTBTC_spot stdev60,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26
11,2013-07-28,101.5,94.4,14.41461701245701,100.6,13.462903519911404,94.0,14.385294888863193,98.8,13.791347078414203,1525.7410303641905,1018.4355481157476,0.0,8193.0,88.353,15.268344181690573,1013386414.0,166767685.60554132,7.08233332617721,94.146893477472,111244.18150414836,5444.664819801201,366.941235381668,1.8355795763076093,133.74971033493165,2.6815723790393884,192.1999969482422,0.0,97.76716414843128,13.791347078414203,100.275,111.0,94.3,84.80000000000001,118.5
12,2013-07-29,108.0,98.8,13.791347078414203,102.8,12.918575401161013,98.4,13.82216593687278,101.5,13.258062145894575,1525.1849317016038,1027.9608877936014,0.0,8193.0,91.241,14.711141294403289,1046894436.0,160722730.39296824,7.085687136378359,94.1625885775102,111251.82263963483,6181.642850675883,367.1388997953839,1.5816558532438536,133.84418694733716,2.680350145082734,192.1999969482422,0.0,100.69621612889698,13.258062145894575,94.25,106.0,95.4,84.80000000000001,119.6
13,2013-07-30,106.2,101.5,13.258062145894575,108.0,12.443943799621476,100.5,13.23798719914592,108.0,12.736230073972877,1562.5979249357044,902.1740488910384,0.0,8193.0,93.05,14.132243549129775,1068070730.0,154469072.40985987,7.089084640058751,94.28009269208758,111400.70818309997,5248.035346677422,367.34024734307616,1.394703586875527,134.00694598447205,2.6514053166090683,192.1999969482422,0.0,106.40149817030056,12.736230073972877,91.125,104.0,98.9,86.7,122.1
14,2013-07-31,104.0,108.0,12.736230073972877,111.7,11.986204876633591,103.6,12.6081288234767,106.2,12.139583198198558,1563.120328671532,891.2768140779443,0.0,8193.0,96.0,13.486860013708815,1102404988.0,147539056.67197698,7.092471543136276,94.3432855930222,111546.236014959,6643.621627795467,367.5090916924835,1.2146514295235138,134.11015416194334,2.646031956685856,192.1999969482422,0.0,107.35386791642183,12.139583198198558,87.45,100.7,101.65,89.15,120.1
15,2013-08-01,104.5,106.2,12.139583198198558,108.0,11.447173065278731,103.0,12.37395421592704,104.0,11.751068108683198,1595.1667095016774,1216.3253427694603,0.0,8193.0,95.875,12.904044062423647,1101424971.0,141321120.16293797,7.095758034537166,93.91552039884536,111496.12785156805,2326.2541420306843,367.8042034402709,1.1871105376404416,134.1145070212286,2.691969709073609,192.1999969482422,0.0,105.86017268100495,11.751068108683198,86.9,100.7,102.0,89.15,131.3
16,2013-08-02,104.9,104.0,11.751068108683198,108.0,11.147003727028968,101.2,12.109380964551336,104.5,11.408673848570084,1595.316124244694,1348.9407598508171,0.0,8193.0,95.495,12.4251276338975,1097482045.0,136268087.72697315,7.099126062896277,94.07719537298682,111641.45126447167,5941.748480033502,368.1558689012456,1.547116519146242,134.1186947002219,2.7393671513397067,192.1999969482422,0.0,105.28970611649954,11.408673848570084,86.55000000000001,100.7,102.35,92.1,128.8
17,2013-08-03,105.1,104.5,11.408673848570084,105.9,10.773545230617469,102.0,11.720962919121355,104.9,11.028199601053387,1577.6552814476302,1200.1851175036006,0.0,8193.0,95.372,11.936908638069363,1096520497.0,131127288.17432284,7.102420414977373,94.07755581599515,111701.38905623092,6415.8170433166215,368.4960043471064,1.787446169687236,134.13148798230242,2.78243768654282,192.1999969482422,0.0,105.17069841133964,11.028199601053387,86.0,100.7,102.35,92.1,129.3
18,2013-08-04,106.7,104.9,11.028199601053387,106.0,10.396965414509692,103.5,11.30578373058309,105.1,10.609993689992988,1542.2512457421683,914.62255850936,0.0,8193.0,94.551,11.39345495131669,1087488754.0,125377866.06874864,7.105767732745132,94.20733218891236,111762.92057478604,5232.251745979524,368.82498781113566,1.94621782170693,134.13984451874276,2.8258033424651456,192.1999969482422,0.0,105.16924723949622,10.609993689992988,86.0,100.7,102.35,93.6,138.0
19,2013-08-05,106.6,105.1,10.609993689992988,107.8,10.023512471179414,105.0,10.989042308020434,106.7,10.301288795459223,1538.8353011004715,901.4563946149632,0.0,8193.0,95.46,10.840595091499926,1098370902.0,119573929.04012804,7.109106938190255,94.27395180521675,111922.29521287484,6999.747019235872,369.1202341124099,1.9821123892997248,134.13947647444704,2.868497317414542,192.1999969482422,0.0,106.23747618728014,10.301288795459223,84.6,100.7,102.85,98.35,141.0
20,2013-08-06,106.0,106.7,10.301288795459223,107.5,9.775452942242165,105.1,10.968461593018391,106.6,10.217172179454984,1520.2948830424118,1032.0053381145017,0.0,8193.0,96.892,10.435383642010072,1115305431.0,115466228.61054026,7.112338814822804,93.70568413481314,111950.00179677112,2363.040061720912,369.3743247972489,2.003087616657337,134.1484378254381,2.898402606850664,192.1999969482422,0.0,106.5813481771104,10.217172179454984,84.25,100.7,105.05,98.95,146.0
21,2013-08-07,103.1,106.6,10.217172179454984,107.0,9.67346011045049,105.2,10.933377471662569,106.0,10.186318507967384,1504.5105745359474,1063.8484424363191,0.0,8193.0,97.39,10.167709765110002,1121500417.0,112900841.0345259,7.115664511083268,93.88767426793764,112007.49231896692,6283.7754044279445,369.5453305416014,2.0263749006788423,134.1809502371109,2.916027294122296,192.1999969482422,0.0,106.24435691621656,10.186318507967384,87.5,100.7,106.1,98.95,144.0
22,2013-08-08,102.8,106.0,10.186318507967384,106.7,9.644162046643718,101.0,10.951500039143042,103.1,10.20681767832855,1477.5651460100494,996.2465719499714,0.0,8193.0,95.932,10.008573169388573,1105151053.0,111470780.53519744,7.118906725419682,93.7140072451542,112084.02246590554,6664.520487873893,369.7838442943358,2.0458161719787493,134.19445663014048,2.9436487804107,192.1999969482422,0.0,104.00987217029486,10.20681767832855,87.5,100.7,106.35,98.95,144.0
23,2013-08-09,103.0,103.1,10.20681767832855,105.8,9.579255334751435,101.9,11.001407716806876,102.8,10.163868652668466,1450.526992499971,1034.095078452146,0.0,8193.0,94.179,9.876842026854812,1085438790.0,110289502.897486,7.12222902557362,93.88165666056928,112220.7404221766,6102.57800714506,370.0148657928821,2.056934149467138,134.21937849085978,2.9632048761713103,192.1999969482422,0.0,102.8365568010744,10.163868652668466,87.80000000000001,100.7,104.5,98.95,132.5
24,2013-08-10,105.0,102.8,10.163868652668466,103.9,9.515446259326282,102.4,10.990330110247315,103.0,10.074392216459987,1408.9295117730328,879.9045924146897,0.0,8193.0,93.381,9.674438594129432,1076702567.0,108352092.3528747,7.1254821176978895,93.88583088793511,112354.36737969265,6388.417253119797,370.2383128160663,2.0506126842869272,134.24730210729396,2.9812516857293576,192.1999969482422,0.0,102.55457497989389,10.074392216459987,87.80000000000001,100.7,104.5,98.95,130.2
25,2013-08-11,106.8,103.0,10.074392216459987,105.2,9.408454396142654,102.7,10.936417549342416,105.0,10.010996778401804,1375.857849030632,829.9721774432156,0.0,8193.0,93.038,9.416621917762734,1073236154.0,105832528.44156902,7.128813324950999,94.04800993875403,112604.87765865723,6316.2653786306855,370.4544337073428,2.0356664990229136,134.27524958604494,2.9986728968534546,192.1999969482422,0.0,103.94481412733154,10.010996778401804,89.275,100.7,104.4,98.95,121.9
26,2013-08-12,109.6,105.0,10.010996778401804,108.1,9.372955897681866,103.5,10.976605193862367,106.8,10.051873788834738,1379.7502879336755,734.3598136234302,0.0,8193.0,93.989,9.184570442132625,1084713918.0,103632252.93700376,7.132076167383873,94.05320850457198,112678.79561090366,6338.83532940308,370.6519932579217,2.007151025234872,134.2781817118919,3.019743193944098,192.1999969482422,0.0,105.88695251882656,10.051873788834738,88.025,100.45,104.55,98.95,129.0
27,2013-08-13,112.6,106.8,10.051873788834738,109.6,9.433610424949704,104.5,11.0555069745029,109.6,10.175565476589382,1431.579870790408,385.4938985867732,0.0,8193.0,94.938,9.060546165613204,1096173086.0,102611668.9840276,7.135382278324607,94.17588478346408,112901.40538437734,4896.171974099637,370.8771738068423,1.8081634987195,134.26627707438925,3.0464442247452985,192.1999969482422,0.0,108.69328619525372,10.175565476589382,88.775,99.05,105.3,99.65,126.3
28,2013-08-14,110.0,109.6,10.175565476589382,115.0,9.613251653037851,108.0,11.195169458701598,112.6,10.363616687597707,1492.4256461038126,378.8111756688761,0.0,8193.0,96.293,9.001836972777411,1112258807.0,102319656.93256216,7.138673563474989,94.2367020062489,113113.801214827,6350.147636075774,371.0966107312081,1.5758692234859604,134.27463420956445,3.062511009503299,192.1999969482422,0.0,111.92835840313325,10.363616687597707,91.15,99.05,108.0,101.5,133.1
29,2013-08-15,109.0,112.6,10.363616687597707,113.3,9.7529998282436,108.8,11.339044464968666,110.0,10.48613073793682,1477.839129994886,631.680860406688,0.0,8193.0,96.952,8.948182222686047,1120278004.0,102111872.54128666,7.14188246931274,94.06324280640489,113124.35402345048,2230.797689906572,371.1619677564144,1.4606821628810496,134.27595204325337,3.0633610055671654,192.1999969482422,0.0,111.31365447743237,10.48613073793682,91.45,98.9,108.0,101.5,132.6
30,2013-08-16,112.8,110.0,10.48613073793682,112.3,9.865287399778488,108.2,11.466234389434565,109.0,10.575463954508256,1470.3565594021527,906.0486776096824,0.0,8193.0,96.543,8.879008922066399,1115968080.0,101735061.57184093,7.145155223181974,94.20829251013812,113318.84151668202,5403.18193289476,371.22682127259753,1.753277746721619,134.27465956864475,3.0629127247955545,192.1999969482422,0.0,110.12084180854002,10.575463954508256,89.75,97.75,108.0,102.4,142.1
31,2013-08-17,113.4,109.0,10.575463954508256,114.0,9.880640204331897,108.2,11.573369002002082,112.8,10.683444608391108,1479.539539580466,958.9276965261048,0.0,8193.0,96.796,8.745847636527579,1119293340.0,100726928.1932038,7.148424274081851,94.28044700433496,113506.26008567915,7441.28405137787,371.28954844398777,1.890901775295512,134.27337035715786,3.062462803322612,192.1999969482422,0.0,112.14299124809855,10.683444608391108,89.42500000000001,97.75,108.45,103.3,139.4
32,2013-08-18,118.5,112.8,10.683444608391108,114.7,9.95612904947097,112.0,11.719366727651312,113.4,10.788309612436109,1464.610659640124,816.4437962270677,0.0,8193.0,96.925,8.56983604156915,1121245421.0,99302641.7338512,7.151575070389037,93.47490239041257,113442.44306675064,2515.245183533129,371.3502189868079,1.9494485178674248,134.27213375391446,3.0620335713816784,192.1999969482422,0.0,113.35112807812372,10.788309612436109,89.42500000000001,97.75,108.7,103.65,140.7
33,2013-08-19,121.2,113.4,10.788309612436109,123.8,10.239156590443278,111.8,11.81915232078538,118.5,10.978609273579098,1462.0907613001225,1215.0318371041103,0.0,8193.0,97.996,8.381587874907792,1134110279.0,97824138.8793038,7.1548273558051525,93.67703216760891,113617.42274954452,6372.842772260609,371.3367691839617,2.200122940289148,134.2604349845927,3.060700678236925,192.1999969482422,0.0,117.32888762057236,10.978609273579098,89.125,94.7,113.25,108.4,136.7
34,2013-08-20,123.3,118.5,10.978609273579098,123.0,10.47269735218729,116.8,12.04622452985724,121.2,11.286142195175175,1461.1229476798544,1278.162845761494,0.0,8193.0,101.101,8.24165028041301,1170492079.0,97015074.5925643,7.15799569478266,93.46203470404566,113681.46450233886,6870.786587668784,371.3001538008809,2.470733841248571,134.26503155336002,3.060873670785731,192.1999969482422,0.0,120.7727129882682,11.286142195175175,88.95,94.7,113.65,108.4,138.3
35,2013-08-21,122.0,121.2,11.286142195175175,125.0,10.857564729920286,119.7,12.361352658509023,123.3,11.674945287136172,1502.8520717027016,1080.0784332696244,0.0,8193.0,105.11,8.284856339070618,1217411379.0,98300659.85405214,7.1612502454146565,93.64737202776938,113764.90253342949,6251.599795249181,371.1745749877373,3.0651950920594957,134.26478735409157,3.060905497015529,192.1999969482422,0.0,123.4590952463284,11.674945287136172,88.65,94.45,114.75,109.0,139.4
36,2013-08-22,118.5,123.3,11.674945287136172,124.5,11.217934969135522,120.5,12.711816092187124,122.0,12.005906738358645,1485.5754936474532,943.761830586742,0.0,8193.0,107.292,8.45168395309106,1243203808.0,100938598.37792031,7.164434306431188,93.64859269762614,113867.85499483474,6516.949056112039,371.1091790865,3.335890685659682,134.279699849959,3.0610972595437147,192.1999969482422,0.0,123.37053987735771,12.005906738358645,88.67500000000001,94.35,116.5,109.5,139.1
37,2013-08-23,119.6,122.0,12.005906738358645,122.0,11.489887472220778,118.4,13.038766513876816,118.5,12.269120210286442,1485.8947017964838,1035.7338816035638,0.0,8193.0,106.115,8.63913284220432,1230138739.0,103645163.3813512,7.167686224752078,93.80908733693916,114073.81939842798,5766.407749482865,371.1377305918607,3.271569741184289,134.2967938867438,3.062850280390759,192.1999969482422,0.0,120.54679364502373,12.269120210286442,89.55000000000001,92.25,116.6,111.7,140.4
38,2013-08-24,122.1,118.5,12.269120210286442,121.4,11.716992826828776,118.0,13.3443929061574,119.6,12.544589285384316,1458.6091682278295,841.8908768846379,0.0,8193.0,105.799,8.829425764946418,1226999701.0,106312618.33236098,7.17091619657037,93.8657250888019,114119.1712640134,7008.432421017147,371.16534598229146,3.170179054580199,134.31416789293797,3.0644625322989536,192.1999969482422,0.0,119.8985253043344,12.544589285384316,90.1,90.2,116.6,112.75,135.1
39,2013-08-25,120.1,119.6,12.544589285384316,123.0,12.015632355559026,119.1,13.656517245507429,122.1,12.874889062107597,1444.6516836377036,777.4669665887434,0.0,8193.0,107.66,9.060456361259783,1249075119.0,109469981.65827589,7.174044357224702,93.3253390584251,114163.89898255737,1805.2585225660816,371.1920559500852,3.0286759640545213,134.33182142686735,3.065934237342532,192.1999969482422,0.0,121.32222645303956,12.874889062107597,92.8,90.2,116.6,113.0,133.8
40,2013-08-26,131.3,122.1,12.874889062107597,123.0,12.30412394694141,119.9,13.987009307873388,120.1,13.144095363997058,1434.0320907661992,1077.9056971832044,0.0,8193.0,108.695,9.33368414530366,1261493549.0,113045464.83316654,7.177250608168186,93.50645392053394,114245.56809871082,5589.44317441057,371.1887098533611,2.8653443240283103,134.33597426994746,3.066576696503676,192.1999969482422,0.0,120.50102469141795,13.144095363997058,95.4,90.2,118.4,113.0,134.4
41,2013-08-27,128.8,120.1,13.144095363997058,133.0,12.907162969925093,120.0,14.29792950519756,131.3,13.73815257442528,1440.2167892118894,1067.4686884255816,0.0,8193.0,111.875,9.731789537895184,1298864307.0,117933914.72420111,7.180393664846948,93.5153166263295,114326.02338502865,6276.958525695391,371.0166210057099,3.1250764562079625,134.31857814592826,3.070480408699376,192.1999969482422,0.0,127.98308827636374,13.73815257442528,95.575,90.2,122.4,117.0,134.0
42,2013-08-28,129.3,131.3,13.73815257442528,131.7,13.411263501272618,128.0,14.83522482068377,128.8,14.196907835525003,1431.0656347329705,1071.4606061205095,0.0,8193.0,115.28,10.228368613176045,1338883280.0,123891645.90645535,7.183586778566925,93.65947764120146,114493.8193695618,5123.495714188329,370.8108301530637,3.2217297926959145,134.30405831340383,3.072810305040734,192.1999969482422,0.0,129.37139591321903,14.196907835525003,97.225,90.2,124.9,117.0,133.4
43,2013-08-29,138.0,128.8,14.196907835525003,131.2,13.846265991988815,128.2,15.342011576356123,129.3,14.650491594304883,1665.9366350566302,-813.6150543716831,0.0,8193.0,115.785,10.70500482028192,1345263687.0,129617049.60233098,7.18677690068064,93.73929998509324,114544.13641992652,6811.571037578214,370.6350652300124,2.977628970458722,134.33475362254043,3.0648777164677785,192.1999969482422,0.0,130.03601477392874,14.650491594304883,97.225,90.2,125.5,117.0,134.8
44,2013-08-30,141.0,129.3,14.650491594304883,142.8,14.682002030234884,128.6,15.749495463177183,138.0,15.278269620571098,1658.5944952244042,-718.7190206638552,0.0,8193.0,118.347,11.212436943860856,1375589820.0,135639315.25837788,7.1898647021549404,93.16749974147866,114607.6506834419,2425.687187851649,370.416866370012,3.267965436665184,134.3569079598573,3.058771497193536,192.1999969482422,0.0,136.18663893063612,15.278269620571098,97.975,90.2,130.4,121.9,135.0
45,2013-08-31,146.0,138.0,15.278269620571098,148.7,15.62819016020786,135.9,16.383394773177848,141.0,15.98707626004919,1694.8646363636371,-424.35556385310247,0.0,8193.0,122.066,11.789847343201185,1419442685.0,142456655.4258709,7.1930681912015295,93.40079525794346,114747.61729042292,7074.882213387743,370.2058215709952,3.416612357291877,134.37915260472383,3.05261987118014,192.1999969482422,0.0,140.6797458406915,15.98707626004919,100.6,90.2,133.35,124.85,137.1
46,2013-09-01,144.0,141.0,15.98707626004919,147.3,16.385329234540748,141.0,16.930376788249472,146.0,16.59369698593452,1726.1515981013436,-223.74221073913893,0.0,8193.0,124.651,12.383919995152064,1450197249.0,149467363.38380066,7.196173568032661,92.91380492854373,114887.7134088834,7142.886904698478,370.0016962735855,3.4449645792634715,134.3822337336486,3.051854342164814,192.1999969482422,0.0,145.71390341058773,16.59369698593452,102.0,90.2,133.35,124.85,138.9
47,2013-09-02,144.0,146.0,16.59369698593452,148.5,16.965651157825963,142.1,17.325372791743543,144.0,17.05448364593235,1742.7935337126069,51.07456146087998,0.0,8193.0,125.588,12.891740205594068,1461792237.0,155486598.87225732,7.199383856465958,93.14110682444012,115108.3477442512,6714.412359493066,369.8773783629761,3.2218226134254424,134.4019973522832,3.046430945821124,192.1999969482422,0.0,145.98418686488637,17.05448364593235,102.525,90.2,133.89999999999998,124.85,142.5
48,2013-09-03,132.5,144.0,17.05448364593235,148.9,17.379500880274424,142.2,17.416792987404655,144.0,17.0720449958105,1776.5710166122876,1533.9236033234463,0.0,8193.0,124.863,13.169935607337342,1454018854.0,158875205.12361395,7.202505580298702,92.82619202738904,115305.35400797772,6872.4086025191045,369.7863167773048,3.11740245961866,134.5015713327979,3.0152030283147644,192.1999969482422,0.0,145.58827906104594,17.0720449958105,102.65,90.2,134.4,125.4,143.9
49,2013-09-04,130.2,144.0,17.0720449958105,145.8,17.422946101261385,130.1,17.0873491214994,132.5,16.689408918727242,1798.4177623904975,1951.3025597429132,0.0,8193.0,120.747,13.004774315177494,1406673818.0,157208336.18720818,7.205693414574236,93.00608634114306,115600.59708433104,5279.618830936433,369.7772572108357,3.0813498897164324,134.57097646782182,2.9987060470327447,192.1999969482422,0.0,136.94620627575077,16.689408918727242,101.725,90.2,134.45,125.65,141.9
50,2013-09-05,121.9,132.5,16.689408918727242,138.0,17.22190531267873,127.2,16.60692958284276,130.2,16.42615180974629,1793.880968650409,1659.0525946205562,0.0,8193.0,117.345,12.816845552049244,1367519342.0,155214524.41726896,7.208876987982115,93.09212925898922,115775.3865093706,7378.6149332591485,369.7917733678575,3.1516477927462514,134.595308583035,2.996094907363356,192.1999969482422,0.0,131.42928102266586,16.42615180974629,101.725,90.2,138.05,125.8,140.3
51,2013-09-06,129.0,130.2,16.42615180974629,134.0,16.963453904249086,121.9,16.172872156339988,121.9,15.944570210859704,1764.4921955635043,1210.0910932685756,0.0,8193.0,115.05,12.65119992204352,1341294351.0,153424629.25523704,7.211944185423501,92.27790688137976,115910.33032349242,2440.7990494887813,369.8520430935016,3.287641070664873,134.62041220020788,2.99347554114163,192.1999969482422,0.0,123.40459191797392,15.944570210859704,101.675,90.2,135.4,126.2,123.0
52,2013-09-07,126.3,121.9,15.944570210859704,131.0,16.533288710756306,121.3,15.673426627891349,129.0,15.554097685248571,1741.4569331001928,1009.5550482065976,0.0,8193.0,115.023,12.407265160763329,1341511557.0,150747864.0390119,7.21509843211714,92.49994315217312,116108.19215795184,5721.0867266032365,369.9103367625671,3.258371343098025,134.64578652470172,2.990720062969697,192.1999969482422,0.0,125.34679618372698,15.554097685248571,101.75,88.55000000000001,135.1,126.7,131.0
53,2013-09-08,133.1,129.0,15.554097685248571,129.9,16.383004491185176,124.1,15.272735113695711,126.3,15.411860848134298,1693.5243470081175,754.7102269637256,0.0,8193.0,116.613,12.273890967838824,1360478426.0,149327377.6261505,7.218187164263755,92.50534817356724,116293.1420519958,6518.291570648072,369.9667191637944,3.2286556246920672,134.6714323054833,2.9878280962661705,192.1999969482422,0.0,124.81836789094532,15.411860848134298,102.475,88.55000000000001,135.1,128.45,136.8
54,2013-09-09,132.6,126.3,15.411860848134298,137.5,16.37751628141533,124.0,15.118015873612812,133.1,15.40316901871832,1718.646407189072,756.4582726755197,0.0,8193.0,117.844,12.29090122097354,1375296725.0,149617992.12557095,7.221335459156181,92.68470547078134,116583.08864377862,5392.761352033084,370.1438759125225,3.625995035848612,134.73972207771695,2.9790684372184493,192.1999969482422,0.0,129.73496069780242,15.40316901871832,104.75,90.2,135.1,128.55,136.7
55,2013-09-10,142.1,133.1,15.40316901871832,136.0,16.548794483890905,131.4,15.16449270444144,132.6,15.46174283596188,1701.7902035494171,735.8945662425691,0.0,8193.0,119.961,12.413375367190817,1400612048.0,151135690.39328465,7.2244841717345185,92.7806702667792,116766.4549969086,7213.889958497569,370.4355521121119,4.548014951602429,134.8462898149243,2.963322392158291,192.1999969482422,0.0,131.740777891745,15.46174283596188,104.75,90.2,135.1,128.55,137.8
56,2013-09-11,139.4,132.6,15.46174283596188,145.9,16.866051215854313,127.5,15.085043290407,142.1,15.822203879144492,1723.5285083053031,764.1426663505376,0.0,8193.0,121.733,12.614535598734957,1421882502.0,153575887.93418363,7.2275221230444275,92.04754738183767,116923.80144853324,2528.2157740143693,370.7658618789279,5.394859811056482,134.88084636375063,2.974683989429344,192.1999969482422,0.0,139.30334682077435,15.822203879144492,105.2,90.2,135.1,128.55,135.8
57,2013-09-12,140.7,142.1,15.822203879144492,145.5,17.141183350826985,137.5,15.336592996678556,139.4,15.992655093796875,1719.1705372558745,841.5233653173435,0.0,8193.0,123.67,12.843318279796632,1445125756.0,156343381.03804997,7.230679628120913,92.32408222089065,117179.20014262508,7060.512257145702,371.06304673535647,5.802365117120927,134.94776826626767,2.9724999501807923,192.1999969482422,0.0,140.53305221486713,15.992655093796875,105.875,90.2,133.6,130.35,136.5
