Date,avg_transaction_value tema90,ISA_9,closing_price,sf_ratio ema90,ITS_9,ISB_26,SP500_spot bband_lower90,FUTMSCIACWI_spot ema60,MSCIACW_spot ema60,IKS_26,lowest_price,avg_price_usd,highest_price,FUTBTC_spot tema5,market_cap_usd,opening_price,tweets_day stdev90,next_day_closing_price
2013-08-01,0.00020215086368205112,4.1228452299466034e-05,0.00021056346486630212,0.0010281631410681835,0.00020974008363482816,0.00019870815169528017,0.005811517774930497,0.09378202979720937,0.01145622811954572,6.85397719752609e-05,0.00025358988176372305,0.00017842330011155066,0.00023222532823598957,0.00023957895197304624,0.00011227482044940534,0.000243183088692131,0.0,104.5
2013-08-02,0.0002022885887118693,3.578318501463312e-05,0.00021797767137567842,0.001095146540216696,0.00021511803449725947,0.00019870815169528017,0.005824754102502938,0.09378202979720937,0.012388160258319292,0.00011502076676308398,0.00022641953728903819,0.00017279059644432354,0.00023222532823598957,0.0002310910895911497,0.0001091788192194923,0.00021056096703830213,0.0,104.9
2013-08-03,0.00018600947159315429,2.7226336424178432e-05,0.00022390903658318223,0.0011606646644294338,0.00021511803449725947,0.00019870815169528017,0.0058651859273573526,0.09378202979720937,0.012965683108743797,0.00011502076676308398,0.0002384952459444506,0.0001709673792046687,0.00020174575390501798,0.00022932039681679284,0.00010842380789271439,0.00021797508559599083,0.0,105.1
2013-08-04,0.00015337533004357654,2.7226336424178432e-05,0.0002268747191869272,0.001227236171022661,0.00021511803449725947,0.00019870815169528017,0.005891594696948166,0.09378202979720937,0.013524270783744852,0.00013865517089248908,0.0002611371996733558,0.00015879777470258205,0.00020319716220648654,0.00022929880510982187,0.00010133204724687567,0.00022390638044214595,0.0,106.7
2013-08-05,0.0001502266375642755,5.445267284832911e-06,0.0002506001800169355,0.001293646339620147,0.00022280082144358893,0.00019870815169528017,0.005890430325001417,0.09378202979720937,0.014328329910244852,0.00021349745063559827,0.000283779153402261,0.0001722717947907626,0.00022932251163303857,0.00024519277833331965,0.00010987675328297947,0.00022687202786522004,0.0,106.6
2013-08-06,0.00013313676023139764,0.0,0.0002491173387150561,0.00135792195116341,0.00025660508400744686,0.00019870815169528017,0.0059187491700250505,0.09378202979720937,0.01502364701190645,0.0002229512122873603,0.0002852886169841806,0.00019349819387357026,0.00022496828672861208,0.0002503091835852275,0.00012317381303303399,0.0002505972072498197,0.0,106.0
2013-08-07,0.00011858736359346769,5.0563196216324435e-05,0.00024022029090381425,0.001424063448891233,0.00027273893659473386,0.00019870815169528017,0.006021494832527341,0.09378202979720937,0.015500515684045701,0.0002229512122873603,0.0002867980805661141,0.000200880000258509,0.00021771124522124152,0.00024529515537683594,0.00012803814076206566,0.0002491143835382792,0.0,103.1
2013-08-08,9.375005589375152e-05,5.0563196216324435e-05,0.000197217893149422,0.001488544656845947,0.00027658033006790206,0.00019870815169528017,0.006064175566687757,0.09378202979720937,0.016153109869914972,0.0002229512122873603,0.00022340061012517815,0.00017926820566162988,0.00021335702031681503,0.0002120486862620674,0.00011520055490518016,0.00024021744126904998,0.0,102.8
2013-08-09,6.882727770462366e-05,5.5230568174753636e-05,0.00019276936924380456,0.0015546186127556871,0.0002481540183664685,0.00019870815169528017,0.00614293513859171,0.09378202979720937,0.016785165644167932,0.0002229512122873603,0.00023698578236253098,0.0001532836542704613,0.00020029434560354248,0.00019459115236935415,9.972240733344823e-05,0.00019721555363447218,0.0,103.0
2013-08-10,3.0484245699961138e-05,5.5230568174753636e-05,0.00019573505184754952,0.001619316158320394,0.0002481540183664685,0.00019870815169528017,0.006231181020910526,0.09378202979720937,0.017375731796836436,0.0002229512122873603,0.00024453310027216374,0.00014145497656928296,0.00017271758787551494,0.00019039559904283215,9.286269017091259e-05,0.00019276708249985758,0.0,105.0
2013-08-11,0.0,7.817848030369778e-05,0.00022539187788505471,0.0016855672587536286,0.0002466174609772123,0.00019870815169528017,0.006319501069987132,0.09378202979720937,0.01794693512482698,0.0002229512122873603,0.00024906149101793645,0.00013637072036440379,0.00019158589579468255,0.0002110807001435705,9.014084885018009e-05,0.00019573272992293167,0.0,106.8
2013-08-12,3.5879074123564003e-06,5.873109714357727e-05,0.00025208302131881494,0.00175045871860402,0.00024892229706111046,0.00019461950659866584,0.006328767514436562,0.09378202979720937,0.018490142788916475,0.0002229512122873603,0.0002611371996733558,0.00015046730243684775,0.00023367673653745813,0.00023997740403348955,9.915323494635864e-05,0.00022538920415367952,0.0,109.6
2013-08-13,5.136251586303556e-05,7.03995270396468e-05,0.0002936025777713208,0.0018162107031956531,0.0002604464774806081,0.00017172309405764918,0.006291147422254673,0.09378202979720937,0.019104784748729398,0.0002339806008810827,0.0002762318354926213,0.00016453423870052553,0.00025544786105958367,0.0002817323034882205,0.0001081510193891369,0.0002520800309613533,0.0,112.6
2013-08-14,0.00010744791982068153,0.00010734955504387855,0.0003380878168275786,0.0018816678322436942,0.00030193352699078857,0.00017172309405764918,0.006317554243573609,0.09378202979720937,0.019703565108478538,0.00026312969930734204,0.0003290630608600645,0.00018461927414549495,0.00033382390933923284,0.0003298663211581329,0.00012078159171031999,0.0002935990948843975,0.0,110.0
2013-08-15,9.400260428167953e-05,0.00011201692700230081,0.00029953394297882463,0.001945486600271218,0.00030193352699078857,0.00016926990699968336,0.006321719444523144,0.09378202979720937,0.01989827598282734,0.00026312969930734204,0.00034113876951548383,0.00019438756813681263,0.00030914996821416324,0.00032072025958047173,0.00012707829719628416,0.00033808380623052275,0.0,109.0
2013-08-16,8.710544515808452e-05,8.556848590453997e-05,0.00028470552996007203,0.002010575178918339,0.00030193352699078857,0.00015046213955526716,0.006317636341570176,0.09378202979720937,0.020090893489422557,0.0002773103417849851,0.0003320819880239176,0.00018832500024235782,0.00029463588519940825,0.0003029726291128923,0.00012369412767221366,0.0002995303897305526,0.0,112.8
2013-08-17,9.556997946934612e-05,8.051216628290891e-05,0.00034105349943133745,0.0020755901128547416,0.000308848035242483,0.00015046213955526716,0.006313563544501466,0.09378202979720937,0.02048486048238557,0.00029149098426262815,0.0003320819880239176,0.00019207519505236997,0.0003193098263244848,0.0003330598020105588,0.0001263051350940611,0.00028470215261518217,0.0,113.4
2013-08-18,8.180908550790844e-05,8.051216628290891e-05,0.00034995054724258623,0.0021382531976559815,0.0003126894287156512,0.00015046213955526716,0.00630965699522007,0.09378202979720937,0.020865910524759335,0.0002970056785594963,0.0003894416041371404,0.00019398734971835807,0.0003294696844347994,0.00035103543772664614,0.00012783791688527474,0.0003410494536536038,0.0,118.5
2013-08-19,7.948633564396068e-05,7.584479432447971e-05,0.00042557545363823557,0.0022029346993967525,0.00038260278992725827,0.00010058066937661952,0.006272687036197877,0.09378202979720937,0.020838016113711277,0.00037184795830259854,0.00038642267697329424,0.00020986268031730065,0.00046154783986902814,0.00041021975751912715,0.00013793945472562186,0.00034994639592282606,0.0,121.2
2013-08-20,7.859424054666025e-05,7.312216068205979e-05,0.000465612168788862,0.002265946673091712,0.0003887490194843246,0.00010058066937661952,0.006287212533029107,0.09378202979720937,0.020749251700622307,0.00037184795830259854,0.0004618958560696357,0.0002558877984402824,0.0004499365734572311,0.00046145977333608007,0.00016650658927152423,0.00042557040521123274,0.0,123.3
2013-08-21,0.00011705861651302787,6.845478872363753e-05,0.0004967518361282466,0.0023306732254803064,0.00040565115076624664,9.649202428001213e-05,0.006286442978653273,0.09378202979720937,0.020427414852462855,0.0003813017199543606,0.0005056702999455057,0.00031531282212950845,0.00047896473948672025,0.0005014299386890061,0.00020334781086858017,0.0004656066454227434,0.0,122.0
2013-08-22,0.0001011337005391022,6.884373638683938e-05,0.0004774748992038627,0.002393997879326204,0.0004325409050784032,9.485656624137057e-05,0.006333567861665557,0.09378202979720937,0.02026286839273772,0.00038917985466416227,0.000517746008600932,0.00034765639950289084,0.0004717076979793497,0.0005001123403725188,0.00022360012904714538,0.0004967459433650248,0.0,118.5
2013-08-23,0.00010142793490283339,8.245690459892513e-05,0.00042557545363823557,0.0024586720802714512,0.00043407746246767326,6.051194742984212e-05,0.006387587439846465,0.09378202979720937,0.020343990237941367,0.0004238436473872828,0.00048604727338046744,0.00033020984103886847,0.0004354224904424761,0.0004580983628447652,0.00021334138473062814,0.00047746923511503975,0.0,119.6
2013-08-24,7.627713084921994e-05,9.101375318937288e-05,0.0004418867079588537,0.0025229098088397905,0.00043407746246767326,2.6985057637630983e-05,0.006442491759567348,0.09378202979720937,0.020248940674968574,0.0004403877302778733,0.0004800094190527543,0.0003255258032524508,0.00042671404063363005,0.00044845290278684724,0.00021087659956631893,0.00042557040521123274,0.0,122.1
2013-08-25,6.341163349237247e-05,0.00013302010081524263,0.00047895774050574214,0.0025851227154333745,0.00043407746246767326,2.6985057637630983e-05,0.006498279424981823,0.09378202979720937,0.020157007491109658,0.00044432679763277416,0.0004966135184539464,0.00035311122831746533,0.0004499365734572311,0.00046963587857377226,0.00022821030587449886,0.0004418814660381437,0.0,120.1
2013-08-26,5.3622882293193064e-05,0.00017347065778829107,0.00044930091446823694,0.0026488886828834324,0.0004617354954744579,2.6985057637630983e-05,0.0065114040107407956,0.09378202979720937,0.020165227588496204,0.00044432679763277416,0.0005086892271093657,0.00036845293435845694,0.0004499365734572311,0.00045741737537987465,0.00023796130666772775,0.0004789520588265733,0.0,131.3
2013-08-27,5.932371047552912e-05,0.00017619329143070406,0.0006153791402782813,0.002711397841837049,0.0005231977910451005,2.6985057637630983e-05,0.006456428491790234,0.09378202979720937,0.019731246854480133,0.0005073518753111808,0.0005101986906912923,0.0004155897703104969,0.0005950774036047185,0.0005687415615689695,0.0002673049749817927,0.0004492955845958324,0.0,128.8
2013-08-28,5.088851192665278e-05,0.00020186383720206813,0.0005783081077313929,0.0027749025359865565,0.0005616117257767547,2.6985057637630983e-05,0.0064105474543763585,0.09378202979720937,0.01920852070883089,0.0005073518753111808,0.0006309557772454441,0.00046606175974971825,0.000576209095685544,0.0005893979240949448,0.0002987280322818628,0.0006153718402880232,0.0,129.3
2013-08-29,0.00026738398533030644,0.00020186383720206813,0.0005857223142407691,0.0028383477330251594,0.0005708310701123473,2.6985057637630983e-05,0.0065075532046303675,0.09378202979720937,0.018763859579161046,0.0005073518753111808,0.0006339747044092972,0.0004735473264653664,0.0005689520541781734,0.0005992866603980324,0.00030373795332003933,0.0005783012474995866,0.0,138.0
2013-08-30,0.0002606162701309679,0.00021353226709813766,0.0007147295075039181,0.00289975797563341,0.0006461223821863926,2.6985057637630983e-05,0.006577567483622537,0.09378202979720937,0.018207633999928863,0.0005845575954672375,0.0006400125587370034,0.0005115236075059829,0.0007373154171492688,0.0006908006152083132,0.00032755015397168546,0.0005857153660572753,0.0,141.0
2013-08-31,0.0002940487559020301,0.0002543717717343949,0.0007592147465601828,0.00296346901443606,0.0006914508251697343,2.6985057637630983e-05,0.006647867165447019,0.09378202979720937,0.01786358023429857,0.0006310385902550536,0.0007502034002176694,0.0005666499889228419,0.0008229485069362746,0.0007576526894447488,0.0003619835985697664,0.0007147210289610226,0.0,146.0
2013-09-01,0.000322887929675858,0.0002761528408737404,0.0008333568116539528,0.0030252287960078617,0.0006914508251697343,2.6985057637630983e-05,0.006657605344798867,0.09378202979720937,0.017530806920000863,0.0006310385902550536,0.0008271860428959374,0.0006049671967643666,0.0008026287907156385,0.000832554952470678,0.00038613220495231637,0.0007592057403071478,0.0,144.0
2013-09-02,0.0003382278555225937,0.0002843207418009863,0.0008036999856164406,0.003089075061116553,0.0006999018908106988,2.6985057637630983e-05,0.006720060404433237,0.09378202979720937,0.017206369848967673,0.0006310385902550536,0.0008437901422971295,0.0006188562581753917,0.0008200456903333306,0.0008365764480445376,0.00039523663580109253,0.0008333469258840209,0.0,144.0
2013-09-03,0.0003693627003551747,0.0002862654801169956,0.0008036999856164406,0.0031511599521046874,0.0007075846777570283,2.6985057637630983e-05,0.0070347351985129425,0.09378202979720937,0.01696894265600285,0.0006397045384358355,0.000845299605879056,0.0006081096524944915,0.0008258513235392326,0.0008306858119161362,0.0003891329444488806,0.0008036904516532731,0.0,132.5
2013-09-04,0.00038950022930964515,0.0002718744165785131,0.0006331732359007719,0.00321455964858286,0.0007083529564516633,2.6985057637630983e-05,0.007254072165091552,0.09378202979720937,0.016946106656552773,0.0006436436057907363,0.0006626545124659086,0.0005470985780358165,0.0007808576661935129,0.0007021020717638063,0.00035195743324568235,0.0008036904516532731,0.0,130.2
2013-09-05,0.0003853183792424074,0.0002718744165785131,0.0005990678859576423,0.003277874604860398,0.0007636690224652465,2.6985057637630983e-05,0.00733096920801285,0.09378202979720937,0.016984945832223042,0.0006460070462036838,0.0006188800685900248,0.0004966710573097652,0.0006676478186784657,0.0006200168011572527,0.0003212131824398834,0.0006331657248264677,0.0,121.9
2013-09-06,0.00035822888614435097,0.00027109652125210937,0.00047599205790199023,0.0033388750741492057,0.0007229502516496872,2.6985057637630983e-05,0.007410305168567222,0.09378202979720937,0.01714350638088369,0.0006523095539715182,0.0005388784987479037,0.00046265249174060746,0.0006095914866194665,0.0005006189941407849,0.0003006212148527268,0.0005990607794611053,0.0,129.0
2013-09-07,0.00033699582610245346,0.00027226336424171493,0.0005812737903351378,0.003401606780288613,0.0007183405794818978,0.0,0.007490496659504853,0.09378202979720937,0.017065519322301714,0.0006601876886813129,0.0005298217172563444,0.00046225227332214597,0.0005660492375752224,0.0005295166781611321,0.00030079176587072265,0.00047598641140350617,0.0,126.3
2013-09-08,0.00029281332633379273,0.0002835428464745826,0.0005412370751845114,0.0034630355321220163,0.0007183405794818978,0.0,0.0075715460480026975,0.09378202979720937,0.01699008921646017,0.0006877611601656189,0.0005720866975502947,0.00048582069129816247,0.0005500837462589919,0.0005216542951453629,0.00031568462709906375,0.0005812668949226607,0.0,133.1
2013-09-09,0.0003159699199713935,0.000318937083826,0.0006420702837120276,0.0035256488687485654,0.0007183405794818978,2.6985057637630983e-05,0.007787356103078791,0.09378202979720937,0.01746941766099891,0.0006893367871075862,0.0005705772339683682,0.0005040676865991009,0.0006603907771710882,0.000594807334655445,0.0003273200146080568,0.000541230654711157,0.0,132.6
2013-09-10,0.0003004324897150912,0.000318937083826,0.0006346560772026583,0.0035882705123187475,0.0007183405794818978,2.6985057637630983e-05,0.00812413717262539,0.09378202979720937,0.018247960116782258,0.0006893367871075862,0.0006822775390309607,0.0005354477751872977,0.0006386196526489626,0.0006246515032092975,0.0003471977072514662,0.0006420626670956969,0.0,142.1
2013-09-11,0.00032047006171262785,0.00032593814176364727,0.0007755260008808079,0.0036486893341006743,0.0007183405794818978,2.6985057637630983e-05,0.00823334271120607,0.09378202979720937,0.01912712009340284,0.0006893367871075862,0.0006234084593358044,0.0005617139617618283,0.0007823090744949815,0.0007371735129416274,0.00036389935261454953,0.0006346485485380082,0.0,139.4
2013-09-12,0.000316453043842712,0.0003364397286701182,0.0007354892857301745,0.003711485843007678,0.0006952922186429025,2.6985057637630983e-05,0.008444832989280615,0.09378202979720937,0.01991910305613409,0.0007176980720628653,0.0007743548175284942,0.0005904259275602841,0.0007765034412890795,0.0007554700631774575,0.00038215004841032213,0.0007755168011340588,0.0,140.7
2013-09-13,0.000321408614776017,0.0003411071006285474,0.0007547662226545515,0.0037722892050972567,0.0006952922186429025,2.6985057637630983e-05,0.008654721577459779,0.09378202979720937,0.02068683560248552,0.0007176980720628653,0.0007788832082742808,0.0005963550893152633,0.0007779548495905619,0.0007719459442589172,0.00038634356302169603,0.0007354805609225482,0.0,136.7
2013-09-14,0.0003165172091802865,0.0004134513659841965,0.0006954525705795342,0.003835117418739098,0.0006952922186429025,9.894521133797796e-05,0.008873974041278487,0.09378202979720937,0.021349591516617528,0.0007570887456118738,0.0007592601817092356,0.0005945318720756085,0.0007257041507374648,0.0007326148914762881,0.00038571065562668927,0.0007547572691725332,0.0,138.3
2013-09-15,0.00026904783512892577,0.0004165629472898183,0.0007191780314095494,0.003896351274355614,0.0006952922186429025,9.894521133797796e-05,0.008999189104604122,0.09378202979720937,0.02199061772864691,0.0007665425072636289,0.0007366182279803235,0.0005907668543612063,0.0007111900677227098,0.000728883259293725,0.00038390729489592296,0.0006954443207110306,0.0,139.4
2013-09-16,0.0002671530943353789,0.00042978716783869525,0.0007354892857301745,0.003958835987343257,0.0007160357433979928,0.00010875795956984124,0.009018105614873095,0.09378202979720937,0.022987340958668556,0.0007665425072636289,0.0007803926718562074,0.0005923529051306622,0.0007286069673404089,0.0007373580127592594,0.0003853256394871288,0.0007191695000956372,0.0,139.1
2013-09-17,0.00023622567175586584,0.0004472898126828134,0.0007310407618245501,0.004020987450030433,0.0007160357433979928,0.00010875795956984124,0.009169188385678262,0.09378202979720937,0.023967689000817416,0.0007665425072636289,0.0007819021354381339,0.0005990380350093943,0.0007169957009286118,0.0007368835783492303,0.0003898510276319836,0.0007354805609225482,0.0,140.4
2013-09-18,0.00024019268246691997,0.0004651814051901265,0.0007503176987489341,0.004081228819567684,0.0007429254977101424,0.00010875795956984124,0.009710086212755542,0.09378202979720937,0.025180195157147034,0.0007665425072636289,0.0007969967712573994,0.0006106740149535231,0.0007257041507374648,0.0007493744096999794,0.00039750767659194053,0.0007310320897879335,0.0,135.1
2013-09-19,0.0002422280639115433,0.0004733493061173724,0.0006717271097495328,0.004143362750804291,0.0007429254977101424,0.00010875795956984124,0.010232755688174056,0.09378202979720937,0.02665157244892835,0.0007752084554444177,0.0006777491482851811,0.0005734833478454535,0.0007140928843256608,0.0006985317948331599,0.00037482220676225003,0.0007503087980379256,0.0,133.8
2013-09-20,0.00023319991931470413,0.00047529404443338863,0.0006524501728251558,0.004204055336624379,0.0007675104159384147,0.00010875795956984124,0.010871422104731077,0.09378202979720937,0.027853313142749858,0.0007815109632122522,0.0006762396847032476,0.000550967356080935,0.0006574879605681372,0.0006626564868974782,0.00036129691019783083,0.0006717191413264378,0.0,134.4
2013-09-21,0.0001958146461458199,0.0004892961603086762,0.0006613472206364115,0.004266196643289311,0.0007675104159384147,0.00011857070780171841,0.011544477740044246,0.09378202979720937,0.02890461189495047,0.0007822987766832323,0.00069133432052252,0.0005524496465196815,0.0006386196526489626,0.0006551229274248879,0.00036269747698548793,0.0006524424330764597,0.0,134.0
2013-09-22,0.00016834921098279887,0.0005515277864210633,0.0006554158554289077,0.004327275264991437,0.0007413889403208862,0.0001839890293474783,0.012635798391694097,0.09378202979720937,0.02992144183560358,0.0007925403518059815,0.0006762396847032476,0.0005587642037887322,0.0006241055696342215,0.0006501211153131098,0.00036707135059789453,0.000661339375345682,0.0,133.4
2013-09-23,0.00018284171425089063,0.0005709751695811838,0.000646518807617659,0.004389615043482009,0.0007413889403208862,0.00023223504148747742,0.013525166218512297,0.09378202979720937,0.030925871194936894,0.0007925403518059815,0.00069133432052252,0.0005550881235006494,0.0006241055696342215,0.000643830838442723,0.0003652653390184557,0.0006554080804995269,0.0,134.8
2013-09-24,0.0001965683182820442,0.000575642541539613,0.0006672785858439154,0.004452058681058635,0.0007413889403208862,0.00023223504148747742,0.014192787820664965,0.09378202979720937,0.0318330095140289,0.0007925403518059815,0.0006988816384321528,0.0005554438732059477,0.0006473281024578156,0.0006576196666108966,0.0003659864680078326,0.0006465111382303115,0.0,135.0
2013-09-25,0.00021252993732998743,0.0006518762835272945,0.0006702442684476603,0.004512206981508171,0.0007398523829316161,0.0003369043559607182,0.01475286500265649,0.09378202979720937,0.03266492528254766,0.0007925403518059815,0.0007320898372345438,0.00056774688384751,0.0006676478186784657,0.0006670839005524648,0.00037415252747916017,0.0006672706701918302,0.0,137.1
2013-09-26,0.00021029257956967431,0.0006977721077851759,0.0007013839357870449,0.0045743463166899034,0.0007398523829316161,0.0004628346249363202,0.015425498208145039,0.09378202979720937,0.033509038601357066,0.0007925403518059815,0.0007320898372345438,0.0005753362108938814,0.0006821619016932068,0.0006937025731591426,0.0003793669046436299,0.0006702363176149043,0.0,138.9
2013-09-27,0.00021965637175591635,0.0006977721077851759,0.0007280750792208052,0.004634968423176844,0.0007452303337940475,0.00047264737316819044,0.016149596385000187,0.09378202979720937,0.03428085388211277,0.0007925403518059815,0.0007335993008164773,0.000571215443474167,0.0007358640088477864,0.0007238583508524868,0.00037719505003568077,0.0007013756155571857,0.0,142.5
2013-09-28,0.0002163951229182358,0.0007020505320804032,0.0007814573660883117,0.004696744629146932,0.0007475351698779456,0.00047264737316819044,0.016907449790438733,0.09378202979720937,0.03507044132104015,0.0007925403518059815,0.0007819021354381339,0.00058347398540258,0.0007402182337522059,0.0007733048116993976,0.00038525581522227265,0.0007280664423648664,0.0,143.9
2013-09-29,0.00021722674657915358,0.000710218433007663,0.0008022171443145681,0.004758292696274979,0.0007690469733276709,0.00047428283120683895,0.01753406080140768,0.09378202979720937,0.03583414064721613,0.0007689059476765764,0.0008332238972236505,0.0005853120255466249,0.0007808576661935129,0.0008069232399178158,0.00038682950143015954,0.0007814480959802139,0.0,141.9
2013-09-30,0.00024991474519486453,0.0007125521189868742,0.000772560318277063,0.004818005920838753,0.0007690469733276709,0.00047428283120683895,0.01821837307081231,0.09378202979720937,0.03627057111547738,0.0007689059476765764,0.0007834115990200535,0.0005812357268400875,0.0007808576661935129,0.0007968872631407276,0.00038470402096989903,0.0008022076279417326,0.0,140.3
2013-10-01,0.00028976439453062483,0.0007417231937270619,0.0007488348574470616,0.00487943045956668,0.0007767297602740003,0.00047428283120683895,0.018908754720066034,0.09378202979720937,0.036911512750394726,0.0007689059476765764,0.0008030346255851126,0.0005860383478616046,0.0007605379499728629,0.0007722110486173966,0.0003880886836020725,0.0007725511537109847,0.0,123.0
2013-10-02,0.00031927181295146254,0.0007242205488829506,0.0004923033122226222,0.0049397598526941255,0.0006054036113708403,0.00047428283120683895,0.019637227926465883,0.09378202979720937,0.037489392071147154,0.0006775195850428836,0.00035472394175281585,0.000428960030067968,0.0007242527424359893,0.0005782908361075187,0.00029053208716145473,0.000748825974326385,0.0,131.0
2013-10-03,0.0003175332315051328,0.0007257763395357511,0.000610930616372643,0.00500116712637233,0.0006054036113708403,0.00047428283120683895,0.02009698955577871,0.09378202979720937,0.03792046478779415,0.0006775195850428836,0.0005117081542732188,0.0003656217596204603,0.0005805633205899635,0.0005795638498550248,0.00025141694150450367,0.0004922974722304102,0.0,136.8
