Date,Social Volume,Social Volume AI,Positive sentiment (Total),Negative sentiment (Total),Weighted sentiment (Total)
2012-10-09T00:00:00.000Z,533,1096,46.895648539066315,46.075820088386536,
2012-10-10T00:00:00.000Z,503,1316,51.854318737983704,35.70307970046997,
2012-10-11T00:00:00.000Z,425,707,52.49415808916092,36.050315618515015,
2012-10-12T00:00:00.000Z,390,756,44.784416139125824,26.75889927148819,
2012-10-13T00:00:00.000Z,300,674,39.839091300964355,18.64339154958725,
2012-10-14T00:00:00.000Z,341,637,46.82524526119232,24.118011116981506,
2012-10-15T00:00:00.000Z,323,791,28.884493589401245,30.133549571037292,
2012-10-16T00:00:00.000Z,393,685,50.06698453426361,25.15223777294159,
2012-10-17T00:00:00.000Z,432,802,56.785747051239014,37.57284730672836,
2012-10-18T00:00:00.000Z,365,690,57.0283989906311,24.288122355937958,
2012-10-19T00:00:00.000Z,367,594,59.92973583936691,25.405637800693512,
2012-10-20T00:00:00.000Z,363,566,56.11771720647812,37.695416271686554,
2012-10-21T00:00:00.000Z,332,588,48.84934347867966,26.43722778558731,
2012-10-22T00:00:00.000Z,347,639,37.037410378456116,27.608861923217773,
2012-10-23T00:00:00.000Z,364,707,47.474866688251495,28.22345894575119,
2012-10-24T00:00:00.000Z,373,699,43.69281154870987,33.76954823732376,
2012-10-25T00:00:00.000Z,393,1108,37.52441108226776,34.16282683610916,
2012-10-26T00:00:00.000Z,355,618,46.73489612340927,30.21431338787079,
2012-10-27T00:00:00.000Z,341,685,36.841100096702576,30.918174505233765,
2012-10-28T00:00:00.000Z,282,534,33.18378037214279,17.603873670101166,
2012-10-29T00:00:00.000Z,296,573,36.03328621387482,23.748799979686737,
2012-10-30T00:00:00.000Z,343,812,37.056736171245575,17.542282044887543,
2012-10-31T00:00:00.000Z,335,649,47.61991673707962,23.58344966173172,
2012-11-01T00:00:00.000Z,314,600,43.17025852203369,20.029873728752136,
2012-11-02T00:00:00.000Z,315,687,36.85377198457718,26.948875308036804,
2012-11-03T00:00:00.000Z,266,500,35.319355905056,10.505824446678162,
2012-11-04T00:00:00.000Z,252,529,34.74929177761078,18.554026305675507,
2012-11-05T00:00:00.000Z,312,555,46.89267510175705,19.150214731693268,
2012-11-06T00:00:00.000Z,317,581,39.28731858730316,24.62866473197937,
2012-11-07T00:00:00.000Z,307,612,40.116181671619415,19.60401850938797,
2012-11-08T00:00:00.000Z,286,531,40.25533491373062,21.040966987609863,
2012-11-09T00:00:00.000Z,321,1011,62.76816946268082,27.646769523620605,
2012-11-10T00:00:00.000Z,260,583,43.6817689538002,19.108199775218964,
2012-11-11T00:00:00.000Z,249,528,33.548252403736115,16.008914470672607,
2012-11-12T00:00:00.000Z,287,546,40.90226650238037,13.771445989608765,
2012-11-13T00:00:00.000Z,314,584,34.0077486038208,24.868660032749176,
2012-11-14T00:00:00.000Z,283,497,35.47933840751648,27.83622807264328,
2012-11-15T00:00:00.000Z,369,751,40.291360557079315,33.50110721588135,
2012-11-16T00:00:00.000Z,441,805,64.23877608776093,42.68148076534271,
2012-11-17T00:00:00.000Z,345,739,37.990561723709106,20.425918400287628,
2012-11-18T00:00:00.000Z,318,616,36.851861119270325,24.65412187576294,
2012-11-19T00:00:00.000Z,365,762,57.847412109375,14.880332589149475,
2012-11-20T00:00:00.000Z,378,746,46.849985897541046,18.15142399072647,
2012-11-21T00:00:00.000Z,337,643,44.047267973423004,15.015440165996552,
2012-11-22T00:00:00.000Z,283,522,34.53185188770294,19.289731562137604,
2012-11-23T00:00:00.000Z,255,491,22.907692074775696,19.63872241973877,
2012-11-24T00:00:00.000Z,313,605,39.7283980846405,22.58536171913147,
2012-11-25T00:00:00.000Z,299,613,35.0631160736084,21.3587703704834,
2012-11-26T00:00:00.000Z,387,718,43.57033824920654,32.6325945854187,
2012-11-27T00:00:00.000Z,419,834,55.0405478477478,29.840269327163696,
2012-11-28T00:00:00.000Z,544,929,74.54515254497528,47.53188282251358,
2012-11-29T00:00:00.000Z,442,845,53.06149387359619,39.20017856359482,
2012-11-30T00:00:00.000Z,521,986,60.851306080818176,46.23880696296692,
2012-12-01T00:00:00.000Z,296,702,40.44334024190903,16.02791965007782,
2012-12-02T00:00:00.000Z,314,643,39.544226586818695,16.45500349998474,
2012-12-03T00:00:00.000Z,298,628,32.420525789260864,20.377120316028595,
2012-12-04T00:00:00.000Z,406,735,53.05695587396622,31.247243225574493,
2012-12-05T00:00:00.000Z,365,697,43.63297086954117,32.996405601501465,
2012-12-06T00:00:00.000Z,450,900,80.2178885936737,23.625177085399628,
2012-12-07T00:00:00.000Z,392,733,51.255457639694214,31.943197071552277,
2012-12-08T00:00:00.000Z,331,729,52.03149300813675,19.099333822727203,
2012-12-09T00:00:00.000Z,323,701,31.79073441028595,28.018698155879974,
2012-12-10T00:00:00.000Z,417,874,51.07334917783737,29.408004641532898,
2012-12-11T00:00:00.000Z,443,909,53.82540810108185,26.10954850912094,
2012-12-12T00:00:00.000Z,476,887,66.66805928945541,29.303248345851898,
2012-12-13T00:00:00.000Z,405,723,54.21087545156479,24.571632981300354,
2012-12-14T00:00:00.000Z,398,717,49.658272325992584,32.990431785583496,
2012-12-15T00:00:00.000Z,265,536,35.19380807876587,20.739375054836273,
2012-12-16T00:00:00.000Z,250,465,34.48851716518402,16.66494131088257,
2012-12-17T00:00:00.000Z,384,834,48.114404916763306,23.57497000694275,
2012-12-18T00:00:00.000Z,407,821,42.19320863485336,35.145224034786224,
2012-12-19T00:00:00.000Z,313,1828,30.6842423081398,24.551046669483185,
2012-12-20T00:00:00.000Z,360,705,40.88745641708374,25.01904821395874,
2012-12-21T00:00:00.000Z,318,638,41.88254201412201,20.05289328098297,
2012-12-22T00:00:00.000Z,234,441,35.18479132652283,17.048912465572357,
2012-12-23T00:00:00.000Z,250,458,36.146709859371185,14.527308285236359,
2012-12-24T00:00:00.000Z,218,440,30.210877418518066,16.50960659980774,
2012-12-25T00:00:00.000Z,175,305,18.138119995594025,13.919871211051941,
2012-12-26T00:00:00.000Z,237,436,35.273274302482605,22.25593852996826,
2012-12-27T00:00:00.000Z,286,587,31.89396893978119,15.880879759788513,
2012-12-28T00:00:00.000Z,225,485,30.193303763866425,14.412108659744263,
2012-12-29T00:00:00.000Z,207,444,29.77444416284561,12.177471220493317,
2012-12-30T00:00:00.000Z,223,509,26.879539728164673,20.064721941947937,
2012-12-31T00:00:00.000Z,248,481,28.661289930343628,17.953391790390015,
2013-01-01T00:00:00.000Z,212,541,25.011040091514587,8.833532154560089,
2013-01-02T00:00:00.000Z,310,644,37.82097965478897,18.136618733406067,
2013-01-03T00:00:00.000Z,334,656,39.814841508865356,23.733934998512268,
2013-01-04T00:00:00.000Z,333,579,49.4224511384964,21.291712999343872,
2013-01-05T00:00:00.000Z,282,552,41.68946552276611,24.502227306365967,
2013-01-06T00:00:00.000Z,322,629,34.0816245675087,20.312588572502136,
2013-01-07T00:00:00.000Z,296,570,41.370780766010284,22.606448590755463,
2013-01-08T00:00:00.000Z,332,676,33.69068765640259,22.992037773132324,
2013-01-09T00:00:00.000Z,389,765,47.71330738067627,19.88472419977188,
2013-01-10T00:00:00.000Z,343,631,37.07060110569,28.009398221969604,
2013-01-11T00:00:00.000Z,294,619,30.023287653923035,28.011074542999268,
2013-01-12T00:00:00.000Z,282,504,40.848204016685486,17.97895711660385,
2013-01-13T00:00:00.000Z,398,831,41.589756548404694,25.305889427661896,
2013-01-14T00:00:00.000Z,408,898,42.881545186042786,30.137282133102417,
2013-01-15T00:00:00.000Z,358,731,36.95704162120819,24.78938901424408,
2013-01-16T00:00:00.000Z,382,831,38.19115221500397,28.26060664653778,
2013-01-17T00:00:00.000Z,464,976,53.564563393592834,42.85096901655197,
2013-01-18T00:00:00.000Z,343,670,46.307167291641235,28.545986473560333,
2013-01-19T00:00:00.000Z,305,1572,36.80384051799774,27.82321333885193,
2013-01-20T00:00:00.000Z,330,603,35.28044617176056,28.067955017089844,
2013-01-21T00:00:00.000Z,369,678,46.25947284698486,24.549455165863037,
2013-01-22T00:00:00.000Z,509,971,60.44902354478836,41.17083412408829,
2013-01-23T00:00:00.000Z,381,755,43.0809440612793,24.30773288011551,
2013-01-24T00:00:00.000Z,491,836,53.329732954502106,38.939807057380676,
2013-01-25T00:00:00.000Z,449,775,47.21385198831558,38.05703955888748,
2013-01-26T00:00:00.000Z,344,650,46.6646009683609,17.144593358039856,
2013-01-27T00:00:00.000Z,347,726,32.27859544754028,20.63017201423645,
2013-01-28T00:00:00.000Z,456,871,66.35437554121017,38.19081085920334,
2013-01-29T00:00:00.000Z,485,976,56.66926723718643,40.45748972892761,
2013-01-30T00:00:00.000Z,472,890,48.92767572402954,32.24123299121857,
2013-01-31T00:00:00.000Z,546,1061,54.48855721950531,36.13823515176773,
2013-02-01T00:00:00.000Z,438,809,47.7677600979805,33.727130115032196,
2013-02-02T00:00:00.000Z,535,1070,52.40780609846115,47.0668506026268,
2013-02-03T00:00:00.000Z,416,894,44.07830065488815,28.86217898130417,
2013-02-04T00:00:00.000Z,522,1085,58.06362468004227,33.43859726190567,
2013-02-05T00:00:00.000Z,491,934,66.54466080665588,44.698534071445465,
2013-02-06T00:00:00.000Z,455,854,47.16426944732666,43.81090235710144,
2013-02-07T00:00:00.000Z,448,924,43.8400040268898,35.77210992574692,
2013-02-08T00:00:00.000Z,485,1041,50.82889497280121,40.598957777023315,
2013-02-09T00:00:00.000Z,441,866,47.54496884346008,34.35413718223572,
2013-02-10T00:00:00.000Z,470,1015,44.86130654811859,34.349343717098236,
2013-02-11T00:00:00.000Z,475,954,57.88315683603287,32.50492298603058,
2013-02-12T00:00:00.000Z,584,1175,70.20285540819168,38.70074516534805,
2013-02-13T00:00:00.000Z,522,1047,66.92666214704514,42.0597625374794,
2013-02-14T00:00:00.000Z,656,1180,76.03911167383194,67.31498569250107,
2013-02-15T00:00:00.000Z,656,1320,71.7563973069191,59.21794617176056,
2013-02-16T00:00:00.000Z,328,637,48.73175781965256,30.393850564956665,
2013-02-17T00:00:00.000Z,456,956,55.281802237033844,35.285824716091156,
2013-02-18T00:00:00.000Z,529,1045,65.68630456924438,28.25419044494629,
2013-02-19T00:00:00.000Z,653,1291,76.0551221370697,62.12174290418625,
2013-02-20T00:00:00.000Z,666,1304,77.26482897996902,43.25790113210678,
2013-02-21T00:00:00.000Z,678,1305,72.15715163946152,46.94867354631424,
2013-02-22T00:00:00.000Z,802,1530,98.27552652359009,62.25694054365158,
2013-02-23T00:00:00.000Z,591,1254,81.19834643602371,50.011535942554474,
2013-02-24T00:00:00.000Z,509,1089,53.633305311203,38.10381883382797,
2013-02-25T00:00:00.000Z,537,2805,52.67651414871216,35.5001095533371,
2013-02-26T00:00:00.000Z,689,1302,104.26049709320068,50.07581025362015,
2013-02-27T00:00:00.000Z,551,1047,81.32986217737198,45.791009306907654,
2013-02-28T00:00:00.000Z,772,1458,114.85011303424835,64.42581886053085,
2013-03-01T00:00:00.000Z,694,1454,99.9956134557724,42.694663524627686,
2013-03-02T00:00:00.000Z,649,1378,81.77909034490585,48.704204857349396,
2013-03-03T00:00:00.000Z,610,1253,84.08305668830872,47.78328502178192,
2013-03-04T00:00:00.000Z,645,1343,79.89822840690613,55.71063542366028,
2013-03-05T00:00:00.000Z,935,1797,124.73748564720154,92.08686470985413,
2013-03-06T00:00:00.000Z,983,1766,133.46666234731674,89.44765275716782,
2013-03-07T00:00:00.000Z,985,1906,107.44843983650208,99.20057725906372,
2013-03-08T00:00:00.000Z,788,1529,90.59304547309875,68.12289750576019,
2013-03-09T00:00:00.000Z,710,1456,95.74095779657364,57.32188254594803,
2013-03-10T00:00:00.000Z,749,1518,85.06327593326569,52.43331563472748,
2013-03-11T00:00:00.000Z,796,1525,105.06688714027405,65.96272712945938,
2013-03-12T00:00:00.000Z,1076,1846,103.66736400127411,135.6202758550644,
2013-03-13T00:00:00.000Z,859,1668,112.18783289194107,76.49016433954239,
2013-03-14T00:00:00.000Z,792,1605,97.89849746227264,68.43939661979675,
2013-03-15T00:00:00.000Z,666,1240,85.37510526180267,53.34871470928192,
2013-03-16T00:00:00.000Z,567,1201,63.567586183547974,48.358237981796265,
2013-03-17T00:00:00.000Z,659,1239,80.29181677103043,64.08562624454498,
2013-03-18T00:00:00.000Z,664,1224,100.80629104375839,60.46597409248352,
2013-03-19T00:00:00.000Z,1028,1853,147.51206988096237,87.19353425502777,
2013-03-20T00:00:00.000Z,1175,2295,152.0527326464653,99.2675352692604,
2013-03-21T00:00:00.000Z,1115,2181,137.3554819226265,104.89892208576202,
2013-03-22T00:00:00.000Z,1200,2246,162.93996608257294,91.29300808906555,
2013-03-23T00:00:00.000Z,869,1666,110.04012721776962,68.66543382406235,
2013-03-24T00:00:00.000Z,973,1925,139.53908771276474,58.67750692367554,
2013-03-25T00:00:00.000Z,1247,2413,144.3332468867302,113.82934582233429,
2013-03-26T00:00:00.000Z,1300,2568,179.0469918847084,112.87666815519333,
2013-03-27T00:00:00.000Z,1444,2736,167.1746506690979,128.02576798200607,
2013-03-28T00:00:00.000Z,1256,2332,152.8485352396965,109.61549437046051,
2013-03-29T00:00:00.000Z,1117,2159,133.29588389396667,83.04447156190872,
2013-03-30T00:00:00.000Z,1021,2120,139.48633760213852,73.78534919023514,
2013-03-31T00:00:00.000Z,978,2006,110.00113600492477,69.29713141918182,
2013-04-01T00:00:00.000Z,1220,2297,162.93125009536743,121.41649526357651,
2013-04-02T00:00:00.000Z,1661,2948,217.2157890200615,161.09977424144745,
2013-04-03T00:00:00.000Z,2019,3527,290.49581718444824,209.3186354637146,
2013-04-04T00:00:00.000Z,1727,3462,235.535451233387,156.7883762717247,
2013-04-05T00:00:00.000Z,1607,2961,194.8842937350273,165.61404836177826,
2013-04-06T00:00:00.000Z,1387,2686,174.82527750730515,123.52643293142319,
2013-04-07T00:00:00.000Z,1465,2931,174.72840839624405,116.57211798429489,
2013-04-08T00:00:00.000Z,1943,3982,233.12934106588364,182.22713112831116,
2013-04-09T00:00:00.000Z,2399,4647,288.969047665596,224.929360806942,
2013-04-10T00:00:00.000Z,2108,3833,245.94602423906326,231.76060837507248,
2013-04-11T00:00:00.000Z,2652,4853,286.47078746557236,295.2373656630516,
2013-04-12T00:00:00.000Z,2606,4873,303.82125091552734,296.7951404452324,
2013-04-13T00:00:00.000Z,1712,3586,186.2590929865837,136.31147855520248,
2013-04-14T00:00:00.000Z,1425,2847,160.33368408679962,120.3238456249237,
2013-04-15T00:00:00.000Z,1613,3109,204.03328156471252,119.15944617986679,
2013-04-16T00:00:00.000Z,1796,3639,188.57709747552872,165.87079161405563,
2013-04-17T00:00:00.000Z,1829,3394,242.1349224448204,177.41185081005096,
2013-04-18T00:00:00.000Z,1919,3646,237.69544196128845,181.41604435443878,
2013-04-19T00:00:00.000Z,1749,3434,191.9743709564209,152.45723855495453,
2013-04-20T00:00:00.000Z,1469,2815,173.99248284101486,124.31386655569077,
2013-04-21T00:00:00.000Z,1557,2862,197.5438712835312,135.47654110193253,
2013-04-22T00:00:00.000Z,1524,2686,196.55244451761246,110.8371729850769,
2013-04-23T00:00:00.000Z,1552,2656,196.28543615341187,128.30001944303513,
2013-04-24T00:00:00.000Z,1886,3382,209.94296318292618,159.28411489725113,
2013-04-25T00:00:00.000Z,1638,3454,211.95890897512436,138.27591800689697,
2013-04-26T00:00:00.000Z,1623,3047,227.68963080644608,119.65154355764389,
2013-04-27T00:00:00.000Z,1221,2359,146.23896181583405,101.18606913089752,
2013-04-28T00:00:00.000Z,1287,2357,153.06814259290695,117.69812041521072,
2013-04-29T00:00:00.000Z,1480,2827,194.9286984205246,107.26278984546661,
2013-04-30T00:00:00.000Z,1540,3144,163.13058561086655,102.2610165476799,
2013-05-01T00:00:00.000Z,1329,2517,154.71039152145386,115.0437040925026,
2013-05-02T00:00:00.000Z,1546,2773,198.43569004535675,131.19493985176086,
2013-05-03T00:00:00.000Z,1430,2414,181.397866666317,132.89681601524353,
2013-05-04T00:00:00.000Z,1531,2936,201.64097720384598,132.5286073088646,
2013-05-05T00:00:00.000Z,1628,2783,225.02173072099686,151.848208963871,
2013-05-06T00:00:00.000Z,1846,3062,216.3074135184288,175.01329857110977,
2013-05-07T00:00:00.000Z,1704,2850,207.84259390830994,141.69141924381256,
2013-05-08T00:00:00.000Z,1616,2844,203.5700165629387,149.5244796872139,
2013-05-09T00:00:00.000Z,1588,2694,218.67101395130157,126.9399625658989,
2013-05-10T00:00:00.000Z,1480,2525,166.107186794281,131.32429295778275,
2013-05-11T00:00:00.000Z,1443,2476,187.64097756147385,139.45437532663345,
2013-05-12T00:00:00.000Z,1225,2176,165.88170808553696,101.01672303676605,
2013-05-13T00:00:00.000Z,1396,2685,160.24078100919724,101.78286683559418,
2013-05-14T00:00:00.000Z,1419,2340,179.16617465019226,138.75212854146957,
2013-05-15T00:00:00.000Z,1663,2889,186.9091038107872,157.68573546409607,
2013-05-16T00:00:00.000Z,1660,2816,209.2831730246544,153.68568068742752,
2013-05-17T00:00:00.000Z,1581,2865,188.33528345823288,153.15862846374512,
2013-05-18T00:00:00.000Z,1086,1912,135.33100950717926,90.21530222892761,
2013-05-19T00:00:00.000Z,1122,2287,142.0998129248619,91.1495543718338,
2013-05-20T00:00:00.000Z,1494,3071,189.06111633777618,116.16548734903336,
2013-05-21T00:00:00.000Z,1472,2567,183.88358652591705,119.22162592411041,
2013-05-22T00:00:00.000Z,1495,2727,175.15392190217972,112.82299017906189,
2013-05-23T00:00:00.000Z,1342,2390,205.6699042916298,121.59216278791428,
2013-05-24T00:00:00.000Z,1412,2597,162.15232837200165,114.271843791008,
2013-05-25T00:00:00.000Z,1170,2116,145.95480340719223,79.93342697620392,
2013-05-26T00:00:00.000Z,1119,2112,131.10212874412537,88.16341412067413,
2013-05-27T00:00:00.000Z,1291,2398,163.54742228984833,85.71992862224579,
2013-05-28T00:00:00.000Z,1267,2405,165.65281581878662,122.15807455778122,
2013-05-29T00:00:00.000Z,1522,2629,192.27898132801056,110.50894236564636,
2013-05-30T00:00:00.000Z,1402,2557,173.41174334287643,111.7248187661171,
2013-05-31T00:00:00.000Z,1413,2524,164.11147171258926,97.49148970842361,
2013-06-01T00:00:00.000Z,1191,2077,117.65912836790085,87.82957774400711,
2013-06-02T00:00:00.000Z,1243,2288,167.83109897375107,95.87132048606873,
2013-06-03T00:00:00.000Z,1412,2613,171.97225153446198,125.23821765184402,
2013-06-04T00:00:00.000Z,1435,2562,187.59853100776672,112.61864507198334,
2013-06-05T00:00:00.000Z,1406,2455,176.35533952713013,98.69278579950333,
2013-06-06T00:00:00.000Z,1449,2641,182.46872663497925,104.23612868785858,
2013-06-07T00:00:00.000Z,1341,2321,155.23041915893555,123.51696813106537,
2013-06-08T00:00:00.000Z,1128,1996,153.47104066610336,77.64211225509644,
2013-06-09T00:00:00.000Z,1212,2142,130.58400636911392,120.9331728219986,
2013-06-10T00:00:00.000Z,1309,2362,195.05237823724747,120.07587468624115,
2013-06-11T00:00:00.000Z,1273,2520,174.82271599769592,108.45551937818527,
2013-06-12T00:00:00.000Z,1265,2179,165.48561239242554,94.27609860897064,
2013-06-13T00:00:00.000Z,1218,2208,158.41844713687897,85.62945169210434,
2013-06-14T00:00:00.000Z,1224,2176,136.6955812573433,96.11556959152222,
2013-06-15T00:00:00.000Z,994,1887,126.20168668031693,68.94291704893112,
2013-06-16T00:00:00.000Z,1076,1981,112.81288784742355,91.72190970182419,
2013-06-17T00:00:00.000Z,1319,2253,161.84013891220093,122.26263850927353,
2013-06-18T00:00:00.000Z,1302,2356,157.04223412275314,121.52900129556656,
2013-06-19T00:00:00.000Z,1188,2119,153.0995048880577,98.2275258898735,
2013-06-20T00:00:00.000Z,1202,2141,150.2365745306015,108.22326719760895,
2013-06-21T00:00:00.000Z,1121,2020,146.332384288311,102.66871416568756,
2013-06-22T00:00:00.000Z,889,1906,93.34987872838974,65.18481427431107,
2013-06-23T00:00:00.000Z,949,1673,115.16606390476227,76.88291919231415,
2013-06-24T00:00:00.000Z,1298,2273,168.39207291603088,128.88960927724838,
2013-06-25T00:00:00.000Z,1161,2011,150.97093379497528,101.69712144136429,
2013-06-26T00:00:00.000Z,1243,2249,162.19132101535797,101.12694364786148,
2013-06-27T00:00:00.000Z,1070,1966,141.698146879673,91.9394639134407,
2013-06-28T00:00:00.000Z,1281,2286,179.8455577492714,117.49316561222076,
2013-06-29T00:00:00.000Z,930,1741,138.12985742092133,78.71513432264328,
2013-06-30T00:00:00.000Z,908,1661,115.92549633979797,67.98730158805847,
2013-07-01T00:00:00.000Z,1387,2493,167.1741545200348,133.93869417905807,
2013-07-02T00:00:00.000Z,1336,2637,189.97141027450562,117.16077613830566,
2013-07-03T00:00:00.000Z,1400,2658,161.17175245285034,123.66980862617493,
2013-07-04T00:00:00.000Z,1225,2294,150.33848875761032,106.08633029460907,
2013-07-05T00:00:00.000Z,1193,2224,168.71269309520721,107.39478141069412,
2013-07-06T00:00:00.000Z,887,1787,108.58413022756577,88.64119392633438,
2013-07-07T00:00:00.000Z,811,1610,89.53998243808746,67.59452122449875,
2013-07-08T00:00:00.000Z,1021,1961,126.71616303920746,86.112728536129,
2013-07-09T00:00:00.000Z,1022,1849,136.8787807226181,84.49367332458496,
2013-07-10T00:00:00.000Z,952,1631,114.21929216384888,69.28254699707031,
2013-07-11T00:00:00.000Z,958,1860,122.44983279705048,80.02208876609802,
2013-07-12T00:00:00.000Z,1078,1847,124.8443295955658,90.01400005817413,
2013-07-13T00:00:00.000Z,764,1593,94.31516510248184,69.58660078048706,
2013-07-14T00:00:00.000Z,641,1230,77.04506129026413,45.34724587202072,
2013-07-15T00:00:00.000Z,890,1710,113.5913861989975,70.61589574813843,
2013-07-16T00:00:00.000Z,866,1621,103.47432315349579,73.79780673980713,
2013-07-17T00:00:00.000Z,869,1503,94.73878788948059,88.66662216186523,-1.9197619700658024
2013-07-18T00:00:00.000Z,939,1748,113.46498841047287,86.92690253257751,-1.2367653417016566
2013-07-19T00:00:00.000Z,828,1501,97.83164221048355,68.89435935020447,-1.2407287554447122
2013-07-20T00:00:00.000Z,717,1311,58.17202037572861,49.399805665016174,-1.7386342318868862
2013-07-21T00:00:00.000Z,738,1361,79.27480393648148,50.11750787496567,-1.1698904127287064
2013-07-22T00:00:00.000Z,840,1572,109.86024487018585,68.0710917711258,-0.7600532711363928
2013-07-23T00:00:00.000Z,942,1820,114.56052029132843,86.68802744150162,-0.9811928042921816
2013-07-24T00:00:00.000Z,871,1552,122.57701170444489,74.96208786964417,-0.5375325167146494
2013-07-25T00:00:00.000Z,1026,1887,112.684395134449,69.8311795592308,-0.4013601039063277
2013-07-26T00:00:00.000Z,778,1641,90.31393510103226,60.03573524951935,-1.0764310764222487
2013-07-27T00:00:00.000Z,623,1196,78.55583584308624,57.16751450300217,-1.2938960273774973
2013-07-28T00:00:00.000Z,792,1421,89.10498988628387,66.74231094121933,-1.1705486043728046
2013-07-29T00:00:00.000Z,905,1639,111.70396548509598,77.7874059677124,-0.6609409755553092
2013-07-30T00:00:00.000Z,919,1573,105.54406636953354,87.39136600494385,-1.0926879189431222
2013-07-31T00:00:00.000Z,967,1742,114.17324322462082,96.88572108745575,-1.092845048557467
2013-08-01T00:00:00.000Z,852,1511,106.66487038135529,68.52389234304428,-0.5842978965002825
2013-08-02T00:00:00.000Z,802,1460,85.44506561756134,53.70471829175949,-0.8312205476711471
2013-08-03T00:00:00.000Z,593,1162,68.71938198804855,37.40526098012924,-1.0470266190767485
2013-08-04T00:00:00.000Z,651,1164,91.67438435554504,50.905768036842346,-0.6899778573109675
2013-08-05T00:00:00.000Z,913,1697,121.92938727140427,83.65512830018997,-0.3557848387293603
2013-08-06T00:00:00.000Z,867,1584,114.4650251865387,65.34175419807434,-0.07067183774334743
2013-08-07T00:00:00.000Z,911,1716,120.59732151031494,69.60966527462006,0.20204323089215515
2013-08-08T00:00:00.000Z,908,1673,109.18683803081512,93.8358861207962,-1.1901175161497592
2013-08-09T00:00:00.000Z,849,1548,104.34481292963028,69.50239247083664,-0.5306013756427358
2013-08-10T00:00:00.000Z,781,1316,115.79010528326035,48.21270978450775,0.5372137869780913
2013-08-11T00:00:00.000Z,762,1435,89.84833085536957,56.65682476758957,-0.7334147984102032
2013-08-12T00:00:00.000Z,1026,1763,150.51139080524445,97.37571448087692,0.9754171921445337
2013-08-13T00:00:00.000Z,1025,1778,123.13446688652039,94.72313338518143,-0.4345488364452981
2013-08-14T00:00:00.000Z,1075,1858,127.7434960603714,104.75279784202576,-0.6006044073636004
2013-08-15T00:00:00.000Z,942,1636,124.99369049072266,81.6557126045227,0.13315502882314645
2013-08-16T00:00:00.000Z,926,1777,92.04159307479858,51.333745539188385,-0.13931983391500605
2013-08-17T00:00:00.000Z,820,1412,111.53538417816162,63.41467070579529,0.08465914558024953
2013-08-18T00:00:00.000Z,809,1521,103.7511870265007,59.53057426214218,-0.25901131704797087
2013-08-19T00:00:00.000Z,1019,1863,117.25996208190918,82.38717007637024,-0.13531333931984912
2013-08-20T00:00:00.000Z,988,1844,103.09671652317047,89.73646944761276,-1.191016387804863
2013-08-21T00:00:00.000Z,919,1669,103.58842253684998,79.4783833026886,-0.7748224213958746
2013-08-22T00:00:00.000Z,785,1444,81.86447584629059,68.01358711719513,-1.2905190285847792
2013-08-23T00:00:00.000Z,775,1372,103.69565331935883,44.96333545446396,0.34918583741871123
2013-08-24T00:00:00.000Z,645,1147,73.51871073246002,52.92015963792801,-1.0515821165766648
2013-08-25T00:00:00.000Z,771,1368,81.75491416454315,70.14845335483551,-1.297218068646308
2013-08-26T00:00:00.000Z,833,1393,91.63023126125336,63.39511716365814,-0.5262895356655858
2013-08-27T00:00:00.000Z,1093,1960,160.83680820465088,68.15957152843475,3.5565091012826553
2013-08-28T00:00:00.000Z,1317,2401,171.33988547325134,100.0151435136795,2.66717687498568
2013-08-29T00:00:00.000Z,1030,1788,140.31981700658798,86.26117300987244,0.9175530578176622
2013-08-30T00:00:00.000Z,991,1746,135.6947345137596,75.16639238595963,1.1258759304381338
2013-08-31T00:00:00.000Z,858,1573,115.58382278680801,75.92893713712692,0.11694796388241153
2013-09-01T00:00:00.000Z,1025,2031,126.35656130313873,92.57637959718704,0.10084047721653491
2013-09-02T00:00:00.000Z,1127,1953,129.83923172950745,89.79708552360535,0.697455539862977
2013-09-03T00:00:00.000Z,1065,1772,144.23922991752625,90.38525462150574,1.5956822824448809
2013-09-04T00:00:00.000Z,1023,1751,133.64598888158798,102.96939903497696,0.05637784525313283
2013-09-05T00:00:00.000Z,1004,2161,118.51414972543716,77.1453418135643,0.44703207744168466
2013-09-06T00:00:00.000Z,835,1439,109.1899026632309,52.692768931388855,0.8798701055353395
2013-09-07T00:00:00.000Z,751,1309,107.24038863182068,54.56806081533432,0.40507768025020946
2013-09-08T00:00:00.000Z,778,1458,87.38072437047958,59.53588020801544,-0.6490376320974633
2013-09-09T00:00:00.000Z,885,1646,112.00074070692062,73.74597704410553,0.03143363246717399
2013-09-10T00:00:00.000Z,923,1508,106.96516817808151,69.85531806945801,-0.03616240366903959
2013-09-11T00:00:00.000Z,829,1934,87.0691579580307,64.72744983434677,-0.8571027175433742
2013-09-12T00:00:00.000Z,1028,1847,113.15897643566132,86.90479350090027,-0.28632789055678115
2013-09-13T00:00:00.000Z,962,1845,119.15776872634888,89.78696656227112,-0.2985081497881917
2013-09-14T00:00:00.000Z,885,1522,115.4446347951889,84.86999076604843,-0.32669467878317987
2013-09-15T00:00:00.000Z,894,1633,111.07492053508759,67.30328178405762,0.2518026867131271
2013-09-16T00:00:00.000Z,943,1616,115.90742039680481,89.85520231723785,-0.44114819192874205
2013-09-17T00:00:00.000Z,981,1675,131.3055281639099,66.76973909139633,1.510765774891043
