Date,avg_transaction_value tema90,ISA_9,closing_price,sf_ratio ema90,ITS_9,ISB_26,SP500_spot bband_lower90,MSCIACW_spot ema60,IKS_26,FUTBTC,highest_price,avg_price_usd,lowest_price,market_cap_usd,opening_price,Social_Volume ema30,next_day_closing_price
2013-07-17,0.0,0.0003835023959176051,0.00012900719326314897,0.0,0.0,0.0003434461881152845,0.006433185032475086,0.0002909317203438344,4.5693181316835974e-05,0.0004944783253667366,0.00011611266411799132,7.318067896076169e-05,0.0001509463581926898,4.3715564754326364e-05,0.00010824613094222862,0.005443673782659808,90.1
2013-07-18,0.0,0.0003726118613479254,4.448523905617452e-06,0.0,2.304836083898837e-05,0.00030991929832307336,0.006433185032475086,0.0002909317203438344,4.5693181316835974e-05,0.0004944783253667366,9.869576450029921e-05,3.920658210476713e-05,0.0,2.3469411997496803e-05,0.00012900566290374726,0.005443673782659808,92.0
2013-07-19,0.0,0.0003741676520007467,3.262250864125016e-05,0.0,9.603483682912861e-05,0.00030991929832307336,0.006433185032475086,0.0002909317203438344,4.5693181316835974e-05,0.0004944783253667366,4.644506564719514e-05,0.0,2.1132490146978655e-05,0.0,4.448471134607668e-06,0.005443673782659808,89.8
2013-07-20,0.0,0.0003784460762959671,0.0,0.0,0.00010525418116472812,0.00038351491006206884,0.006433185032475086,0.0002909317203438344,4.5693181316835974e-05,0.0004944783253667366,1.5965491316230485e-05,2.964580877520828e-07,4.6793371039736964e-05,4.565293782107793e-07,3.2622121653821945e-05,0.005443673782659808,92.0
2013-07-21,0.0,0.00036950028004231056,3.262250864125016e-05,0.0,8.758377118817107e-05,0.00038351491006206884,0.006433185032475086,0.0002909317203438344,1.024157512273527e-05,0.0004944783253667366,0.0,7.559681237598315e-07,2.717034447468486e-05,1.0411969808415966e-06,0.0,0.005443673782659808,91.6
2013-07-22,0.0,0.00037377870433754484,2.6691143433746345e-05,0.0,8.758377118817107e-05,0.00038351491006206884,0.006433185032475086,0.0002909317203438344,0.0,0.0004944783253667366,0.0,3.88360094950857e-06,5.434068894936972e-05,3.2697276128382247e-06,3.2622121653821945e-05,0.005443673782659808,95.6
2013-07-23,0.0,0.00037377870433754484,8.600479550876367e-05,0.0,8.758377118817107e-05,0.00038351491006206884,0.006433185032475086,0.0002909317203438344,0.0,0.0004944783253667366,7.402182337522961e-05,2.0781711951183002e-05,8.151103342405458e-05,1.3791424182549306e-05,2.6690826807666823e-05,0.005443673782659808,95.1
2013-07-24,0.0,0.00032010392681560557,7.859058899938043e-05,0.0,7.836442685256462e-05,0.00038351491006206884,0.006433185032475086,0.0002909317203438344,0.0,0.0004944783253667366,5.805633205899913e-05,3.8346853650297885e-05,9.207727849754044e-05,2.4680015168913882e-05,8.600377526916253e-05,0.005443673782659808,96.9
2013-07-25,0.0,0.00032010392681560557,0.00010528173243314759,0.0,7.29864759901333e-05,0.00038351491006206884,0.006433185032475086,0.0002909317203438344,0.0,0.0004944783253667366,7.982745658112467e-05,5.984006501207062e-05,0.00011170030506259254,3.799918940416286e-05,7.858965671147383e-05,0.005443673782659808,96.0
2013-07-26,0.0,0.00029871180533946884,9.193616071626748e-05,0.0,6.376713165454073e-05,0.00038351491006206884,0.006433185032475086,0.0002909317203438344,0.0,0.0004944783253667366,7.982745658112467e-05,7.937665299471292e-05,0.0001479274310288367,5.011220629298763e-05,0.0001052804835191476,0.005443673782659808,94.4
2013-07-27,0.0,0.00026565125396725564,6.82106998862661e-05,0.0,6.453541034917576e-05,0.00036716032967561846,0.006433185032475086,0.0002909317203438344,0.0,0.0004944783253667366,7.257041507374717e-05,6.919331768054371e-05,0.00010264352357103323,4.421109599994644e-05,9.193507011531765e-05,0.005443673782659808,98.8
2013-07-28,0.0,0.00024931545211276385,0.00013345571716877336,0.0,9.142516466133926e-05,0.00036716032967561846,0.006433185032475086,0.0002909317203438344,0.0,0.0004944783253667366,0.0001248211139268443,6.692541330927115e-05,0.00011773815939029875,4.3146594164669705e-05,6.820989073071798e-05,0.005443673782659808,101.5
2013-07-29,0.0,0.00015557906528097104,0.0001734924323194137,0.0,0.00010832729594326823,0.0002853874277434082,0.006433185032475086,0.0002909317203438344,0.0,0.0004944783253667366,0.0001567520965592914,0.00010973396118017786,0.00018415455699508088,6.945722675681665e-05,0.00013345413403836187,0.005443673782659808,108.0
2013-07-30,0.0,0.00010696060738066282,0.00026987711694130556,0.0,0.00016210680456757443,0.00025267826697052825,0.006433185032475086,0.0002909317203438344,2.9936911897232577e-05,0.0004944783253667366,0.00023222532823598957,0.00013654859521704948,0.0002158532922155454,8.608493731214473e-05,0.00017349037424987251,0.005443673782659808,106.2
2013-07-31,0.0,4.978530088990685e-05,0.00024318597350754534,0.0,0.00020436213277239684,0.00019870815169525935,0.006433185032475086,0.0002909317203438344,6.85397719752609e-05,0.0004944783253667366,0.0002859274353905622,0.00018027616315997863,0.0002626466632552754,0.00011304433370868533,0.0002698739154998048,0.005443673782659808,104.0
2013-08-01,0.0,4.1228452299452156e-05,0.00021056346486629518,0.0,0.00020974008363482122,0.00019870815169525935,0.006433185032475086,0.0002909317203438344,6.85397719752609e-05,0.0004944783253667366,0.00023222532823598957,0.00017842330011155066,0.0002535898817637161,0.00011227482044941228,0.00024318308869212407,0.005443673782659808,104.5
2013-08-02,0.0,3.5783185014619245e-05,0.00021797767137567148,0.0,0.0002151180344972456,0.00019870815169525935,0.006433185032475086,0.0002909317203438344,0.00011502076676308398,0.0004944783253667366,0.00023222532823598957,0.00017279059644432354,0.00022641953728903125,0.0001091788192194923,0.00021056096703830907,0.005443673782659808,104.9
2013-08-03,0.0,2.7226336424171493e-05,0.00022390903658316835,0.0,0.0002151180344972456,0.00019870815169525935,0.006433185032475086,0.0002909317203438344,0.00011502076676308398,0.0004944783253667366,0.00020174575390501798,0.0001709673792046687,0.0002384952459444506,0.00010842380789272826,0.00021797508559599776,0.005443673782659808,105.1
2013-08-04,0.0,2.7226336424171493e-05,0.0002268747191869272,0.0,0.0002151180344972456,0.00019870815169525935,0.006433185032475086,0.0002909317203438344,0.00013865517089249602,0.0004944783253667366,0.00020319716220649348,0.00015879777470258205,0.0002611371996733558,0.00010133204724687567,0.000223906380442139,0.005443673782659808,106.7
