Date,avg_transaction_value dema60,closing_price,FUT500 dema90,ISB_26,sf_ratio ema90,FUTMSCIACWI_spot ema60,IKS_26,SP500_spot bband_lower90,lowest_price,highest_price,market_cap_usd,MSCIACW_spot dema90,FUTBTC_spot tema3,ITS_9,avg_price_usd,ISA_9,opening_price,tweets_day stdev90,next_day_closing_price
2013-07-28,0.00015457322881344895,0.0001334557171687803,0.006265901871663704,0.0003671603296756254,0.0005313847259849069,0.09378202979720937,0.0,0.0041107860575961275,0.00011773815939029875,0.00012482111392683737,4.314659416465583e-05,0.010979687316900355,0.00012613688699814746,6.83783798319168e-05,6.692541330927115e-05,0.0002493154521127569,6.820989073071104e-05,0.0,101.5
2013-07-29,0.00015298282396507268,0.0001734924323194137,0.006702096222710341,0.00028538742774341513,0.0005841131100611796,0.09378202979720937,0.0,0.004409516674928504,0.00018415455699508088,0.00015675209655928446,6.945722675681665e-05,0.0116157101893537,0.0001727916686862438,8.528090068924549e-05,0.00010973396118017786,0.00015557906528097104,0.00013345413403836187,0.0,108.0
2013-07-30,0.00018692701180544544,0.0002698771169413125,0.007152545428228907,0.00025267826697052825,0.0006380195816402812,0.09378202979720937,2.9936911897239515e-05,0.004924159590134258,0.00021585329221555233,0.00023222532823598263,8.608493731213779e-05,0.012263675178408096,0.00026499549448671944,0.00013906164887164674,0.00013654859521704948,0.00010696060738066976,0.00017349037424987251,0.0,106.2
2013-07-31,0.000186166763765417,0.00024318597350755228,0.007525251164523183,0.0001987081516952663,0.0006920166239831604,0.09378202979720937,6.853977197527478e-05,0.005250499036598688,0.0002626466632552754,0.0002859274353905483,0.00011304433370867839,0.01279979210528226,0.0002583671382352798,0.00018131795101495457,0.00018027616315997863,4.978530088990685e-05,0.0002698739154998048,0.0,104.0
2013-08-01,0.00021491613976787685,0.00021056346486630212,0.008160642509926874,0.0001987081516952663,0.0007443098931234071,0.09378202979720937,6.853977197527478e-05,0.005264266730893974,0.0002535898817637161,0.00023222532823598263,0.00011227482044940534,0.013767030925849189,0.0002225827404384595,0.00018669602583319678,0.00017842330011155066,4.1228452299459095e-05,0.00024318308869212407,0.0,104.5
2013-08-02,0.0002136718461417074,0.00021797767137567842,0.008824819554726582,0.0001987081516952663,0.000798514647759041,0.09378202979720937,0.00011502076676309786,0.005277512239244941,0.00022641953728903125,0.00023222532823598263,0.0001091788192194923,0.014926928498809389,0.00021845101389243032,0.00019207410065143898,0.0001727905964443166,3.5783185014619245e-05,0.00021056096703830213,0.0,104.9
2013-08-03,0.00019578259533644532,0.00022390903658318223,0.009464000730819211,0.0001987081516952663,0.0008515349827729612,0.09378202979720937,0.00011502076676309786,0.005317968713499321,0.0002384952459444506,0.00020174575390501104,0.00010842380789271439,0.01604656090675785,0.00022293918709039018,0.00019207410065143898,0.0001709673792046687,2.7226336424164554e-05,0.00021797508559599083,0.0,105.1
2013-08-04,0.0001613986793164643,0.00022687471918692026,0.010078963937979135,0.0001987081516952663,0.0009058855431248181,0.09378202979720937,0.00013865517089249602,0.005344394337091829,0.0002611371996733558,0.0002031971622064796,0.00010133204724687567,0.01712713777773106,0.0002270048073060721,0.00019207410065143898,0.00015879777470258205,2.7226336424164554e-05,0.000223906380442139,0.0,106.7
2013-08-05,0.00015713944643920563,0.0002506001800169286,0.010649346568727625,0.0001987081516952663,0.0009603444887152368,0.09378202979720937,0.0002134974506356052,0.005343229748608791,0.000283779153402261,0.00022932251163303857,0.0001098767532829864,0.018091343217060768,0.0002487910398009524,0.00019975706467750126,0.0001722717947907626,5.445267284825972e-06,0.0002268720278652131,0.0,106.6
2013-08-06,0.00013874971476619813,0.0002491173387150561,0.011078024036371037,0.0001987081516952663,0.0010129309550441778,0.09378202979720937,0.00022295121228736725,0.00537156078152734,0.0002852886169841806,0.00022496828672861208,0.00012317381303304092,0.018913744268847316,0.0002522113677315002,0.0002335621063921517,0.00019349819387356332,0.0,0.00025059720724981277,0.0,106.0
2013-08-07,0.00012303559712979056,0.0002402202909038073,0.011408336993246004,0.0001987081516952663,0.0010676430603158704,0.09378202979720937,0.00022295121228736725,0.005474364112809271,0.00028679808056610717,0.00021771124522123458,0.00012803814076206566,0.019450899172244823,0.0002442797837106936,0.00024969633084687137,0.000200880000258509,5.056319621631056e-05,0.00024911438353827225,0.0,103.1
2013-08-08,9.695496482668362e-05,0.00019721789314941507,0.011801890509397506,0.0001987081516952663,0.001120945891727676,0.09378202979720937,0.00022295121228736725,0.0055170705477282644,0.00022340061012517815,0.00021335702031680115,0.00011520055490518016,0.020217819781597507,0.00020447722872746904,0.0002535378128599025,0.00017926820566162988,5.056319621631056e-05,0.00024021744126904998,0.0,102.8
2013-08-09,7.091634238771266e-05,0.00019276936924379762,0.012073579579868099,0.0001987081516952663,0.0011760897647846713,0.09378202979720937,0.00022295121228736725,0.005595872604263863,0.00023698578236252404,0.00020029434560354248,9.972240733344823e-05,0.02095799425982911,0.00019213668498745812,0.0002251108459634804,0.00015328365427045437,5.52305681747467e-05,0.00019721555363446525,0.0,103.0
2013-08-10,3.1375524991363035e-05,0.00019573505184754258,0.012332989478798795,0.0001987081516952663,0.0012300975149238669,0.09378202979720937,0.00022295121228736725,0.005684166182006178,0.0002445331002721568,0.00017271758787551494,9.286269017091259e-05,0.021671118960309765,0.00019399352343443116,0.0002251108459634804,0.00014145497656928296,5.52305681747467e-05,0.00019276708249985758,0.0,105.0
2013-08-11,0.0,0.00022539187788505471,0.012580528715084693,0.0001987081516952663,0.0012858963456544026,0.09378202979720937,0.00022295121228736725,0.005772532699618027,0.00024906149101793645,0.00019158589579468255,9.014084885017315e-05,0.022358025355227712,0.00022192165219125926,0.00022357425315827628,0.00013637072036439685,7.81784803036839e-05,0.00019573272992292473,0.0,106.8
2013-08-12,3.3486702247856326e-06,0.000252083021318808,0.012827152966284505,0.0001946195065986589,0.0013405653397936534,0.09378202979720937,0.00022295121228736725,0.005781805083810432,0.0002611371996733558,0.0002336767365374512,9.915323494636558e-05,0.022980275533658945,0.00025201658155558915,0.00022587914236609635,0.00015046730243684775,5.873109714356339e-05,0.00022538920415367952,0.0,109.6
2013-08-13,5.149940474949086e-05,0.0002936025777713139,0.013115136981561193,0.00017172309405764224,0.00139632151499669,0.09378202979720937,0.00023398060088108963,0.005744163707322558,0.0002762318354926213,0.00025544786105957673,0.0001081510193891369,0.023695805954640714,0.00029379986498638544,0.00023740358840518283,0.0001645342387005186,7.039952703963986e-05,0.0002520800309613602,0.0,112.6
2013-08-14,0.00010779737940559003,0.00033808781682757166,0.013267143679284998,0.00017172309405764224,0.0014520035221319283,0.09378202979720937,0.0002631296993073559,0.005770587977676045,0.0003290630608600645,0.0003338239093392259,0.00012078159171031999,0.024390501723978553,0.00033961012594597995,0.0002788915941458886,0.00018461927414549495,0.00010734955504387161,0.0002935990948843975,0.0,110.0
2013-08-15,9.319018507359181e-05,0.0002995339429788177,0.013041261004307414,0.00016926990699967642,0.0015062618325498156,0.09378202979720937,0.0002631296993073559,0.005774755113269248,0.0003411387695154769,0.0003091499682141563,0.00012707829719628416,0.024557041232579402,0.00031280740755998404,0.0002788915941458886,0.00019438756813681957,0.00011201692700230081,0.0003380838062305158,0.0,109.0
2013-08-16,8.530444035209639e-05,0.0002847055299600651,0.012752616591342691,0.00015046213955526716,0.0015620023953950568,0.09378202979720937,0.00027731034178499897,0.0057706700997907645,0.00033208198802391065,0.0002946358851994013,0.00012369412767221366,0.024720677027641136,0.0002903636490635131,0.0002788915941458886,0.00018832500024235782,8.556848590453303e-05,0.0002995303897305457,0.0,112.8
2013-08-17,9.304874324566823e-05,0.0003410534994313305,0.012470210146983685,0.00015046213955526716,0.0016178759433088663,0.09378202979720937,0.00029149098426264203,0.00576659539630725,0.00033208198802391065,0.00031930982632447785,0.0001263051350940611,0.024875912038589743,0.00033385247058571876,0.00028580626176933493,0.00019207519505236997,8.051216628290891e-05,0.0002847021526151683,0.0,113.4
2013-08-18,7.818070021810286e-05,0.0003499505472425793,0.012193906899714668,0.00015046213955526716,0.0016715977497909207,0.09378202979720937,0.0002970056785595032,0.00576268731486429,0.00038944160413713347,0.00032946968443479246,0.00012783791688527474,0.0250230364890979,0.00035164147153678854,0.0002896477437823661,0.00019398734971835807,8.051216628290891e-05,0.00034104945365359685,0.0,118.5
2013-08-19,7.499793522810702e-05,0.00042557545363822863,0.011839101438108457,0.00010058066937661259,0.0017275374350225747,0.09378202979720937,0.0003718479583026124,0.005725695781436835,0.00038642267697328037,0.0004615478398690212,0.00013793945472562186,0.024915643384099823,0.0004198920937958789,0.000359562716419487,0.00020986268031729371,7.584479432447278e-05,0.0003499463959228191,0.0,121.2
2013-08-20,7.327571252774973e-05,0.000465612168788862,0.011570346916659424,0.00010058066937661259,0.0017819995046135517,0.09378202979720937,0.0003718479583026124,0.0057402307459283874,0.00046189585606962874,0.00044993657345722415,0.00016650658927152423,0.024728062353817776,0.0004678365275784732,0.00036570908764034515,0.0002558877984402824,7.312216068204591e-05,0.00042557040521123274,0.0,123.3
2013-08-21,0.00011150859781456843,0.0004967518361282466,0.011110353598065725,9.64920242800052e-05,0.0018383667557576033,0.09378202979720937,0.00038130171995437445,0.005739459317840978,0.0005056702999455057,0.00047896473948672025,0.00020334781086858017,0.024235346742696118,0.0005013125412016428,0.0003826116084976669,0.0003153128221295015,6.845478872362365e-05,0.0004656066454227295,0.0,122.0
2013-08-22,9.431532864305481e-05,0.0004774748992038627,0.010919512681184906,9.485656624135669e-05,0.0018935158472179747,0.09378202979720937,0.0003891798546641692,0.005786611929573415,0.000517746008600925,0.00047170769797934275,0.00022360012904714538,0.023947678345999646,0.0004873589114428728,0.000409501982588871,0.0003476563995028839,6.884373638683244e-05,0.0004967459433650318,0.0,118.5
2013-08-23,9.368172931181751e-05,0.00042557545363822863,0.010827162737518825,6.051194742983518e-05,0.0019501965501694252,0.09378202979720937,0.0004238436473872967,0.005840662371103811,0.0004860472733804605,0.0004354224904424761,0.00021334138473062814,0.023980635537543538,0.0004353137951240496,0.0004110385753940751,0.00033020984103886847,8.245690459891819e-05,0.0004774692351150328,0.0,119.6
2013-08-24,6.721847182169366e-05,0.00044188670795884677,0.01073508985081556,2.6985057637624044e-05,0.0020066173177558655,0.09378202979720937,0.00044038773027788025,0.005895598072900465,0.00048000941905274735,0.0004267140406336231,0.00021087659956631893,0.02400978515620006,0.0004370689621630841,0.0004110385753940751,0.00032552580325244385,9.101375318936594e-05,0.00042557040521123274,0.0,122.1
2013-08-25,5.3366125580250195e-05,0.0004789577405057352,0.010643326450858914,2.6985057637624044e-05,0.0020611845321160116,0.09378202979720937,0.0004443267976327811,0.0059514176383059225,0.0004966135184539464,0.00044993657345722415,0.0002282103058745058,0.02403527864838398,0.00047163718078094274,0.0004110385753940751,0.00035311122831746533,0.0001330201008152357,0.00044188146603813677,0.0,120.1
2013-08-26,4.2702704507905503e-05,0.00044930091446823,0.01044983120091908,2.6985057637624044e-05,0.0021174753818151704,0.09378202979720937,0.0004443267976327811,0.005964550338878438,0.0005086892271093657,0.00044993657345722415,0.00023796130666773468,0.023957465923452798,0.0004543715306919091,0.0004386972458878813,0.0003684529343584639,0.00017347065778829107,0.0004789520588265733,0.0,131.3
2013-08-27,4.780978912635389e-05,0.0006153791402782743,0.009894006173612135,2.6985057637624044e-05,0.0021726738369878262,0.09378202979720937,0.0005073518753111877,0.005909542397278089,0.0005101986906912923,0.0005950774036047116,0.0002673049749817927,0.023302088068685695,0.0005945931120572776,0.0005001609580963517,0.0004155897703104969,0.00017619329143069712,0.00044929558459582547,0.0,128.8
2013-08-28,3.852611105719175e-05,0.0005783081077313859,0.009410171926134081,2.6985057637624044e-05,0.0022290305607212124,0.09378202979720937,0.0005073518753111877,0.0058636330811330795,0.0006309557772454441,0.000576209095685537,0.0002987280322818697,0.022531071778828266,0.0005927051398020577,0.0005385757782266354,0.00046606175974971825,0.0002018638372020612,0.0006153718402880162,0.0,129.3
2013-08-29,0.0002576307600075413,0.0005857223142407622,0.009003097703254304,2.6985057637624044e-05,0.0022854860465248983,0.09378202979720937,0.0005073518753111877,0.005960688954804894,0.0006339747044092972,0.0005689520541781665,0.00030373795332004627,0.02186249203690277,0.0005925861206558733,0.0005477953350579087,0.00047354732646535946,0.0002018638372020612,0.0005783012474995866,0.0,138.0
2013-08-30,0.0002489100296432442,0.0007147295075039181,0.008529557841028546,2.6985057637624044e-05,0.00234005964139683,0.09378202979720937,0.0005845575954672375,0.006030736625745492,0.0006400125587370034,0.0007373154171492549,0.0003275501539716924,0.02104865725770061,0.0007016335760371625,0.0006230883825132719,0.0005115236075059759,0.00021353226709813766,0.0005857153660572753,0.0,141.0
2013-08-31,0.0002810970392220849,0.0007592147465601828,0.00806924424595079,2.6985057637624044e-05,0.002397087460070668,0.09378202979720937,0.0006310385902550605,0.006101069817060878,0.0007502034002176625,0.0008229485069362746,0.0003619835985697664,0.020259276532525988,0.0007620364984315606,0.0006684178702670088,0.0005666499889228419,0.00025437177173438796,0.0007147210289610226,0.0,146.0
2013-09-01,0.0003084978112308061,0.0008333568116539458,0.007621804279234479,2.6985057637624044e-05,0.0024523104267384355,0.09378202979720937,0.0006310385902550605,0.006110812300479107,0.0008271860428959374,0.0008026287907156315,0.00038613220495231637,0.01949366806732647,0.0008337980138471493,0.0006684178702670088,0.0006049671967643597,0.00027615284087372655,0.0007592057403071478,0.0,144.0
2013-09-02,0.000322104221473149,0.0008036999856164406,0.007388223043345021,2.6985057637624044e-05,0.002509766535292668,0.09378202979720937,0.0006310385902550605,0.006173299265598675,0.0008437901422971295,0.0008200456903333236,0.00039523663580109947,0.019001220678763725,0.0008174558295120024,0.0006768691306956731,0.0006188562581753917,0.0002843207418009794,0.000833346925884014,0.0,144.0
2013-09-03,0.000351734820289773,0.0008036999856164406,0.007068007678766586,2.6985057637624044e-05,0.002565601401550488,0.09378202979720937,0.0006397045384358424,0.006488158407283895,0.000845299605879056,0.0008258513235392256,0.0003891329444488875,0.018622819727029477,0.0008075984921532484,0.0006845520947217285,0.0006081096524944984,0.0002862654801169956,0.0008036904516532661,0.0,132.5
2013-09-04,0.00037010772305351436,0.0006331732359007788,0.006960415847744927,2.6985057637624044e-05,0.0026228907643235932,0.09378202979720937,0.0006436436057907433,0.006707608228445128,0.0006626545124659017,0.000780857666193506,0.00035195743324568235,0.018525238243686015,0.0006543374819707251,0.0006853203911243305,0.0005470985780358165,0.0002718744165784992,0.0008036904516532661,0.0,130.2
2013-09-05,0.0003637643546137749,0.0005990678859576423,0.006847340529928636,2.6985057637624044e-05,0.0026802308169379674,0.09378202979720937,0.0006460070462036907,0.0067845449604609365,0.0006188800685900178,0.0006676478186784587,0.0003212131824398834,0.018508694972146605,0.0005911596660533452,0.0007406377321119498,0.0004966710573097652,0.0002718744165784992,0.0006331657248264608,0.0,121.9
2013-09-06,0.00033427150333118286,0.0004759920579019833,0.006743075437038282,2.6985057637624044e-05,0.0027353868972480044,0.09378202979720937,0.0006523095539715251,0.006863921152635399,0.0005388784987478967,0.0006095914866194596,0.00030062121485273374,0.01864905132014069,0.0004773601545165554,0.0006999180227738461,0.00046265249174060746,0.00027109652125210243,0.0005990607794611053,0.0,129.0
2013-09-07,0.0003109487188550919,0.0005812737903351378,0.006640326679285713,0.0,0.0027924053314606345,0.09378202979720937,0.0006601876886813199,0.006944153302013256,0.0005298217172563374,0.0005660492375752155,0.0003007917658707157,0.018783070398544627,0.000551822637202222,0.0006953082443582059,0.00046225227332214597,0.00027226336424170106,0.00047598641140349923,0.0,126.3
2013-09-08,0.0002645093675242259,0.0005412370751845044,0.006539077968104268,0.0,0.0028482464436090926,0.09378202979720937,0.0006877611601656328,0.007025243776700829,0.0005720866975502947,0.0005500837462589919,0.0003156846270990707,0.018910962971847606,0.000542126140294738,0.0006953082443582059,0.00048582069129816247,0.00028354284647457567,0.0005812668949226538,0.0,133.1
2013-09-09,0.00028672818867975583,0.0006420702837120207,0.006657536338001369,2.6985057637624044e-05,0.002905397147995259,0.09378202979720937,0.0006893367871075931,0.007241176042247055,0.0005705772339683682,0.0006603907771710882,0.0003273200146080568,0.019452304084453753,0.000629581394276317,0.0006953082443582059,0.000504067686599094,0.000318937083826,0.0005412306547111501,0.0,132.6
2013-09-10,0.00026958348409533706,0.0006346560772026444,0.006960360094888041,2.6985057637624044e-05,0.002962677419995896,0.09378202979720937,0.0006893367871075931,0.007578139843231468,0.0006822775390309538,0.0006386196526489557,0.0003471977072514662,0.020385668889674136,0.000642936442580698,0.0006953082443582059,0.0005354477751872908,0.000318937083826,0.00064206266709569,0.0,142.1
2013-09-11,0.00028868629652540473,0.0007755260008808079,0.0073394276779232825,2.6985057637624044e-05,0.0030178715448888616,0.09378202979720937,0.0006893367871075931,0.007687411328980376,0.0006234084593358044,0.0007823090744949746,0.0003638993526145426,0.021451448030387205,0.0007649140376237012,0.0006953082443582059,0.0005617139617618283,0.0003259381417636334,0.0006346485485380013,0.0,139.4
2013-09-12,0.00028330339892205375,0.0007354892857301745,0.0076514298879518106,2.6985057637624044e-05,0.0030755614048966207,0.09378202979720937,0.0007176980720628792,0.007899019672675256,0.0007743548175284942,0.0007765034412890795,0.00038215004841032213,0.02240411976293935,0.0007532766982218109,0.0006722593522800399,0.000590425927560291,0.0003364397286701043,0.0007755168011340519,0.0,140.7
2013-09-13,0.0002870976846885871,0.0007547662226545515,0.008000617136455945,2.6985057637624044e-05,0.0031313698195369333,0.09378202979720937,0.0007176980720628792,0.008109025415392879,0.0007788832082742808,0.0007779548495905481,0.00038634356302169603,0.023325785623125844,0.000760290612485448,0.0006722593522800399,0.0005963550893152703,0.0003411071006285335,0.0007354805609225412,0.0,136.7
2013-09-14,0.00028091248935755916,0.0006954525705795411,0.008336475484541583,9.894521133797102e-05,0.0031893157850722553,0.09378202979720937,0.0007570887456118808,0.008328400309568329,0.0007592601817092287,0.0007257041507374509,0.00038571065562668927,0.024215130629249404,0.0007065352709210992,0.0006722593522800399,0.0005945318720756085,0.0004134513659841896,0.0007547572691725263,0.0,138.3
2013-09-15,0.00023157200215055337,0.0007191780314095494,0.008659422148820262,9.894521133797102e-05,0.003245774509229027,0.09378202979720937,0.0007665425072636428,0.008453684191438049,0.0007366182279803166,0.0007111900677227029,0.00038390729489592296,0.02507313028275157,0.0007135312433838512,0.0006722593522800399,0.0005907668543612063,0.00041656294728981136,0.0006954443207110375,0.0,139.4
2013-09-16,0.00022879378792120889,0.0007354892857301745,0.009103612233762437,0.0001087579595698343,0.003303591294735342,0.09378202979720937,0.0007665425072636428,0.008472615451697085,0.0007803926718562004,0.0007286069673404019,0.0003853256394871357,0.026288706580452403,0.0007306933116372621,0.0006930033551503859,0.0005923529051306553,0.00042978716783869525,0.0007191695000956372,0.0,139.1
2013-09-17,0.00019657590256384402,0.0007310407618245432,0.00962984916013443,0.0001087579595698343,0.0033611783253646443,0.09378202979720937,0.0007665425072636428,0.008623775397558764,0.0007819021354381339,0.0007169957009286118,0.00038985102763197665,0.027483369399797924,0.000731176916522483,0.0006930033551503859,0.0005990380350093874,0.00044728981268279955,0.0007354805609225412,0.0,140.4
2013-09-18,0.00019997135333537502,0.0007503176987489271,0.010411393506348787,0.0001087579595698343,0.0034169551072820714,0.09378202979720937,0.0007665425072636428,0.009164975319741087,0.0007969967712573994,0.0007257041507374509,0.00039750767659194053,0.02898174658158134,0.0007477838548888838,0.00071989372924159,0.0006106740149535231,0.0004651814051901196,0.0007310320897879335,0.0,135.1
2013-09-19,0.00020139690171843208,0.0006717271097495328,0.011161760440635993,0.0001087579595698343,0.0034747253683138357,0.09378202979720937,0.0007752084554444247,0.009687929744888912,0.0006777491482851672,0.0007140928843256539,0.0003748222067622431,0.03081860081689758,0.0006827174989063878,0.00071989372924159,0.0005734833478454535,0.0004733493061173655,0.0007503087980379186,0.0,133.8
2013-09-20,0.00019159312488798222,0.0006524501728251558,0.011880355096733575,0.0001087579595698343,0.0035311501229429165,0.09378202979720937,0.000781510963212266,0.010326946633832268,0.0006762396847032476,0.0006574879605681372,0.00036129691019783083,0.03230315122470301,0.0006511894297160439,0.0007444792141249809,0.000550967356080935,0.00047529404443337475,0.0006717191413264309,0.0,134.4
2013-09-21,0.00015306309692979594,0.0006613472206364046,0.012573223703315817,0.00011857070780171147,0.0035891198145115433,0.09378202979720937,0.0007822987766832393,0.011000371382573593,0.0006913343205225131,0.0006386196526489557,0.00036269747698549487,0.03373608035402709,0.0006547729602132263,0.0007444792141249809,0.0005524496465196815,0.0004892961603086624,0.0006524424330764528,0.0,134.0
2013-09-22,0.00012481433510655102,0.0006554158554289077,0.013241149970490085,0.0001839890293474783,0.003646118768269535,0.09378202979720937,0.0007925403518059884,0.012092305961806937,0.0006762396847032476,0.0006241055696342077,0.00036707135059789453,0.035118940184550196,0.0006533212195382679,0.0007183571364363789,0.0005587642037887322,0.0005515277864210563,0.000661339375345675,0.0,133.4
2013-09-23,0.00013930682750153828,0.000646518807617652,0.013446477857525452,0.00023223504148747742,0.003704470803865989,0.09378202979720937,0.0007925403518059884,0.012982156980493709,0.0006913343205225131,0.0006241055696342077,0.00036526533901846264,0.03633550170937508,0.0006467304687461997,0.0007183571364363789,0.0005550881235006425,0.0005709751695811699,0.0006554080804995269,0.0,134.8
2013-09-24,0.00015293416162894327,0.0006672785858439084,0.01363924541763073,0.00023223504148747742,0.0037630156218632638,0.09378202979720937,0.0007925403518059884,0.013650149715764781,0.0006988816384321528,0.0006473281024578087,0.0003659864680078326,0.0374247379234571,0.0006642287847003839,0.0007183571364363789,0.0005554438732059408,0.000575642541539606,0.0006465111382302977,0.0,135.0
2013-09-25,0.0001687521401262035,0.0006702442684476603,0.013728353451372743,0.0003369043559607182,0.003819349989196197,0.09378202979720937,0.0007925403518059884,0.014210540337477373,0.0007320898372345438,0.0006676478186784587,0.00037415252747915323,0.0384153923295828,0.0006712364227691309,0.0007168205436311678,0.00056774688384751,0.0006518762835272876,0.0006672706701918302,0.0,137.1
2013-09-26,0.00016600889443875097,0.000701383935787038,0.013907274878155407,0.0004628346249363133,0.003877762092355852,0.09378202979720937,0.0007925403518059884,0.014883530131303946,0.0007320898372345438,0.0006821619016932068,0.0003793669046436299,0.039421621562436115,0.0006993714126318079,0.0007168205436311678,0.0005753362108938814,0.000697772107785169,0.0006702363176149043,0.0,138.9
2013-09-27,0.0001750602499509396,0.0007280750792207982,0.013993568438327608,0.0004726473731681835,0.003934738752356115,0.09378202979720937,0.0007925403518059884,0.015608014334607234,0.0007335993008164773,0.0007358640088477725,0.00037719505003568077,0.040332947087445836,0.0007279817538438024,0.00072219861844941,0.000571215443474167,0.000697772107785169,0.0007013756155571857,0.0,142.5
2013-09-28,0.0001712488870830864,0.0007814573660883117,0.014074754217209773,0.0004726473731681835,0.003992951791830013,0.09378202979720937,0.0007925403518059884,0.01636627126671958,0.0007819021354381339,0.000740218233752199,0.0003852558152222657,0.04121071478047009,0.000778919816484501,0.0007245035076572301,0.0005834739854025869,0.0007020505320803963,0.0007280664423648525,0.0,143.9
2013-09-29,0.00017161743214258798,0.0008022171443145612,0.01415101504998495,0.0004742828312068251,0.0040510159852183425,0.09378202979720937,0.0007689059476765764,0.016993235068451296,0.0008332238972236436,0.000780857666193506,0.0003868295014301665,0.04205595951033447,0.0008056302883000244,0.000746015806930192,0.0005853120255466249,0.0007102184330076561,0.0007814480959802,0.0,141.9
2013-09-30,0.0002043283555108813,0.000772560318277056,0.014050061369496936,0.0004742828312068251,0.004107321485803617,0.09378202979720937,0.0007689059476765764,0.01767792856687672,0.0007834115990200535,0.000780857666193506,0.00038470402096989903,0.04253105080807432,0.0007818977712573047,0.000746015806930192,0.0005812357268400875,0.0007125521189868672,0.0008022076279417326,0.0,140.3
