"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"02.07.2021","724,66","721,56","725,62","720,74","-","0,39%"
"01.07.2021","721,82","719,99","721,82","719,20","-","0,26%"
"30.06.2021","719,97","721,69","722,04","719,16","-","-0,23%"
"29.06.2021","721,64","721,83","722,41","720,91","-","-0,06%"
"28.06.2021","722,05","721,82","722,30","720,37","-","0,02%"
"25.06.2021","721,91","719,19","722,15","719,19","-","0,45%"
"24.06.2021","718,68","714,74","719,51","714,53","-","0,51%"
"23.06.2021","715,02","715,35","717,56","714,66","-","0,04%"
"22.06.2021","714,74","711,45","716,50","711,28","-","0,52%"
"21.06.2021","711,04","705,56","711,40","702,69","-","0,72%"
"18.06.2021","705,97","714,39","714,77","705,90","-","-1,24%"
"17.06.2021","714,87","715,35","715,71","711,33","-","-0,41%"
"16.06.2021","717,84","720,25","720,57","713,42","-","-0,33%"
"15.06.2021","720,23","721,07","722,32","719,34","-","-0,12%"
"14.06.2021","721,10","719,66","721,10","718,87","-","0,22%"
"11.06.2021","719,52","718,56","719,61","717,60","-","0,18%"
"10.06.2021","718,23","715,27","719,40","715,22","-","0,37%"
"09.06.2021","715,57","716,71","717,88","715,34","-","-0,19%"
"08.06.2021","716,96","717,07","718,19","714,86","-","-0,01%"
"07.06.2021","717,00","716,77","717,28","715,51","-","0,10%"
"04.06.2021","716,31","711,03","716,86","710,31","-","0,70%"
"03.06.2021","711,36","714,60","715,54","708,52","-","-0,43%"
"02.06.2021","714,42","713,45","715,42","712,94","-","0,09%"
"01.06.2021","713,76","711,81","717,00","711,44","-","0,32%"
"31.05.2021","711,45","711,17","711,85","710,95","-","0,04%"
"28.05.2021","711,15","709,26","712,90","709,26","-","0,31%"
"27.05.2021","708,92","708,12","710,39","707,24","-","0,06%"
"26.05.2021","708,52","707,17","709,04","707,13","-","0,18%"
"25.05.2021","707,26","706,36","710,31","706,28","-","0,15%"
"24.05.2021","706,20","701,35","707,49","701,02","-","0,66%"
"21.05.2021","701,57","701,68","705,31","700,76","-","0,03%"
"20.05.2021","701,33","693,68","702,94","693,53","-","0,95%"
"19.05.2021","694,70","698,31","698,45","688,02","-","-0,58%"
"18.05.2021","698,77","698,70","702,84","698,70","-","0,04%"
"17.05.2021","698,47","699,65","699,91","696,21","-","-0,09%"
"14.05.2021","699,13","688,97","700,19","688,97","-","1,54%"
"13.05.2021","688,54","686,02","690,86","682,11","-","0,26%"
"12.05.2021","686,77","698,20","698,35","685,65","-","-1,67%"
"11.05.2021","698,42","705,83","705,83","693,14","-","-1,14%"
"10.05.2021","706,50","711,03","711,94","706,22","-","-0,54%"
"07.05.2021","710,36","704,42","711,59","704,32","-","0,88%"
