"DateTime","Netflow","Price"
"2013-12-11 00:00:00",31776.44,956.41
"2013-12-12 00:00:00",5549.31,890.25
"2013-12-13 00:00:00",14025.07,936
"2013-12-14 00:00:00",61459.59,911.52
"2013-12-15 00:00:00",-901.659624,882.94
"2013-12-16 00:00:00",25.05,819.49
"2013-12-17 00:00:00",877.69,729.42
"2013-12-18 00:00:00",41412.39,585.92
"2013-12-19 00:00:00",21145.61,634.2
"2013-12-20 00:00:00",18902.17,697.82
"2013-12-21 00:00:00",73188.46,650
"2013-12-22 00:00:00",166107.49,657.43
"2013-12-23 00:00:00",-552.92341,677.96
"2013-12-24 00:00:00",76016.13,697.96
"2013-12-25 00:00:00",3625.43,691.94
"2013-12-26 00:00:00",577.19,768.42
"2013-12-27 00:00:00",-869.255944,802.35
"2013-12-28 00:00:00",632.04,760.79
"2013-12-29 00:00:00",-1624.590785,769.47
"2013-12-30 00:00:00",9506.83,799.9
"2013-12-31 00:00:00",-3145.416548,795.45
"2014-01-01 00:00:00",842.19,800.45
"2014-01-02 00:00:00",2287,848.34
"2014-01-03 00:00:00",-868.947057,863.84
"2014-01-04 00:00:00",25036.39,890.24
"2014-01-05 00:00:00",34.59,970.61
"2014-01-06 00:00:00",5818.17,1029.09
"2014-01-07 00:00:00",1210.22,961.92
"2014-01-08 00:00:00",25892.94,912.9
"2014-01-09 00:00:00",1025.01,915.6
"2014-01-10 00:00:00",-0.9995,935.36
"2014-01-11 00:00:00",1173.61,972.92
"2014-01-12 00:00:00",35840,972.37
"2014-01-13 00:00:00",-1527.192834,914.59
"2014-01-14 00:00:00",24805.29,923.33
"2014-01-15 00:00:00",46942.42,944.08
"2014-01-16 00:00:00",20505.46,933.02
"2014-01-17 00:00:00",15171.16,898.49
"2014-01-18 00:00:00",298,904.74
"2014-01-19 00:00:00",1299.59,929.98
"2014-01-20 00:00:00",711.53,953.25
"2014-01-21 00:00:00",26135.84,958.71
"2014-01-22 00:00:00",23554.99,954.45
"2014-01-23 00:00:00",23029.82,947.17
"2014-01-24 00:00:00",60523.22,926.21
"2014-01-25 00:00:00",-1347.890368,947.14
"2014-01-26 00:00:00",3525.04,994.36
"2014-01-27 00:00:00",36613.7,979.34
"2014-01-28 00:00:00",23317.85,942.13
"2014-01-29 00:00:00",23510.01,934.71
"2014-01-30 00:00:00",28508.05,931.35
"2014-01-31 00:00:00",19621.24,939.65
"2014-02-01 00:00:00",11259.62,948.5
"2014-02-02 00:00:00",2725.27,946.9
"2014-02-03 00:00:00",375.47,945.63
"2014-02-04 00:00:00",52905.52,924.93
"2014-02-05 00:00:00",-47371.685949,914.9
"2014-02-06 00:00:00",16399.11,854.85
"2014-02-07 00:00:00",-3230.893731,742.4
"2014-02-08 00:00:00",18222.12,675.67
"2014-02-09 00:00:00",479.63,658.33
"2014-02-10 00:00:00",40523.37,600.04
"2014-02-11 00:00:00",2856.13,579.97
"2014-02-12 00:00:00",38206.96,548.51
"2014-02-13 00:00:00",1805.45,500.27
"2014-02-14 00:00:00",2237.03,401.11
"2014-02-15 00:00:00",50.04,379.01
"2014-02-16 00:00:00",6987.34,380.2
"2014-02-17 00:00:00",7240.29,337.29
"2014-02-18 00:00:00",30075.69,309.22
"2014-02-19 00:00:00",15055.81,282.94
"2014-02-20 00:00:00",6344.95,190.42
"2014-02-21 00:00:00",887.1,125.91
"2014-02-22 00:00:00",3641.03,193.65
"2014-02-23 00:00:00",1510.94,284.73
"2014-02-24 00:00:00",960.41,224.37
"2014-02-25 00:00:00",18229.69,138.48
"2014-02-26 00:00:00",38538.86,586.42
"2014-02-27 00:00:00",31442.49,605.2
"2014-02-28 00:00:00",7968.23,584.5
"2014-03-01 00:00:00",35711.36,413.42
"2014-03-02 00:00:00",1290.36,552.23
"2014-03-03 00:00:00",-1044.676514,620.43
"2014-03-04 00:00:00",13869.08,665.69
"2014-03-05 00:00:00",7759.91,651.37
"2014-03-06 00:00:00",7380.15,649.03
"2014-03-07 00:00:00",-7270.484568,627.76
