"DateTime","Price","Out","At","In"
"2018-01-29 00:00:00",11474.91,4913089,2127264,19784619
"2018-01-30 00:00:00",10567.46,6319654,1197007,19245602
"2018-01-31 00:00:00",10038.04,6826173,996600,18953980
"2018-02-01 00:00:00",9503.9,7175710,770724,18838055
"2018-02-02 00:00:00",8467.07,7697532,659500,18356688
"2018-02-03 00:00:00",8849.53,7442623,532351,18670177
"2018-02-04 00:00:00",8645.41,7262275,706112,18542832
"2018-02-05 00:00:00",7509.3,7896074,843298,17580958
"2018-02-06 00:00:00",6950.37,8121674,823625,17239271
"2018-02-07 00:00:00",7890.77,7127965,1044322,17926492
"2018-02-08 00:00:00",8117.21,6733699,1154484,18087935
"2018-02-09 00:00:00",8259.28,6636556,1221060,18045995
"2018-02-10 00:00:00",8628.87,6381494,1212452,18208578
"2018-02-11 00:00:00",8217.83,6457317,1393997,17740566
"2018-02-12 00:00:00",8540.88,6173183,1381406,17812295
"2018-02-13 00:00:00",8667.25,6073367,1458224,17647390
"2018-02-14 00:00:00",9025.6,5764724,1160319,18015376
"2018-02-15 00:00:00",9793.48,5256484,856363,18737722
"2018-02-16 00:00:00",10011.76,5016006,1144375,18569690
"2018-02-17 00:00:00",10596.76,4462098,1257112,18874047
"2018-02-18 00:00:00",10724.68,3943345,1632256,18879305
"2018-02-19 00:00:00",10801.14,3893410,1739550,18634116
"2018-02-20 00:00:00",11466.59,3451493,1613235,19163844
"2018-02-21 00:00:00",10775.9,3970696,1831171,18416285
"2018-02-22 00:00:00",10349.38,4707012,1636837,17900708
"2018-02-23 00:00:00",10012.33,5143457,1403571,17628672
"2018-02-24 00:00:00",9962.27,5198804,1260673,17530112
"2018-02-25 00:00:00",9601.62,5555510,1033653,17399107
"2018-02-26 00:00:00",9934.67,5109085,1442205,17410006
"2018-02-27 00:00:00",10516.81,4298004,1819316,17859062
"2018-02-28 00:00:00",10685.45,3888218,1867623,18119183
"2018-03-01 00:00:00",10668.93,3906591,1907271,17994808
"2018-03-02 00:00:00",10996.7,3511261,2089838,18199176
"2018-03-03 00:00:00",11286.89,3248219,2016460,18238779
"2018-03-04 00:00:00",11311.9,3208660,1784429,18274601
"2018-03-05 00:00:00",11562.85,3095238,1646922,18338111
"2018-03-06 00:00:00",11015.47,3315133,2367213,17215734
"2018-03-07 00:00:00",10192.22,5067002,1401173,16185787
"2018-03-08 00:00:00",9603.03,5758891,906448,15696515
"2018-03-09 00:00:00",8913.42,6486789,573193,15100015
"2018-03-10 00:00:00",9123.03,6184592,558695,15123210
"2018-03-11 00:00:00",9109.98,6019075,566788,14900985
"2018-03-12 00:00:00",9351.97,5579685,786171,14878222
"2018-03-13 00:00:00",9171.39,5634015,879921,14558255
"2018-03-14 00:00:00",8663.8,6174130,653158,14262281
"2018-03-15 00:00:00",8065.3,6663137,656385,13792274
"2018-03-16 00:00:00",8270.37,6395722,841286,13915019
"2018-03-17 00:00:00",8063.03,6531103,877378,13778884
"2018-03-18 00:00:00",7809.16,6755396,802459,13649315
"2018-03-19 00:00:00",8427.63,6021961,988652,14206011
"2018-03-20 00:00:00",8698.02,5789926,862921,14594614
"2018-03-21 00:00:00",8981.6,5400477,1049178,14823609
"2018-03-22 00:00:00",8803.94,5523027,1114488,14640193
"2018-03-23 00:00:00",8621.73,5787446,989520,14473112
"2018-03-24 00:00:00",8775.88,5444386,1322855,14449233
"2018-03-25 00:00:00",8543.11,5772642,1183688,14264359
"2018-03-26 00:00:00",8195.16,6454644,951820,13802562
"2018-03-27 00:00:00",7989.27,6524363,962720,13686744
"2018-03-28 00:00:00",7935.2,6552283,981326,13643702
"2018-03-29 00:00:00",7455.44,7353647,500260,13349899
"2018-03-30 00:00:00",6937.77,7663017,453179,13133890
"2018-03-31 00:00:00",7017.37,7501372,599193,13131626
"2018-04-01 00:00:00",6759.88,7669879,538396,13042162
"2018-04-02 00:00:00",7505.48,6999538,682292,13598853
"2018-04-03 00:00:00",7284.43,7074526,846962,13362795
"2018-04-04 00:00:00",7084.76,7340553,790137,13174935
"2018-04-05 00:00:00",6768.02,7689868,613313,13022827
"2018-04-06 00:00:00",6698.1,7679339,657166,13010846
"2018-04-07 00:00:00",6854.16,7357871,900541,13060677
"2018-04-08 00:00:00",7021.53,7098888,1048372,13206490
"2018-04-09 00:00:00",6918.99,7208387,1061113,13075490
"2018-04-10 00:00:00",6799.78,7337775,1014116,13009462
"2018-04-11 00:00:00",6919.27,7104915,1202712,13063990
"2018-04-12 00:00:00",7421.64,6583018,722316,14065470
"2018-04-13 00:00:00",7997.98,5760256,1028587,14627524
"2018-04-14 00:00:00",8018.27,5729087,1101392,14617111
"2018-04-15 00:00:00",8229.04,5465379,1295176,14664739
"2018-04-16 00:00:00",8180.09,5482738,1278122,14536300
"2018-04-17 00:00:00",8022.86,5593280,1335891,14389236
"2018-04-18 00:00:00",8077.75,5566152,1422297,14366212
"2018-04-19 00:00:00",8228.72,5337406,1564193,14501697
"2018-04-20 00:00:00",8594.31,4901352,929078,15626999
"2018-04-21 00:00:00",8839.5,4624576,1058884,15751744
"2018-04-22 00:00:00",8916.21,4606842,1097944,15775234
"2018-04-23 00:00:00",8914.97,4588307,1218753,15716732
"2018-04-24 00:00:00",9349.8,4325685,732647,16472314
"2018-04-25 00:00:00",9261.15,4321318,1134292,16063622
"2018-04-26 00:00:00",8992.25,4532429,1359397,15638383
"2018-04-27 00:00:00",9154.67,4412147,1371602,15781899
"2018-04-28 00:00:00",9164.21,4399226,1419629,15779867
"2018-04-29 00:00:00",9370.87,4266738,1087402,16279394
"2018-04-30 00:00:00",9296.71,4263042,1356630,16034419
"2018-05-01 00:00:00",9051.38,4532805,1591124,15601951
"2018-05-02 00:00:00",9132.72,4419611,1522693,15747237
"2018-05-03 00:00:00",9494.74,4215386,824257,16687222
"2018-05-04 00:00:00",9666.18,4012956,731205,17009533
"2018-05-05 00:00:00",9827.97,3862056,727970,17172808
"2018-05-06 00:00:00",9689.45,3978217,933190,16864314
"2018-05-07 00:00:00",9432.18,4359259,997407,16390127
"2018-05-08 00:00:00",9267.58,4546794,1407432,15801665
"2018-05-09 00:00:00",9180.37,4672336,1465257,15647477
"2018-05-10 00:00:00",9205.54,4635976,1559355,15616595
"2018-05-11 00:00:00",8697.89,5969187,923812,14863853
"2018-05-12 00:00:00",8439.88,6394429,774471,14592223
"2018-05-13 00:00:00",8562.44,6166546,825899,14781998
"2018-05-14 00:00:00",8597.86,6038207,980557,14763920
"2018-05-15 00:00:00",8644.97,5918861,1013903,14862563
"2018-05-16 00:00:00",8310.41,6707564,833417,14274481
"2018-05-17 00:00:00",8246.11,6666837,994389,14117363
"2018-05-18 00:00:00",8110.4,6684673,1153385,13915137
"2018-05-19 00:00:00",8279.04,6416766,1200223,14145842
"2018-05-20 00:00:00",8386.46,6255587,1031571,14517456
"2018-05-21 00:00:00",8466.87,5905406,1086753,14801269
"2018-05-22 00:00:00",8195.52,6585486,1247247,13980668
"2018-05-23 00:00:00",7746.15,7740283,396443,13687402
"2018-05-24 00:00:00",7506.63,7967694,442309,13456832
"2018-05-25 00:00:00",7500.17,7864292,565738,13451124
"2018-05-26 00:00:00",7470.7,7834604,633016,13444323
"2018-05-27 00:00:00",7338.37,7864485,791018,13286280
"2018-05-28 00:00:00",7274.23,8175110,460870,13275968
"2018-05-29 00:00:00",7301.02,7982282,660528,13271608
"2018-05-30 00:00:00",7433.43,7583477,960835,13388130
"2018-05-31 00:00:00",7479.2,7508213,824671,13596102
"2018-06-01 00:00:00",7492.47,7427159,994076,13578260
"2018-06-02 00:00:00",7582.57,7380346,969280,13662997
"2018-06-03 00:00:00",7690.86,7204315,505923,14315034
"2018-06-04 00:00:00",7614.97,7191600,1041232,13748264
"2018-06-05 00:00:00",7533.84,7342797,1137174,13507376
"2018-06-06 00:00:00",7603.17,7147098,1223290,13625501
"2018-06-07 00:00:00",7703.53,7038512,769392,14198600
"2018-06-08 00:00:00",7634.56,7050922,1296068,13682092
"2018-06-09 00:00:00",7593.73,7069963,1439390,13534807
"2018-06-10 00:00:00",7088.01,8698970,483917,12864753
"2018-06-11 00:00:00",6783.37,9027429,384967,12651651
"2018-06-12 00:00:00",6675.47,9017725,456530,12581052
"2018-06-13 00:00:00",6381.82,9283256,258602,12496129
"2018-06-14 00:00:00",6502.83,9127357,378923,12549102
"2018-06-15 00:00:00",6523.96,9044998,475645,12543719
"2018-06-16 00:00:00",6457.57,9008555,553074,12538784
"2018-06-17 00:00:00",6516.08,8957895,622023,12538904
"2018-06-18 00:00:00",6601.72,8780239,723658,12622112
"2018-06-19 00:00:00",6755.9,8480710,600455,12999231
"2018-06-20 00:00:00",6693.93,8471205,718303,12900364
"2018-06-21 00:00:00",6738.87,8377814,798259,12933027
"2018-06-22 00:00:00",6336.42,9300147,359478,12455378
"2018-06-23 00:00:00",6145.54,9507238,236457,12396679
"2018-06-24 00:00:00",6018.08,9469511,362242,12325076
"2018-06-25 00:00:00",6219.85,9221651,433459,12490093
"2018-06-26 00:00:00",6176.92,9251283,474786,12433180
"2018-06-27 00:00:00",6106.9,9252918,606634,12299374
"2018-06-28 00:00:00",6008.25,9379641,503342,12267408
"2018-06-29 00:00:00",6049.85,9222044,674215,12287473
"2018-06-30 00:00:00",6348.92,8773924,545472,12844648
"2018-07-01 00:00:00",6346.11,8761587,612552,12804131
"2018-07-02 00:00:00",6105.79,9164635,763813,12243561
"2018-07-03 00:00:00",6571.89,8120493,858822,13173402
"2018-07-04 00:00:00",6594.55,8044010,971075,13158225
"2018-07-05 00:00:00",6569.78,8094894,1033181,13066676
"2018-07-06 00:00:00",6545.79,8140254,1102154,13030678
"2018-07-07 00:00:00",6666.33,7901861,1267892,13119508
"2018-07-08 00:00:00",6733.5,7832480,1212309,13249449
"2018-07-09 00:00:00",6714.34,7849303,1324524,13128704
"2018-07-10 00:00:00",6480.42,8466214,1042169,12766818
"2018-07-11 00:00:00",6349.64,8882874,802215,12578148
"2018-07-12 00:00:00",6239.47,8798523,796206,12273979
"2018-07-13 00:00:00",6240.38,8532360,892398,12144584
"2018-07-14 00:00:00",6261.32,8273989,959489,12041042
"2018-07-15 00:00:00",6323.63,8108348,938665,12188859
"2018-07-16 00:00:00",6555.84,7354604,1044114,12842873
"2018-07-17 00:00:00",7076.9,6592488,656484,13973580
"2018-07-18 00:00:00",7422.18,5886234,976248,14329922
"2018-07-19 00:00:00",7426.8,5838994,1079081,14273106
"2018-07-20 00:00:00",7477.95,5756698,1221297,14228683
"2018-07-21 00:00:00",7336.72,6017351,1105353,14093540
"2018-07-22 00:00:00",7457.27,5801961,1292160,14161167
"2018-07-23 00:00:00",7587.63,5628178,1255883,14319380
"2018-07-24 00:00:00",8088.94,4844923,948103,15449964
"2018-07-25 00:00:00",8271.09,4655754,1068231,15521862
"2018-07-26 00:00:00",8082.46,4824539,1187117,15267812
"2018-07-27 00:00:00",8042.13,4850022,1295349,15179211
"2018-07-28 00:00:00",8154.04,4772097,1312807,15224070
"2018-07-29 00:00:00",8207.54,4714723,1410350,15220018
"2018-07-30 00:00:00",8070.53,4815759,1455729,15082273
"2018-07-31 00:00:00",7919.99,5315152,1162117,14874585
"2018-08-01 00:00:00",7605.03,6193517,1213914,13960536
"2018-08-02 00:00:00",7592.09,6156728,1277613,13928688
"2018-08-03 00:00:00",7419.63,6318490,1390441,13685058
"2018-08-04 00:00:00",7215.52,7361782,657033,13398374
"2018-08-05 00:00:00",6995.42,7643267,613939,13173421
"2018-08-06 00:00:00",7007.59,7538829,715651,13168651
"2018-08-07 00:00:00",6917.94,7531859,924915,12954500
"2018-08-08 00:00:00",6428.51,8465803,972760,11992110
"2018-08-09 00:00:00",6413.13,8380569,1088267,11951513
"2018-08-10 00:00:00",6304.03,8683022,892247,11847643
"2018-08-11 00:00:00",6251.41,8682699,962713,11772341
"2018-08-12 00:00:00",6330.14,8502029,1067853,11857467
"2018-08-13 00:00:00",6351.03,8412819,1133577,11881790
"2018-08-14 00:00:00",6079.19,9164037,698475,11589776
"2018-08-15 00:00:00",6406.85,8060142,1395541,12025137
"2018-08-16 00:00:00",6347.7,8281087,1253223,11969200
"2018-08-17 00:00:00",6447.59,7985511,1362977,12167554
"2018-08-18 00:00:00",6472.3,7953427,1382987,12209045
"2018-08-19 00:00:00",6445.72,7925191,1483385,12148124
"2018-08-20 00:00:00",6392.97,8039604,1506941,12000097
"2018-08-21 00:00:00",6383.25,8049227,1551945,11962516
"2018-08-22 00:00:00",6577.57,7590703,1234179,12754876
"2018-08-23 00:00:00",6466.12,7801078,1596949,12212241
"2018-08-24 00:00:00",6609.3,7496513,1126761,12994406
"2018-08-25 00:00:00",6746.54,7323305,756047,13540827
"2018-08-26 00:00:00",6690.83,7342658,1033833,13230100
"2018-08-27 00:00:00",6809.53,7040780,918263,13604903
"2018-08-28 00:00:00",7006.96,6708948,683670,14151345
"2018-08-29 00:00:00",7041.12,6585795,845662,14122653
"2018-08-30 00:00:00",6945.67,6657273,1025436,13866635
"2018-08-31 00:00:00",6999.91,6627042,972687,13964668
"2018-09-01 00:00:00",7148.81,6387960,943204,14242005
"2018-09-02 00:00:00",7264.55,6156083,750339,14698019
"2018-09-03 00:00:00",7277.74,6093378,851011,14653182
"2018-09-04 00:00:00",7332.21,5915546,1008718,14678119
"2018-09-05 00:00:00",7047.75,6725439,1063157,13814155
"2018-09-06 00:00:00",6511.15,8087434,1352848,12158020
"2018-09-07 00:00:00",6447.44,8171194,1408396,12037208
"2018-09-08 00:00:00",6307.67,8695815,1083008,11842948
"2018-09-09 00:00:00",6306.54,8635330,1156321,11840121
"2018-09-10 00:00:00",6309.53,8568676,1222515,11836752
"2018-09-11 00:00:00",6307.35,8491457,1290799,11830691
"2018-09-12 00:00:00",6283.09,8608133,1212677,11802889
"2018-09-13 00:00:00",6435.99,7931707,1588289,12107659
"2018-09-14 00:00:00",6492.72,7779280,1234532,12628772
"2018-09-15 00:00:00",6523.33,7739115,1242800,12673332
"2018-09-16 00:00:00",6464.68,7780977,1508725,12392945
"2018-09-17 00:00:00",6377.83,8143484,1636776,11922347
"2018-09-18 00:00:00",6315.82,8455057,1405479,11840326
"2018-09-19 00:00:00",6326.96,8367522,1500397,11838331
"2018-09-20 00:00:00",6456.63,7672861,1661154,12390451
"2018-09-21 00:00:00",6643.12,7206137,1055942,13478070
"2018-09-22 00:00:00",6733.75,7070806,865834,13825909
"2018-09-23 00:00:00",6716.23,7085245,977913,13730745
"2018-09-24 00:00:00",6637.71,7186799,1287640,13338480
"2018-09-25 00:00:00",6458.38,7910473,1598745,12310031
"2018-09-26 00:00:00",6463.54,7847109,1662995,12314282
"2018-09-27 00:00:00",6584.35,7343977,1563503,12923828
"2018-09-28 00:00:00",6675.76,7019961,1281318,13559441
"2018-09-29 00:00:00",6554.83,7436758,1728289,12722726
"2018-09-30 00:00:00",6642.82,7049503,1557794,13307392
"2018-10-01 00:00:00",6586.57,7257192,1758060,12872702
"2018-10-02 00:00:00",6548.5,7368081,1824361,12668818
"2018-10-03 00:00:00",6483.03,7685616,1859025,12423409
"2018-10-04 00:00:00",6554.59,7327493,2051273,12647708
"2018-10-05 00:00:00",6615.27,7063408,1723912,13281781
"2018-10-06 00:00:00",6600.17,7292859,1444565,13345058
"2018-10-07 00:00:00",6578.76,7376102,1452083,13235316
"2018-10-08 00:00:00",6631.66,7122535,1482777,13454032
"2018-10-09 00:00:00",6623.2,7172893,1506987,13397456
"2018-10-10 00:00:00",6560.54,7345683,1774225,12993721
"2018-10-11 00:00:00",6376.77,8996039,1180929,11941283
"2018-10-12 00:00:00",6235.21,9762174,626330,11714785
"2018-10-13 00:00:00",6259.83,9576712,794545,11733223
"2018-10-14 00:00:00",6296.87,9241420,1116724,11755759
"2018-10-15 00:00:00",6739.8,6677450,1088060,14349444
"2018-10-16 00:00:00",6635.23,6813924,1889482,13406899
"2018-10-17 00:00:00",6550.4,7188099,2167525,12757724
"2018-10-18 00:00:00",6530.66,7256340,2199215,12670965
"2018-10-19 00:00:00",6476.23,7682937,1994297,12458387
"2018-10-20 00:00:00",6520.33,7213897,2306606,12625339
"2018-10-21 00:00:00",6515.93,7394733,2163295,12607854
"2018-10-22 00:00:00",6495.81,7533574,2130729,12509133
"2018-10-23 00:00:00",6467.59,7713011,2067308,12394177
"2018-10-24 00:00:00",6502.04,7412075,2256253,12526724
"2018-10-25 00:00:00",6465.1,7713091,2121455,12370938
"2018-10-26 00:00:00",6477.91,7522626,2313986,12361793
"2018-10-27 00:00:00",6462.48,7697039,2159934,12344088
"2018-10-28 00:00:00",6463.99,7674113,2211518,12331480
"2018-10-29 00:00:00",6382.99,8478621,1874079,11847698
"2018-10-30 00:00:00",6313.49,9360979,1182109,11658367
"2018-10-31 00:00:00",6316.37,9271127,1290058,11649760
"2018-11-01 00:00:00",6362.6,8678303,1769858,11769527
"2018-11-02 00:00:00",6396.25,8178498,2183013,11859687
"2018-11-03 00:00:00",6367.53,8510839,1906816,11795267
"2018-11-04 00:00:00",6425.04,7811117,2149712,12195153
"2018-11-05 00:00:00",6441.25,7736550,2181770,12263681
"2018-11-06 00:00:00",6447.69,7584478,2373280,12246625
"2018-11-07 00:00:00",6519.69,7040792,2350737,12822823
"2018-11-08 00:00:00",6490.35,7177798,2400675,12618680
"2018-11-09 00:00:00",6405.21,7976927,2396698,11847173
"2018-11-10 00:00:00",6398.05,8038587,2364815,11838409
"2018-11-11 00:00:00",6370.28,8570967,1959793,11717898
"2018-11-12 00:00:00",6393.14,8142293,2326752,11804021
"2018-11-13 00:00:00",6352.51,8812091,1834049,11658770
"2018-11-14 00:00:00",5922.82,10793218,333347,11188365
"2018-11-15 00:00:00",5533.91,11079455,297681,10935751
"2018-11-16 00:00:00",5582.21,10913272,482549,10932625
"2018-11-17 00:00:00",5563.36,10848850,572300,10914396
"2018-11-18 00:00:00",5634.65,10717297,720795,10892642
"2018-11-19 00:00:00",5186.5,11293486,221296,10797434
"2018-11-20 00:00:00",4560.91,11375369,334190,10577146
"2018-11-21 00:00:00",4502.57,11294651,509014,10499720
"2018-11-22 00:00:00",4468.97,11208795,669551,10396554
"2018-11-23 00:00:00",4288.33,11559074,558288,10158393
"2018-11-24 00:00:00",4086.6,11882081,384453,9990339
"2018-11-25 00:00:00",3857.99,12102283,269594,9884676
"2018-11-26 00:00:00",3861.76,11990401,385852,9882891
"2018-11-27 00:00:00",3746.01,11967305,469844,9813275
"2018-11-28 00:00:00",4110.76,11449513,564307,10251722
"2018-11-29 00:00:00",4287.54,11085839,693101,10501080
"2018-11-30 00:00:00",4123.68,11318806,793927,10195643
"2018-12-01 00:00:00",4126.14,11205747,917977,10176020
"2018-12-02 00:00:00",4198.23,11034087,1052199,10214321
"2018-12-03 00:00:00",3977.1,11558138,810070,9951762
"2018-12-04 00:00:00",3926.8,11789320,599346,9922715
"2018-12-05 00:00:00",3840.5,11796124,722352,9797592
"2018-12-06 00:00:00",3675.68,12205670,386765,9722424
"2018-12-07 00:00:00",3412.06,12413153,273178,9631711
"2018-12-08 00:00:00",3448.85,12295954,396459,9623362
"2018-12-09 00:00:00",3577.54,12065305,461661,9783146
"2018-12-10 00:00:00",3531.13,12030809,646178,9631560
"2018-12-11 00:00:00",3416.28,12139005,549287,9594358
"2018-12-12 00:00:00",3462.93,11963496,698450,9601512
"2018-12-13 00:00:00",3383.29,12050603,608573,9571250
"2018-12-14 00:00:00",3257.1,12272884,347722,9538434
"2018-12-15 00:00:00",3220.65,12267840,338265,9508714
"2018-12-16 00:00:00",3273.62,12048248,519636,9512059
"2018-12-17 00:00:00",3439.36,11527643,754047,9745532
"2018-12-18 00:00:00",3604.73,11285950,630526,10097530
"2018-12-19 00:00:00",3831.64,10889266,681208,10410520
"2018-12-20 00:00:00",3969.17,10631576,845594,10507296
"2018-12-21 00:00:00",4039.46,10453970,859230,10678201
"2018-12-22 00:00:00",3954.79,10661847,906590,10397363
"2018-12-23 00:00:00",4045.02,10417809,962989,10578516
"2018-12-24 00:00:00",4154.98,10196962,905496,10852483
"2018-12-25 00:00:00",3914.73,10788222,890262,10283183
"2018-12-26 00:00:00",3835.4,10945753,862736,10161676
"2018-12-27 00:00:00",3755.66,11229794,663863,10056905
"2018-12-28 00:00:00",3818.07,11025645,830571,10107318
"2018-12-29 00:00:00",3889.26,10790264,926833,10260888
"2018-12-30 00:00:00",3842.99,10843435,1074381,10068069
"2018-12-31 00:00:00",3802.88,10951222,1038859,9978685
"2019-01-01 00:00:00",3817.85,10929043,1032133,10009427
"2019-01-02 00:00:00",3907.94,10685340,1125781,10138620
"2019-01-03 00:00:00",3872.14,10690484,1211640,10052693
"2019-01-04 00:00:00",3842.77,10769196,1225664,9978018
"2019-01-05 00:00:00",3884.03,10648936,1258802,10080731
"2019-01-06 00:00:00",3987.13,10454636,852088,10701100
"2019-01-07 00:00:00",4066.98,10194776,830109,10984664
"2019-01-08 00:00:00",4073.25,10165767,906601,10950652
"2019-01-09 00:00:00",4052.96,10190509,1002135,10846909
"2019-01-10 00:00:00",3858.08,10991748,1087994,9969982
"2019-01-11 00:00:00",3673.05,11879328,456905,9733605
"2019-01-12 00:00:00",3651.66,11820123,565634,9708531
"2019-01-13 00:00:00",3601.72,11885498,558464,9671617
"2019-01-14 00:00:00",3646.71,11742363,704941,9701120
"2019-01-15 00:00:00",3657.4,11649114,817218,9698256
"2019-01-16 00:00:00",3657.88,11591537,876599,9714188
"2019-01-17 00:00:00",3641.1,11629246,882322,9689682
"2019-01-18 00:00:00",3652.92,11586863,940371,9707891
"2019-01-19 00:00:00",3721.32,11403290,1005299,9846620
"2019-01-20 00:00:00",3641.95,11542338,1012512,9701554
"2019-01-21 00:00:00",3567.51,12069538,561867,9644072
"2019-01-22 00:00:00",3554.73,12163525,484779,9640166
"2019-01-23 00:00:00",3587.56,11590757,1038227,9635551
"2019-01-24 00:00:00",3581.42,11786354,850837,9632931
"2019-01-25 00:00:00",3573.42,11929138,745399,9629988
"2019-01-26 00:00:00",3627.51,11402274,1172087,9750577
"2019-01-27 00:00:00",3558.64,11986933,732622,9624128
"2019-01-28 00:00:00",3485.06,12515099,316565,9522412
"2019-01-29 00:00:00",3416.2,12574244,399414,9401039
"2019-01-30 00:00:00",3442.43,12376922,613821,9401613
"2019-01-31 00:00:00",3461.31,12298580,670217,9446162
"2019-02-01 00:00:00",3438.76,12240309,782489,9399514
"2019-02-02 00:00:00",3480.18,12152203,691554,9590648
"2019-02-03 00:00:00",3469.43,12133305,854178,9458749
"2019-02-04 00:00:00",3450.01,12094952,928098,9440647
"2019-02-05 00:00:00",3431.78,12057097,1066105,9395084
"2019-02-06 00:00:00",3410.79,12193087,911912,9391880
"2019-02-07 00:00:00",3387.82,12391799,742424,9374718
"2019-02-08 00:00:00",3549.21,11472677,687785,10357985
"2019-02-09 00:00:00",3644.91,11037077,689931,10801009
"2019-02-10 00:00:00",3650.39,11024050,741851,10792080
"2019-02-11 00:00:00",3648.39,10973576,839363,10696040
"2019-02-12 00:00:00",3611.45,10931999,1103804,10334622
"2019-02-13 00:00:00",3622.95,10842638,1139903,10372616
"2019-02-14 00:00:00",3593.55,11151062,1093239,10145736
"2019-02-15 00:00:00",3608.3,10865727,1319180,10228050
"2019-02-16 00:00:00",3615.9,10848414,1317012,10259277
"2019-02-17 00:00:00",3657.18,10760769,1141063,10541510
"2019-02-18 00:00:00",3806.93,10335252,549071,11563750
"2019-02-19 00:00:00",3946.72,10003145,503664,11971631
"2019-02-20 00:00:00",3945.61,9986894,627658,11884121
"2019-02-21 00:00:00",3963.41,9951131,718950,11862366
"2019-02-22 00:00:00",3956.91,9936697,791085,11794118
"2019-02-23 00:00:00",4070.44,9635616,492811,12431257
"2019-02-24 00:00:00",3988.5,9928151,876344,11778354
"2019-02-25 00:00:00",3828.3,10711629,670639,11211363
"2019-02-26 00:00:00",3822.28,10639933,801443,11176004
"2019-02-27 00:00:00",3775.69,10750257,837759,11047869
"2019-02-28 00:00:00",3853.93,10457115,912603,11275582
"2019-03-01 00:00:00",3844.4,10436423,1113037,11120665
"2019-03-02 00:00:00",3818.56,10488280,1144427,11070093
"2019-03-03 00:00:00",3820.66,10447751,1216227,11055431
"2019-03-04 00:00:00",3768.08,10814516,982658,10927164
"2019-03-05 00:00:00",3807.01,10428108,1344451,10973056
"2019-03-06 00:00:00",3877.84,10093101,1396778,11238172
"2019-03-07 00:00:00",3882.48,10074132,1309396,11367434
"2019-03-08 00:00:00",3868.5,10182637,1430517,11158659
"2019-03-09 00:00:00",3917.96,9782131,1249823,11783960
"2019-03-10 00:00:00",3923.02,9819031,1194267,11829439
"2019-03-11 00:00:00",3895.72,9945521,1366344,11552581
"2019-03-12 00:00:00",3865.97,10119143,1681288,11099236
"2019-03-13 00:00:00",3875.66,10098281,1589534,11200434
"2019-03-14 00:00:00",3873.62,10081040,1642143,11172293
"2019-03-15 00:00:00",3905.64,9830449,1623797,11476829
"2019-03-16 00:00:00",3997.05,9592369,661316,12707837
"2019-03-17 00:00:00",4000.68,9584764,779877,12635067
"2019-03-18 00:00:00",4001.65,9553532,927506,12537956
"2019-03-19 00:00:00",4002.26,9543583,1034000,12456907
"2019-03-20 00:00:00",4030.22,9445140,940225,12647415
"2019-03-21 00:00:00",4017.91,9490119,1002252,12563447
"2019-03-22 00:00:00",4001.11,9555095,1136156,12382899
"2019-03-23 00:00:00",4000.92,9548416,1204037,12355009
"2019-03-24 00:00:00",3990.33,9580531,1303977,12236249
"2019-03-25 00:00:00",3946.48,10271668,920640,11941664
