"DateTime","Price","Losses","Break Even","Profit"
"2017-12-25 00:00:00",13739.07,3173841,1181916,21811942
"2017-12-26 00:00:00",14921.58,2418273,1316782,22420331
"2017-12-27 00:00:00",15524.63,1564221,1940473,22711767
"2017-12-28 00:00:00",14485.79,2739576,1469402,22064785
"2017-12-29 00:00:00",14530.45,2451427,1916362,22003920
"2017-12-30 00:00:00",13211.78,4030438,1077574,21400262
"2017-12-31 00:00:00",13300.63,3869222,1265807,21354087
"2018-01-01 00:00:00",13399.6,3723790,1360148,21315981
"2018-01-02 00:00:00",14120.15,2629350,2366479,21478425
"2018-01-03 00:00:00",15007.36,2047928,2245999,22404911
"2018-01-04 00:00:00",14826.67,2053244,2608768,22317763
"2018-01-05 00:00:00",15979.66,1048770,2412734,23747543
"2018-01-06 00:00:00",16769.71,849205,1864159,24606029
"2018-01-07 00:00:00",16487.97,859489,2479934,24154694
"2018-01-08 00:00:00",15102.62,2561181,2883265,22184905
"2018-01-09 00:00:00",14805.92,2796630,2910996,22108554
"2018-01-10 00:00:00",14185.02,3590321,2712520,21654049
"2018-01-11 00:00:00",13902.96,4351642,2353871,21223666
"2018-01-12 00:00:00",13490.5,4968690,1884331,21025695
"2018-01-13 00:00:00",14212.66,3348886,3003697,21523095
"2018-01-14 00:00:00",13723.79,4169886,2519346,21098632
"2018-01-15 00:00:00",13886.27,4042412,2683960,21071951
"2018-01-16 00:00:00",11840.77,6699840,688609,20448793
"2018-01-17 00:00:00",10470.84,7140743,844789,19865224
"2018-01-18 00:00:00",11330.38,6407597,962670,20483577
"2018-01-19 00:00:00",11323.84,6119394,1125947,20432977
"2018-01-20 00:00:00",12266.58,5704224,773756,21068280
"2018-01-21 00:00:00",11944.54,5695159,1241955,20397819
"2018-01-22 00:00:00",10990.75,6172401,997912,20039539
"2018-01-23 00:00:00",10684.51,6022745,1298217,19784488
"2018-01-24 00:00:00",11019.08,5711806,1353339,19944123
"2018-01-25 00:00:00",11336.13,5333121,1569255,20049406
"2018-01-26 00:00:00",11001.7,5562145,1467723,19858647
"2018-01-27 00:00:00",11258.95,5207441,1723090,19939647
"2018-01-28 00:00:00",11736.07,4864560,1482656,20488063
"2018-01-29 00:00:00",11474.91,4934523,1919348,19971101
"2018-01-30 00:00:00",10567.46,6212974,1098704,19450585
"2018-01-31 00:00:00",10038.04,6684088,925477,19167188
"2018-02-01 00:00:00",9503.9,7022023,716285,19046181
"2018-02-02 00:00:00",8467.07,7527100,612794,18573826
"2018-02-03 00:00:00",8849.53,7291900,488161,18865090
"2018-02-04 00:00:00",8645.41,7133947,637782,18739490
"2018-02-05 00:00:00",7509.3,7719756,788190,17812384
"2018-02-06 00:00:00",6950.37,7944645,754161,17485764
"2018-02-07 00:00:00",7890.77,7014844,960180,18123755
"2018-02-08 00:00:00",8117.21,6659153,1047197,18269768
"2018-02-09 00:00:00",8259.28,6575529,1090142,18237940
"2018-02-10 00:00:00",8628.87,6335423,1087055,18380046
"2018-02-11 00:00:00",8217.83,6416055,1238295,17937530
"2018-02-12 00:00:00",8540.88,6141166,1233109,17992609
"2018-02-13 00:00:00",8667.25,6044727,1303446,17830808
"2018-02-14 00:00:00",9025.6,5749087,1049028,18142304
"2018-02-15 00:00:00",9793.48,5264198,795538,18790833
"2018-02-16 00:00:00",10011.76,5041664,1052878,18635529
"2018-02-17 00:00:00",10596.76,4523536,1157636,18912085
"2018-02-18 00:00:00",10724.68,4035220,1511269,18908417
"2018-02-19 00:00:00",10801.14,3987619,1603439,18676018
"2018-02-20 00:00:00",11466.59,3570178,1493694,19164700
"2018-02-21 00:00:00",10775.9,4054843,1685712,18477597
"2018-02-22 00:00:00",10349.38,4761590,1468913,18014054
"2018-02-23 00:00:00",10012.33,5170202,1243573,17761925
"2018-02-24 00:00:00",9962.27,5200225,1129525,17659839
"2018-02-25 00:00:00",9601.62,5523157,928338,17536775
"2018-02-26 00:00:00",9934.67,5129278,1284169,17547849
"2018-02-27 00:00:00",10516.81,4379498,1633314,17963570
"2018-02-28 00:00:00",10685.45,3995859,1681513,18197652
"2018-03-01 00:00:00",10668.93,4009573,1715180,18083917
"2018-03-02 00:00:00",10996.7,3640789,1876118,18283368
"2018-03-03 00:00:00",11286.89,3391074,1816939,18295445
"2018-03-04 00:00:00",11311.9,3351737,1624265,18291688
"2018-03-05 00:00:00",11562.85,3242484,1496752,18341035
"2018-03-06 00:00:00",11015.47,3456850,2117606,17323624
"2018-03-07 00:00:00",10192.22,5031638,1262349,16359975
"2018-03-08 00:00:00",9603.03,5651426,827814,15882614
"2018-03-09 00:00:00",8913.42,6330329,517488,15312180
"2018-03-10 00:00:00",9123.03,6048601,496068,15321828
"2018-03-11 00:00:00",9109.98,5887956,499044,15099848
"2018-03-12 00:00:00",9351.97,5489455,692748,15061875
"2018-03-13 00:00:00",9171.39,5521868,776601,14773722
"2018-03-14 00:00:00",8663.8,6007929,590182,14491458
"2018-03-15 00:00:00",8065.3,6465047,601222,14045527
"2018-03-16 00:00:00",8270.37,6230500,752227,14169300
"2018-03-17 00:00:00",8063.03,6363456,784943,14038966
"2018-03-18 00:00:00",7809.16,6571889,726084,13909197
"2018-03-19 00:00:00",8427.63,5909902,885557,14421165
"2018-03-20 00:00:00",8698.02,5702152,771139,14774170
"2018-03-21 00:00:00",8981.6,5346511,939777,14986976
"2018-03-22 00:00:00",8803.94,5467166,989383,14821159
"2018-03-23 00:00:00",8621.73,5712467,867307,14670304
"2018-03-24 00:00:00",8775.88,5400682,1164015,14651777
"2018-03-25 00:00:00",8543.11,5702672,1035955,14482062
"2018-03-26 00:00:00",8195.16,6302146,857895,14048985
"2018-03-27 00:00:00",7989.27,6374275,867493,13932059
"2018-03-28 00:00:00",7935.2,6406899,878378,13892034
"2018-03-29 00:00:00",7455.44,7140593,451938,13611275
"2018-03-30 00:00:00",6937.77,7438825,403849,13407412
"2018-03-31 00:00:00",7017.37,7295588,530848,13405755
"2018-04-01 00:00:00",6759.88,7464140,466491,13319806
"2018-04-02 00:00:00",7505.48,6848306,614859,13817518
"2018-04-03 00:00:00",7284.43,6921495,752726,13610062
"2018-04-04 00:00:00",7084.76,7167871,695481,13442273
"2018-04-05 00:00:00",6768.02,7480897,548589,13296522
"2018-04-06 00:00:00",6698.1,7486279,563990,13297082
"2018-04-07 00:00:00",6854.16,7198964,781075,13339050
"2018-04-08 00:00:00",7021.53,6966860,924975,13461915
"2018-04-09 00:00:00",6918.99,7069554,923600,13351836
"2018-04-10 00:00:00",6799.78,7192559,882580,13286214
"2018-04-11 00:00:00",6919.27,6981543,1053689,13336385
"2018-04-12 00:00:00",7421.64,6495869,654527,14220408
"2018-04-13 00:00:00",7997.98,5739232,931490,14745645
"2018-04-14 00:00:00",8018.27,5715184,989669,14742737
"2018-04-15 00:00:00",8229.04,5465927,1169297,14790070
"2018-04-16 00:00:00",8180.09,5479383,1145003,14672774
"2018-04-17 00:00:00",8022.86,5584391,1192724,14541292
"2018-04-18 00:00:00",8077.75,5559143,1270810,14524708
"2018-04-19 00:00:00",8228.72,5352233,1391740,14659323
"2018-04-20 00:00:00",8594.31,4956707,832010,15668712
"2018-04-21 00:00:00",8839.5,4696620,945738,15792846
"2018-04-22 00:00:00",8916.21,4677913,979313,15822794
"2018-04-23 00:00:00",8914.97,4667367,1079341,15777084
"2018-04-24 00:00:00",9349.8,4409975,672418,16448253
"2018-04-25 00:00:00",9261.15,4413606,1011923,16093703
"2018-04-26 00:00:00",8992.25,4618332,1200708,15711169
"2018-04-27 00:00:00",9154.67,4501574,1209943,15854131
"2018-04-28 00:00:00",9164.21,4490829,1252548,15855345
"2018-04-29 00:00:00",9370.87,4361812,963278,16308444
"2018-04-30 00:00:00",9296.71,4361735,1201465,16090891
"2018-05-01 00:00:00",9051.38,4614471,1404204,15707205
"2018-05-02 00:00:00",9132.72,4510951,1343631,15834959
"2018-05-03 00:00:00",9494.74,4310423,741193,16675249
"2018-05-04 00:00:00",9666.18,4121314,652445,16979935
"2018-05-05 00:00:00",9827.97,3980044,647706,17135084
"2018-05-06 00:00:00",9689.45,4091470,817580,16866671
"2018-05-07 00:00:00",9432.18,4428792,888517,16429484
"2018-05-08 00:00:00",9267.58,4604715,1253825,15897351
"2018-05-09 00:00:00",9180.37,4720394,1308083,15756593
"2018-05-10 00:00:00",9205.54,4690418,1389752,15731756
"2018-05-11 00:00:00",8697.89,5896340,817956,15042556
"2018-05-12 00:00:00",8439.88,6278484,690123,14792516
"2018-05-13 00:00:00",8562.44,6094598,712311,14967534
"2018-05-14 00:00:00",8597.86,5981925,851967,14948792
"2018-05-15 00:00:00",8644.97,5880766,880656,15033905
"2018-05-16 00:00:00",8310.41,6579009,737664,14498789
"2018-05-17 00:00:00",8246.11,6549783,873823,14354983
"2018-05-18 00:00:00",8110.4,6568643,1016866,14167686
"2018-05-19 00:00:00",8279.04,6336561,1037809,14388461
"2018-05-20 00:00:00",8386.46,6196060,889640,14718914
"2018-05-21 00:00:00",8466.87,5877501,945002,14970925
"2018-05-22 00:00:00",8195.52,6486693,1101819,14224889
"2018-05-23 00:00:00",7746.15,7530916,359198,13934014
"2018-05-24 00:00:00",7506.63,7751322,397794,13717719
"2018-05-25 00:00:00",7500.17,7669207,497603,13714344
"2018-05-26 00:00:00",7470.7,7651911,549016,13711016
"2018-05-27 00:00:00",7338.37,7689196,689650,13562937
"2018-05-28 00:00:00",7274.23,7959173,407227,13545548
"2018-05-29 00:00:00",7301.02,7788818,582269,13543331
"2018-05-30 00:00:00",7433.43,7431128,846155,13655159
"2018-05-31 00:00:00",7479.2,7366088,720975,13841923
"2018-06-01 00:00:00",7492.47,7304155,850606,13844734
"2018-06-02 00:00:00",7582.57,7259882,829639,13923102
"2018-06-03 00:00:00",7690.86,7102614,434309,14488349
"2018-06-04 00:00:00",7614.97,7093223,890286,13997587
"2018-06-05 00:00:00",7533.84,7231487,980291,13775569
"2018-06-06 00:00:00",7603.17,7059134,1049899,13886856
"2018-06-07 00:00:00",7703.53,6958420,658613,14389471
"2018-06-08 00:00:00",7634.56,6973621,1113700,13941761
"2018-06-09 00:00:00",7593.73,6994884,1248610,13800666
"2018-06-10 00:00:00",7088.01,8448395,438003,13161242
"2018-06-11 00:00:00",6783.37,8766553,343622,12953872
"2018-06-12 00:00:00",6675.47,8772636,398049,12884622
"2018-06-13 00:00:00",6381.82,9017656,220736,12799595
"2018-06-14 00:00:00",6502.83,8887436,317624,12850322
"2018-06-15 00:00:00",6523.96,8818494,401885,12843983
"2018-06-16 00:00:00",6457.57,8794983,467422,12838008
"2018-06-17 00:00:00",6516.08,8751365,525684,12841773
"2018-06-18 00:00:00",6601.72,8592596,614104,12919309
"2018-06-19 00:00:00",6755.9,8308105,528969,13243322
"2018-06-20 00:00:00",6693.93,8312825,623752,13153295
"2018-06-21 00:00:00",6738.87,8227776,694262,13187062
"2018-06-22 00:00:00",6336.42,9056664,311563,12746776
"2018-06-23 00:00:00",6145.54,9248036,207133,12685205
"2018-06-24 00:00:00",6018.08,9227304,314260,12615265
"2018-06-25 00:00:00",6219.85,9005010,373925,12766268
"2018-06-26 00:00:00",6176.92,9035570,410488,12713191
"2018-06-27 00:00:00",6106.9,9042337,526143,12590446
"2018-06-28 00:00:00",6008.25,9151446,445521,12553424
"2018-06-29 00:00:00",6049.85,9023560,583507,12576665
"2018-06-30 00:00:00",6348.92,8613736,478165,13072143
"2018-07-01 00:00:00",6346.11,8607662,529695,13040913
"2018-07-02 00:00:00",6105.79,8968019,668266,12535724
"2018-07-03 00:00:00",6571.89,8018578,774591,13359548
"2018-07-04 00:00:00",6594.55,7951027,865611,13356672
