"DateTime","Netflow","Price"
"2015-12-11 00:00:00",45549.92,433.55
"2015-12-12 00:00:00",-2975.786919,435.7
"2015-12-13 00:00:00",-4661.639866,430.87
"2015-12-14 00:00:00",-5732.340525,439.15
"2015-12-15 00:00:00",14112.61,452.48
"2015-12-16 00:00:00",-5785.3284,451.27
"2015-12-17 00:00:00",341.22,452.87
"2015-12-18 00:00:00",279.83,459.79
"2015-12-19 00:00:00",-5727.825644,459.16
"2015-12-20 00:00:00",141.67,446.93
"2015-12-21 00:00:00",-11600.249468,434.77
"2015-12-22 00:00:00",-2108.222264,438.24
"2015-12-23 00:00:00",-1675.647757,439.53
"2015-12-24 00:00:00",-165.682946,451.19
"2015-12-25 00:00:00",-2452.150962,453.48
"2015-12-26 00:00:00",25.01,428.47
"2015-12-27 00:00:00",0,415.8
"2015-12-28 00:00:00",3145.03,423.5
"2015-12-29 00:00:00",50.44,426.43
"2015-12-30 00:00:00",150.83,427.91
"2015-12-31 00:00:00",27040.68,425.13
"2016-01-01 00:00:00",934.25,431.91
"2016-01-02 00:00:00",342.22,434.08
"2016-01-03 00:00:00",5335.83,428.62
"2016-01-04 00:00:00",-1784.43514,431.93
"2016-01-05 00:00:00",228.78,432.06
"2016-01-06 00:00:00",540.95,428.56
"2016-01-07 00:00:00",21060.74,443.03
"2016-01-08 00:00:00",-286.248446,454.72
"2016-01-09 00:00:00",20802.54,449.73
"2016-01-10 00:00:00",183.23,443.75
"2016-01-11 00:00:00",5792.61,446.42
"2016-01-12 00:00:00",15867.26,445.78
"2016-01-13 00:00:00",1436.05,432.06
"2016-01-14 00:00:00",20923.05,430.38
"2016-01-15 00:00:00",5705.01,397.43
"2016-01-16 00:00:00",978.1,368.56
"2016-01-17 00:00:00",118.08,384.22
"2016-01-18 00:00:00",20411.1,380.25
"2016-01-19 00:00:00",114.62,381.29
"2016-01-20 00:00:00",1312.35,399.89
"2016-01-21 00:00:00",6143.68,413.64
"2016-01-22 00:00:00",-51132.004737,393.2
"2016-01-23 00:00:00",52851.31,387.85
"2016-01-24 00:00:00",2163.24,395.47
"2016-01-25 00:00:00",45458.92,395.32
"2016-01-26 00:00:00",-36.904449,392.82
"2016-01-27 00:00:00",2125.94,393.36
"2016-01-28 00:00:00",-602.236899,386.07
"2016-01-29 00:00:00",6156.65,374.62
"2016-01-30 00:00:00",17558.54,378.4
