"DateTime","Number of Large Transactions","Price"
"2018-03-23 00:00:00",7895,8621.73
"2018-03-24 00:00:00",5481,8775.88
"2018-03-25 00:00:00",4657,8543.11
"2018-03-26 00:00:00",7035,8195.16
"2018-03-27 00:00:00",7592,7989.27
"2018-03-28 00:00:00",6607,7935.2
"2018-03-29 00:00:00",7275,7455.44
"2018-03-30 00:00:00",7658,6937.77
"2018-03-31 00:00:00",5147,7017.37
"2018-04-01 00:00:00",4283,6759.88
"2018-04-02 00:00:00",6165,7505.48
"2018-04-03 00:00:00",7288,7284.43
"2018-04-04 00:00:00",7087,7084.76
"2018-04-05 00:00:00",6851,6768.02
"2018-04-06 00:00:00",6527,6698.1
"2018-04-07 00:00:00",4361,6854.16
"2018-04-08 00:00:00",3826,7021.53
"2018-04-09 00:00:00",6345,6918.99
"2018-04-10 00:00:00",6490,6799.78
"2018-04-11 00:00:00",6500,6919.27
"2018-04-12 00:00:00",9541,7421.64
"2018-04-13 00:00:00",9733,7997.98
"2018-04-14 00:00:00",5659,8018.27
"2018-04-15 00:00:00",5900,8229.04
"2018-04-16 00:00:00",7161,8180.09
"2018-04-17 00:00:00",7617,8022.86
"2018-04-18 00:00:00",7422,8077.75
"2018-04-19 00:00:00",8786,8228.72
"2018-04-20 00:00:00",8797,8594.31
"2018-04-21 00:00:00",7101,8839.5
"2018-04-22 00:00:00",6067,8916.21
"2018-04-23 00:00:00",8175,8914.97
"2018-04-24 00:00:00",10926,9349.8
"2018-04-25 00:00:00",10096,9261.15
"2018-04-26 00:00:00",8821,8992.25
"2018-04-27 00:00:00",8384,9154.67
"2018-04-28 00:00:00",6944,9164.21
"2018-04-29 00:00:00",8488,9370.87
"2018-04-30 00:00:00",8955,9296.71
"2018-05-01 00:00:00",8267,9051.38
"2018-05-02 00:00:00",8778,9132.72
"2018-05-03 00:00:00",10657,9494.74
"2018-05-04 00:00:00",9600,9666.18
"2018-05-05 00:00:00",7559,9827.97
"2018-05-06 00:00:00",6863,9689.45
"2018-05-07 00:00:00",8447,9432.18
"2018-05-08 00:00:00",8691,9267.58
"2018-05-09 00:00:00",8084,9180.37
"2018-05-10 00:00:00",9500,9205.54
"2018-05-11 00:00:00",10464,8697.89
"2018-05-12 00:00:00",6733,8439.88
"2018-05-13 00:00:00",5551,8562.44
"2018-05-14 00:00:00",8977,8597.86
"2018-05-15 00:00:00",8415,8644.97
"2018-05-16 00:00:00",7993,8310.41
"2018-05-17 00:00:00",7834,8246.11
"2018-05-18 00:00:00",7786,8110.4
"2018-05-19 00:00:00",5384,8279.04
"2018-05-20 00:00:00",5121,8386.46
"2018-05-21 00:00:00",7365,8466.87
"2018-05-22 00:00:00",7340,8195.52
"2018-05-23 00:00:00",8327,7746.15
"2018-05-24 00:00:00",8028,7506.63
"2018-05-25 00:00:00",6896,7500.17
"2018-05-26 00:00:00",4645,7470.7
"2018-05-27 00:00:00",4223,7338.37
"2018-05-28 00:00:00",7211,7274.23
"2018-05-29 00:00:00",7815,7301.02
"2018-05-30 00:00:00",7497,7433.43
"2018-05-31 00:00:00",6892,7479.2
"2018-06-01 00:00:00",7272,7492.47
"2018-06-02 00:00:00",4916,7582.57
"2018-06-03 00:00:00",4360,7690.86
"2018-06-04 00:00:00",6590,7614.97
"2018-06-05 00:00:00",6402,7533.84
"2018-06-06 00:00:00",6096,7603.17
"2018-06-07 00:00:00",6281,7703.53
"2018-06-08 00:00:00",6382,7634.56
"2018-06-09 00:00:00",4638,7593.73
"2018-06-10 00:00:00",6006,7088.01
"2018-06-11 00:00:00",7262,6783.37
"2018-06-12 00:00:00",6634,6675.47
"2018-06-13 00:00:00",7139,6381.82
"2018-06-14 00:00:00",6868,6502.83
"2018-06-15 00:00:00",6152,6523.96
"2018-06-16 00:00:00",3378,6457.57
"2018-06-17 00:00:00",3290,6516.08
"2018-06-18 00:00:00",5205,6601.72
"2018-06-19 00:00:00",5584,6755.9
"2018-06-20 00:00:00",5429,6693.93
"2018-06-21 00:00:00",5773,6738.87
"2018-06-22 00:00:00",6403,6336.42
"2018-06-23 00:00:00",4068,6145.54
"2018-06-24 00:00:00",4337,6018.08
"2018-06-25 00:00:00",5968,6219.85
"2018-06-26 00:00:00",5738,6176.92
"2018-06-27 00:00:00",5169,6106.9
"2018-06-28 00:00:00",4873,6008.25
"2018-06-29 00:00:00",5343,6049.85
"2018-06-30 00:00:00",4561,6348.92
"2018-07-01 00:00:00",3140,6346.11
"2018-07-02 00:00:00",5259,6105.79
"2018-07-03 00:00:00",6113,6571.89
"2018-07-04 00:00:00",6016,6594.55
"2018-07-05 00:00:00",6224,6569.78
"2018-07-06 00:00:00",5901,6545.79
"2018-07-07 00:00:00",4193,6666.33
"2018-07-08 00:00:00",3910,6733.5
"2018-07-09 00:00:00",5711,6714.34
"2018-07-10 00:00:00",6429,6480.42
"2018-07-11 00:00:00",5817,6349.64
"2018-07-12 00:00:00",5988,6239.47
"2018-07-13 00:00:00",5610,6240.38
"2018-07-14 00:00:00",4245,6261.32
"2018-07-15 00:00:00",4778,6323.63
"2018-07-16 00:00:00",6656,6555.84
"2018-07-17 00:00:00",7802,7076.9
"2018-07-18 00:00:00",8412,7422.18
"2018-07-19 00:00:00",6918,7426.8
"2018-07-20 00:00:00",6884,7477.95
"2018-07-21 00:00:00",4931,7336.72
"2018-07-22 00:00:00",4207,7457.27
"2018-07-23 00:00:00",7845,7587.63
"2018-07-24 00:00:00",9077,8088.94
"2018-07-25 00:00:00",8596,8271.09
"2018-07-26 00:00:00",6935,8082.46
"2018-07-27 00:00:00",6624,8042.13
"2018-07-28 00:00:00",4890,8154.04
"2018-07-29 00:00:00",4358,8207.54
"2018-07-30 00:00:00",7136,8070.53
"2018-07-31 00:00:00",6873,7919.99
"2018-08-01 00:00:00",6863,7605.03
"2018-08-02 00:00:00",6267,7592.09
"2018-08-03 00:00:00",6537,7419.63
"2018-08-04 00:00:00",4575,7215.52
"2018-08-05 00:00:00",4946,6995.42
"2018-08-06 00:00:00",6117,7007.59
"2018-08-07 00:00:00",6864,6917.94
"2018-08-08 00:00:00",7028,6428.51
"2018-08-09 00:00:00",6076,6413.13
"2018-08-10 00:00:00",6157,6304.03
"2018-08-11 00:00:00",5271,6251.41
"2018-08-12 00:00:00",3526,6330.14
"2018-08-13 00:00:00",6290,6351.03
"2018-08-14 00:00:00",7491,6079.19
"2018-08-15 00:00:00",6791,6406.85
"2018-08-16 00:00:00",6469,6347.7
"2018-08-17 00:00:00",6103,6447.59
"2018-08-18 00:00:00",4196,6472.3
"2018-08-19 00:00:00",3543,6445.72
"2018-08-20 00:00:00",6052,6392.97
"2018-08-21 00:00:00",6657,6383.25
"2018-08-22 00:00:00",6298,6577.57
"2018-08-23 00:00:00",5760,6466.12
"2018-08-24 00:00:00",6114,6609.3
"2018-08-25 00:00:00",4774,6746.54
"2018-08-26 00:00:00",3729,6690.83
"2018-08-27 00:00:00",6538,6809.53
"2018-08-28 00:00:00",7847,7006.96
"2018-08-29 00:00:00",6871,7041.12
"2018-08-30 00:00:00",6766,6945.67
"2018-08-31 00:00:00",7932,6999.91
"2018-09-01 00:00:00",5455,7148.81
"2018-09-02 00:00:00",4613,7264.55
"2018-09-03 00:00:00",6224,7277.74
"2018-09-04 00:00:00",7000,7332.21
"2018-09-05 00:00:00",7497,7047.75
"2018-09-06 00:00:00",7712,6511.15
"2018-09-07 00:00:00",6422,6447.44
"2018-09-08 00:00:00",4396,6307.67
"2018-09-09 00:00:00",4421,6306.54
"2018-09-10 00:00:00",6322,6309.53
"2018-09-11 00:00:00",6940,6307.35
"2018-09-12 00:00:00",6100,6283.09
"2018-09-13 00:00:00",6515,6435.99
"2018-09-14 00:00:00",5947,6492.72
"2018-09-15 00:00:00",4810,6523.33
"2018-09-16 00:00:00",3935,6464.68
"2018-09-17 00:00:00",6852,6377.83
"2018-09-18 00:00:00",6738,6315.82
"2018-09-19 00:00:00",6530,6326.96
"2018-09-20 00:00:00",6564,6456.63
"2018-09-21 00:00:00",8447,6643.12
"2018-09-22 00:00:00",5385,6733.75
"2018-09-23 00:00:00",4113,6716.23
"2018-09-24 00:00:00",5564,6637.71
"2018-09-25 00:00:00",6697,6458.38
"2018-09-26 00:00:00",6704,6463.54
"2018-09-27 00:00:00",6731,6584.35
"2018-09-28 00:00:00",7837,6675.76
"2018-09-29 00:00:00",5653,6554.83
"2018-09-30 00:00:00",5041,6642.82
"2018-10-01 00:00:00",6550,6586.57
"2018-10-02 00:00:00",7474,6548.5
"2018-10-03 00:00:00",6759,6483.03
"2018-10-04 00:00:00",6429,6554.59
"2018-10-05 00:00:00",6361,6615.27
"2018-10-06 00:00:00",4645,6600.17
"2018-10-07 00:00:00",3840,6578.76
"2018-10-08 00:00:00",6198,6631.66
"2018-10-09 00:00:00",6072,6623.2
"2018-10-10 00:00:00",7318,6560.54
"2018-10-11 00:00:00",8217,6376.77
"2018-10-12 00:00:00",6913,6235.21
"2018-10-13 00:00:00",4192,6259.83
"2018-10-14 00:00:00",4236,6296.87
"2018-10-15 00:00:00",8650,6739.8
"2018-10-16 00:00:00",7209,6635.23
"2018-10-17 00:00:00",7462,6550.4
"2018-10-18 00:00:00",7131,6530.66
"2018-10-19 00:00:00",6814,6476.23
"2018-10-20 00:00:00",4489,6520.33
"2018-10-21 00:00:00",4040,6515.93
"2018-10-22 00:00:00",6752,6495.81
"2018-10-23 00:00:00",6833,6467.59
"2018-10-24 00:00:00",6763,6502.04
"2018-10-25 00:00:00",6603,6465.1
"2018-10-26 00:00:00",5226,6477.91
"2018-10-27 00:00:00",3904,6462.48
"2018-10-28 00:00:00",3265,6463.99
"2018-10-29 00:00:00",5904,6382.99
"2018-10-30 00:00:00",5734,6313.49
"2018-10-31 00:00:00",6339,6316.37
"2018-11-01 00:00:00",6391,6362.6
"2018-11-02 00:00:00",6395,6396.25
"2018-11-03 00:00:00",3529,6367.53
"2018-11-04 00:00:00",3769,6425.04
"2018-11-05 00:00:00",6810,6441.25
"2018-11-06 00:00:00",6167,6447.69
"2018-11-07 00:00:00",6204,6519.69
"2018-11-08 00:00:00",5830,6490.35
"2018-11-09 00:00:00",6064,6405.21
"2018-11-10 00:00:00",4163,6398.05
"2018-11-11 00:00:00",3565,6370.28
"2018-11-12 00:00:00",6429,6393.14
"2018-11-13 00:00:00",6445,6352.51
"2018-11-14 00:00:00",7118,5922.82
"2018-11-15 00:00:00",7390,5533.91
"2018-11-16 00:00:00",6306,5582.21
"2018-11-17 00:00:00",3909,5563.36
"2018-11-18 00:00:00",3180,5634.65
"2018-11-19 00:00:00",6551,5186.5
"2018-11-20 00:00:00",7605,4560.91
"2018-11-21 00:00:00",5501,4502.57
"2018-11-22 00:00:00",4841,4468.97
"2018-11-23 00:00:00",5143,4288.33
"2018-11-24 00:00:00",3935,4086.6
"2018-11-25 00:00:00",4489,3857.99
"2018-11-26 00:00:00",5266,3861.76
"2018-11-27 00:00:00",5021,3746.01
"2018-11-28 00:00:00",5832,4110.76
"2018-11-29 00:00:00",5363,4287.54
"2018-11-30 00:00:00",7578,4123.68
"2018-12-01 00:00:00",9054,4126.14
"2018-12-02 00:00:00",5926,4198.23
"2018-12-03 00:00:00",5591,3977.1
"2018-12-04 00:00:00",7114,3926.8
"2018-12-05 00:00:00",5765,3840.5
"2018-12-06 00:00:00",6080,3675.68
"2018-12-07 00:00:00",5481,3412.06
"2018-12-08 00:00:00",3216,3448.85
"2018-12-09 00:00:00",2752,3577.54
"2018-12-10 00:00:00",4266,3531.13
"2018-12-11 00:00:00",4272,3416.28
"2018-12-12 00:00:00",4200,3462.93
"2018-12-13 00:00:00",4412,3383.29
"2018-12-14 00:00:00",4313,3257.1
"2018-12-15 00:00:00",3151,3220.65
"2018-12-16 00:00:00",3094,3273.62
"2018-12-17 00:00:00",4597,3439.36
"2018-12-18 00:00:00",5150,3604.73
"2018-12-19 00:00:00",5742,3831.64
"2018-12-20 00:00:00",5708,3969.17
"2018-12-21 00:00:00",5462,4039.46
"2018-12-22 00:00:00",3122,3954.79
"2018-12-23 00:00:00",2488,4045.02
"2018-12-24 00:00:00",4096,4154.98
"2018-12-25 00:00:00",3135,3914.73
"2018-12-26 00:00:00",3809,3835.4
"2018-12-27 00:00:00",4091,3755.66
"2018-12-28 00:00:00",4075,3818.07
"2018-12-29 00:00:00",3199,3889.26
"2018-12-30 00:00:00",2276,3842.99
"2018-12-31 00:00:00",3114,3802.88
"2019-01-01 00:00:00",2242,3817.85
"2019-01-02 00:00:00",4132,3907.94
"2019-01-03 00:00:00",4261,3872.14
"2019-01-04 00:00:00",4431,3842.77
"2019-01-05 00:00:00",2678,3884.03
"2019-01-06 00:00:00",2855,3987.13
"2019-01-07 00:00:00",4470,4066.98
"2019-01-08 00:00:00",4756,4073.25
"2019-01-09 00:00:00",4941,4052.96
"2019-01-10 00:00:00",5083,3858.08
"2019-01-11 00:00:00",4226,3673.05
"2019-01-12 00:00:00",2892,3651.66
"2019-01-13 00:00:00",2550,3601.72
"2019-01-14 00:00:00",4109,3646.71
"2019-01-15 00:00:00",4896,3657.4
"2019-01-16 00:00:00",4738,3657.88
"2019-01-17 00:00:00",4174,3641.1
"2019-01-18 00:00:00",3806,3652.92
"2019-01-19 00:00:00",2559,3721.32
"2019-01-20 00:00:00",2468,3641.95
"2019-01-21 00:00:00",3531,3567.51
"2019-01-22 00:00:00",4517,3554.73
"2019-01-23 00:00:00",4294,3587.56
"2019-01-24 00:00:00",4248,3581.42
"2019-01-25 00:00:00",4076,3573.42
"2019-01-26 00:00:00",2865,3627.51
"2019-01-27 00:00:00",2355,3558.64
"2019-01-28 00:00:00",4819,3485.06
"2019-01-29 00:00:00",4733,3416.2
"2019-01-30 00:00:00",4557,3442.43
"2019-01-31 00:00:00",4755,3461.31
"2019-02-01 00:00:00",4732,3438.76
"2019-02-02 00:00:00",3088,3480.18
"2019-02-03 00:00:00",2278,3469.43
"2019-02-04 00:00:00",3791,3450.01
"2019-02-05 00:00:00",4700,3431.78
"2019-02-06 00:00:00",4188,3410.79
"2019-02-07 00:00:00",4338,3387.82
"2019-02-08 00:00:00",4865,3549.21
"2019-02-09 00:00:00",3654,3644.91
"2019-02-10 00:00:00",3015,3650.39
"2019-02-11 00:00:00",3889,3648.39
"2019-02-12 00:00:00",4283,3611.45
"2019-02-13 00:00:00",4281,3622.95
"2019-02-14 00:00:00",3845,3593.55
"2019-02-15 00:00:00",4267,3608.3
"2019-02-16 00:00:00",3188,3615.9
"2019-02-17 00:00:00",2975,3657.18
"2019-02-18 00:00:00",5356,3806.93
"2019-02-19 00:00:00",5842,3946.72
"2019-02-20 00:00:00",5219,3945.61
"2019-02-21 00:00:00",4687,3963.41
"2019-02-22 00:00:00",4490,3956.91
"2019-02-23 00:00:00",4353,4070.44
"2019-02-24 00:00:00",3789,3988.5
"2019-02-25 00:00:00",5164,3828.3
"2019-02-26 00:00:00",4981,3822.28
"2019-02-27 00:00:00",4644,3775.69
"2019-02-28 00:00:00",4898,3853.93
"2019-03-01 00:00:00",4688,3844.4
"2019-03-02 00:00:00",3510,3818.56
"2019-03-03 00:00:00",3399,3820.66
"2019-03-04 00:00:00",4906,3768.08
"2019-03-05 00:00:00",4893,3807.01
"2019-03-06 00:00:00",4829,3877.84
"2019-03-07 00:00:00",4749,3882.48
"2019-03-08 00:00:00",4576,3868.5
"2019-03-09 00:00:00",3587,3917.96
"2019-03-10 00:00:00",2944,3923.02
"2019-03-11 00:00:00",4998,3895.72
"2019-03-12 00:00:00",4919,3865.97
"2019-03-13 00:00:00",4465,3875.66
"2019-03-14 00:00:00",5301,3873.62
"2019-03-15 00:00:00",5259,3905.64
"2019-03-16 00:00:00",4377,3997.05
"2019-03-17 00:00:00",3579,4000.68
"2019-03-18 00:00:00",4990,4001.65
"2019-03-19 00:00:00",4775,4002.26
"2019-03-20 00:00:00",5115,4030.22
"2019-03-21 00:00:00",4718,4017.91
"2019-03-22 00:00:00",4348,4001.11
"2019-03-23 00:00:00",3257,4000.92
"2019-03-24 00:00:00",3118,3990.33
"2019-03-25 00:00:00",5184,3946.48
"2019-03-26 00:00:00",5323,3922.86
"2019-03-27 00:00:00",5604,3993.56
"2019-03-28 00:00:00",5346,4030.57
"2019-03-29 00:00:00",6318,4077.06
"2019-03-30 00:00:00",4064,4106.88
"2019-03-31 00:00:00",3337,4114.11
"2019-04-01 00:00:00",5295,4123.26
"2019-04-02 00:00:00",7966,4626.06
"2019-04-03 00:00:00",7751,5083.65
"2019-04-04 00:00:00",7477,4935.88
"2019-04-05 00:00:00",7491,4985.87
"2019-04-06 00:00:00",4289,5089.09
"2019-04-07 00:00:00",4426,5155.16
"2019-04-08 00:00:00",6891,5244.56
"2019-04-09 00:00:00",6783,5226.61
"2019-04-10 00:00:00",7053,5319.78
"2019-04-11 00:00:00",7129,5165.66
"2019-04-12 00:00:00",6548,5023.12
"2019-04-13 00:00:00",3870,5092.58
"2019-04-14 00:00:00",3951,5109.01
"2019-04-15 00:00:00",6519,5082.31
"2019-04-16 00:00:00",6237,5130.59
"2019-04-17 00:00:00",7026,5230.79
"2019-04-18 00:00:00",6878,5275.39
"2019-04-19 00:00:00",5860,5282.6
"2019-04-20 00:00:00",4592,5320.53
"2019-04-21 00:00:00",3670,5290.68
"2019-04-22 00:00:00",5485,5355.25
"2019-04-23 00:00:00",6812,5499.07
"2019-04-24 00:00:00",8076,5511.99
"2019-04-25 00:00:00",7180,5276.65
"2019-04-26 00:00:00",7560,5233.06
"2019-04-27 00:00:00",4263,5237.71
"2019-04-28 00:00:00",4269,5266.06
"2019-04-29 00:00:00",6542,5231.16
"2019-04-30 00:00:00",6790,5298.44
"2019-05-01 00:00:00",5391,5381.94
"2019-05-02 00:00:00",6617,5459.22
"2019-05-03 00:00:00",7832,5688.34
"2019-05-04 00:00:00",5474,5748.75
"2019-05-05 00:00:00",4513,5779.62
"2019-05-06 00:00:00",6295,5733.91
"2019-05-07 00:00:00",7074,5889.86
"2019-05-08 00:00:00",7022,5892.67
"2019-05-09 00:00:00",7163,6091.78
"2019-05-10 00:00:00",7151,6288.89
"2019-05-11 00:00:00",9476,6875.98
"2019-05-12 00:00:00",7180,7167.41
"2019-05-13 00:00:00",9269,7500.59
"2019-05-14 00:00:00",13173,7964.18
"2019-05-15 00:00:00",16652,8056.61
"2019-05-16 00:00:00",12876,8015.65
"2019-05-17 00:00:00",11904,7299.83
"2019-05-18 00:00:00",6820,7352.7
"2019-05-19 00:00:00",8437,7769.46
"2019-05-20 00:00:00",10902,7892.5
"2019-05-21 00:00:00",11461,7955.05
"2019-05-22 00:00:00",10846,7783.71
"2019-05-23 00:00:00",14006,7725
"2019-05-24 00:00:00",13436,7983.51
"2019-05-25 00:00:00",10006,8044.75
"2019-05-26 00:00:00",8823,8336.77
"2019-05-27 00:00:00",12761,8799.99
"2019-05-28 00:00:00",13522,8690.46
"2019-05-29 00:00:00",12969,8602.29
"2019-05-30 00:00:00",15404,8546.55
"2019-05-31 00:00:00",17882,8343.39
"2019-06-01 00:00:00",12028,8539.43
"2019-06-02 00:00:00",9749,8683.69
"2019-06-03 00:00:00",12138,8406.71
"2019-06-04 00:00:00",13318,7789.22
"2019-06-05 00:00:00",11673,7754.51
"2019-06-06 00:00:00",10053,7669.81
"2019-06-07 00:00:00",12437,7947.5
"2019-06-08 00:00:00",11954,7927.69
"2019-06-09 00:00:00",8108,7750.33
"2019-06-10 00:00:00",11708,7797.52
"2019-06-11 00:00:00",13211,7887.18
"2019-06-12 00:00:00",14416,8042.29
"2019-06-13 00:00:00",12605,8189.93
"2019-06-14 00:00:00",11685,8452.41
"2019-06-15 00:00:00",9169,8763.31
"2019-06-16 00:00:00",10905,9086.92
"2019-06-17 00:00:00",12516,9222.92
"2019-06-18 00:00:00",12114,9149.53
"2019-06-19 00:00:00",11437,9179.33
"2019-06-20 00:00:00",13476,9410.05
"2019-06-21 00:00:00",15643,9883.86
"2019-06-22 00:00:00",12780,10647.15
"2019-06-23 00:00:00",8671,10899.66
"2019-06-24 00:00:00",11447,10828.31
"2019-06-25 00:00:00",13662,11385.3
"2019-06-26 00:00:00",18502,12752.93
"2019-06-27 00:00:00",15408,11824.7
"2019-06-28 00:00:00",15626,11602.88
"2019-06-29 00:00:00",10751,11857.59
"2019-06-30 00:00:00",11734,11438.93
"2019-07-01 00:00:00",12640,10606.72
"2019-07-02 00:00:00",12571,10302.85
"2019-07-03 00:00:00",13647,11425.75
"2019-07-04 00:00:00",12994,11561.4
"2019-07-05 00:00:00",10646,11111.66
"2019-07-06 00:00:00",10144,11347.34
"2019-07-07 00:00:00",9060,11357.43
"2019-07-08 00:00:00",11709,11862.65
"2019-07-09 00:00:00",12520,12462.69
"2019-07-10 00:00:00",13701,12376.84
"2019-07-11 00:00:00",13046,11551.15
"2019-07-12 00:00:00",11301,11514.26
"2019-07-13 00:00:00",9708,11331.7
"2019-07-14 00:00:00",8963,10783.39
"2019-07-15 00:00:00",13688,10473.6
"2019-07-16 00:00:00",13427,10196.29
"2019-07-17 00:00:00",16196,9534.38
"2019-07-18 00:00:00",14668,10034.58
"2019-07-19 00:00:00",12238,10446.29
"2019-07-20 00:00:00",9871,10736.76
"2019-07-21 00:00:00",9060,10581.94
"2019-07-22 00:00:00",9004,10374.33
"2019-07-23 00:00:00",9182,10074.53
"2019-07-24 00:00:00",10151,9728.16
"2019-07-25 00:00:00",10562,9964.57
"2019-07-26 00:00:00",9515,9779.29
"2019-07-27 00:00:00",9831,9756.71
"2019-07-28 00:00:00",8004,9363.58
"2019-07-29 00:00:00",8548,9552.3
"2019-07-30 00:00:00",10740,9570.66
"2019-07-31 00:00:00",10818,9852.77
"2019-08-01 00:00:00",13015,10189.65
"2019-08-02 00:00:00",12249,10503.73
"2019-08-03 00:00:00",9512,10712.18
"2019-08-04 00:00:00",9608,10823.6
"2019-08-05 00:00:00",12602,11462.13
"2019-08-06 00:00:00",13447,11770.48
"2019-08-07 00:00:00",13439,11766.27
"2019-08-08 00:00:00",12259,11770.46
"2019-08-09 00:00:00",13638,11850.81
"2019-08-10 00:00:00",11813,11601.89
"2019-08-11 00:00:00",11377,11338.36
"2019-08-12 00:00:00",10854,11397.56
"2019-08-13 00:00:00",13839,11102.39
"2019-08-14 00:00:00",13661,10399.01
"2019-08-15 00:00:00",17729,9974.37
"2019-08-16 00:00:00",11560,10154.65
"2019-08-17 00:00:00",11244,10242.7
"2019-08-18 00:00:00",11942,10296.17
"2019-08-19 00:00:00",9072,10592.57
"2019-08-20 00:00:00",11254,10766.22
"2019-08-21 00:00:00",12631,10337.89
"2019-08-22 00:00:00",7651,10004.53
"2019-08-23 00:00:00",10687,10260.9
"2019-08-24 00:00:00",9058,10171.1
"2019-08-25 00:00:00",6259,10130.49
"2019-08-26 00:00:00",11145,10384.34
"2019-08-27 00:00:00",10668,10210.09
"2019-08-28 00:00:00",10938,9941.21
"2019-08-29 00:00:00",15862,9534.61
"2019-08-30 00:00:00",16029,9534.06
"2019-08-31 00:00:00",10145,9613.07
"2019-09-01 00:00:00",11085,9701.1
"2019-09-02 00:00:00",9947,10111.88
"2019-09-03 00:00:00",13744,10534.79
"2019-09-04 00:00:00",12722,10610.01
"2019-09-05 00:00:00",15395,10567.74
"2019-09-06 00:00:00",18689,10583.28
"2019-09-07 00:00:00",14016,10439.61
"2019-09-08 00:00:00",10771,10441.28
"2019-09-09 00:00:00",10999,10308.23
"2019-09-10 00:00:00",13217,10181.02
"2019-09-11 00:00:00",11918,10063.05
"2019-09-12 00:00:00",11270,10264.58
"2019-09-13 00:00:00",10452,10223.4
"2019-09-14 00:00:00",11704,10353.67
"2019-09-15 00:00:00",10730,10340.56
"2019-09-16 00:00:00",11585,10257.47
"2019-09-17 00:00:00",13886,10225.23
"2019-09-18 00:00:00",14536,10186.55
"2019-09-19 00:00:00",14716,10004.79
"2019-09-20 00:00:00",15291,10193.37
"2019-09-21 00:00:00",16776,10066.13
"2019-09-22 00:00:00",12001,9984.31
