"DateTime","Bulls","Bears","Difference"
"2015-12-26 00:00:00",66524.74,-61296.69,5228.050000000003
"2015-12-27 00:00:00",234674.78,-224468.19,10206.589999999997
"2015-12-28 00:00:00",310281.57,-312550.7,-2269.1300000000047
"2015-12-29 00:00:00",589719.87,-593956.37,-4236.5
"2015-12-30 00:00:00",1016259.77,-1015989.78,269.9899999999907
"2015-12-31 00:00:00",45482.01,-32140,13342.010000000002
"2016-01-01 00:00:00",12190,-12190,0
"2016-01-02 00:00:00",251015.85,-251028.2,-12.35000000000582
"2016-01-03 00:00:00",53098.57,-53203,-104.43000000000029
"2016-01-04 00:00:00",34815.07,-34618.35,196.72000000000116
"2016-01-05 00:00:00",37690.24,-58804.82,-21114.58
"2016-01-07 00:00:00",47965.59,-47733.87,231.7199999999939
"2016-01-08 00:00:00",76450.66,-77837.14,-1386.479999999996
"2016-01-09 00:00:00",41443.65,-50790.1,-9346.449999999997
"2016-01-10 00:00:00",11660.87,0,11660.87
"2016-01-11 00:00:00",406648.53,-427529.29,-20880.75999999995
"2016-01-12 00:00:00",35714.22,-20796.67,14917.550000000003
"2016-01-13 00:00:00",52945.18,-52643.19,301.98999999999796
"2016-01-14 00:00:00",82169.31,-87132.51,-4963.199999999997
"2016-01-15 00:00:00",126987.49,-128188.08,-1200.5899999999965
"2016-01-16 00:00:00",59678.39,-53743.24,5935.1500000000015
"2016-01-31 00:00:00",18319.46,-18870.1,-550.6399999999994
"2016-02-04 00:00:00",76311.77,-63645.36,12666.410000000003
"2016-02-06 00:00:00",32905.35,-35793.05,-2887.7000000000044
"2016-02-07 00:00:00",96662.74,-96630.39,32.35000000000582
"2016-02-09 00:00:00",34126.09,-33926.81,199.27999999999884
"2016-02-10 00:00:00",56472.07,-66266.42,-9794.349999999999
"2016-02-13 00:00:00",34980.61,-34937.22,43.38999999999942
"2016-02-14 00:00:00",68058.71,-67842.75,215.9600000000064
"2016-02-15 00:00:00",82652.75,-82796.77,-144.02000000000407
"2016-02-23 00:00:00",445644.35,-443023.34,2621.009999999951
"2016-02-24 00:00:00",409356.34,-407488.12,1868.2200000000303
"2016-02-27 00:00:00",95915.07,-106309.68,-10394.609999999986
"2016-03-03 00:00:00",63151.16,-63103.43,47.7300000000032
"2016-03-06 00:00:00",0,-21499,-21499
"2016-03-07 00:00:00",37028.08,-96590.23,-59562.149999999994
"2016-03-08 00:00:00",48564.6,-71664.33,-23099.730000000003
"2016-03-09 00:00:00",35406.34,-35327.14,79.19999999999709
"2016-03-10 00:00:00",132168.23,-132225.93,-57.69999999998254
"2016-03-11 00:00:00",63706.11,-63702.21,3.900000000001455
"2016-03-12 00:00:00",24898.04,0,24898.04
"2016-03-13 00:00:00",19173.39,0,19173.39
"2016-03-14 00:00:00",123677.63,-123592.5,85.13000000000466
"2016-03-15 00:00:00",93193.9,-93162.51,31.389999999999418
"2016-03-17 00:00:00",111852.8,-111938.01,-85.20999999999185
"2016-03-18 00:00:00",145469,-92442.54,53026.46000000001
"2016-03-19 00:00:00",66862.88,-66936.74,-73.86000000000058
