"DateTime","Total Volume","Price"
"2015-11-29 00:00:00",222060344.11,363.7
"2015-11-30 00:00:00",461139753.15,375.22
"2015-12-01 00:00:00",405854643.6,366.34
"2015-12-02 00:00:00",471112313.54,355.3
"2015-12-03 00:00:00",397410852.51,363.42
"2015-12-04 00:00:00",570560365.22,359.13
"2015-12-05 00:00:00",1306854909.3,375.89
"2015-12-06 00:00:00",1553489319.7,392.41
"2015-12-07 00:00:00",657600005.73,390.22
"2015-12-08 00:00:00",660659244.8,399.55
"2015-12-09 00:00:00",877968194.3,413.92
"2015-12-10 00:00:00",650636483.72,414.95
"2015-12-11 00:00:00",842589504.27,433.55
"2015-12-12 00:00:00",755327130.73,435.7
"2015-12-13 00:00:00",1550922428.1,430.87
"2015-12-14 00:00:00",1300754119.76,439.15
"2015-12-15 00:00:00",1199386277.74,452.48
"2015-12-16 00:00:00",1236036840.66,451.27
"2015-12-17 00:00:00",1146523657.93,452.87
"2015-12-18 00:00:00",1096463317.42,459.79
"2015-12-19 00:00:00",1023317735.49,459.16
"2015-12-20 00:00:00",1068502585.26,446.93
"2015-12-21 00:00:00",1381904654.64,434.77
"2015-12-22 00:00:00",1283449330.65,438.24
"2015-12-23 00:00:00",1153769358.82,439.53
"2015-12-24 00:00:00",1270993154.87,451.19
"2015-12-25 00:00:00",964310752.14,453.48
"2015-12-26 00:00:00",669577681.02,428.47
"2015-12-27 00:00:00",223129691.88,415.8
"2015-12-28 00:00:00",385707107.27,423.5
"2015-12-29 00:00:00",275940110.47,426.43
"2015-12-30 00:00:00",187726873.14,427.91
"2015-12-31 00:00:00",196201509.47,425.13
"2016-01-01 00:00:00",196508684.05,431.91
"2016-01-02 00:00:00",130741464.67,434.08
"2016-01-03 00:00:00",111337288.37,428.62
"2016-01-04 00:00:00",140321904.1,431.93
"2016-01-05 00:00:00",251863053.32,432.06
"2016-01-06 00:00:00",242755905,428.56
"2016-01-07 00:00:00",318190735.73,443.03
"2016-01-08 00:00:00",215727022.28,454.72
"2016-01-09 00:00:00",111189283.01,449.73
"2016-01-10 00:00:00",220388225.34,443.75
"2016-01-11 00:00:00",300953644.75,446.42
"2016-01-12 00:00:00",211715578.12,445.78
"2016-01-13 00:00:00",235158301.09,432.06
"2016-01-14 00:00:00",179054699.07,430.38
"2016-01-15 00:00:00",295888789.86,397.43
"2016-01-16 00:00:00",244979636.74,368.56
"2016-01-17 00:00:00",3686273351.16,384.22
"2016-01-18 00:00:00",3281028986.2,380.25
"2016-01-19 00:00:00",3047811667.99,381.29
"2016-01-20 00:00:00",1159573030.92,399.89
"2016-01-21 00:00:00",1621099284.01,413.64
"2016-01-22 00:00:00",2577430117.42,393.2
"2016-01-23 00:00:00",11248246664.38,387.85
"2016-01-24 00:00:00",26338363848.76,395.47
"2016-01-25 00:00:00",6467543981.58,395.32
"2016-01-26 00:00:00",3609628805.26,392.82
"2016-01-27 00:00:00",4913981921.77,393.36
"2016-01-28 00:00:00",1859601933.32,386.07
"2016-01-29 00:00:00",2180088401.3,374.62
"2016-01-30 00:00:00",783127975.85,378.4
"2016-01-31 00:00:00",286837701.52,373.71
"2016-02-01 00:00:00",1203210048.43,372.53
"2016-02-02 00:00:00",647556277.63,374.02
"2016-02-03 00:00:00",204692799.3,371.04
"2016-02-04 00:00:00",386672053.62,379.94
"2016-02-05 00:00:00",825272716.33,387.82
"2016-02-06 00:00:00",670337046.44,379.61
"2016-02-07 00:00:00",641676103.76,378.95
