"DateTime","Netflow","Price"
"2011-12-13 00:00:00",-0.02,3.2
"2011-12-14 00:00:00",0,3.12
"2011-12-15 00:00:00",17901,3.16
"2011-12-16 00:00:00",19249.9,3.19
"2011-12-17 00:00:00",9676.29,3.2
"2011-12-18 00:00:00",9603.21,3.2
"2011-12-19 00:00:00",9456.22,3.45
"2011-12-20 00:00:00",48107.23,3.99
"2011-12-21 00:00:00",17199.14,3.93
"2011-12-22 00:00:00",12265.11,3.75
"2011-12-23 00:00:00",0,3.89
"2011-12-24 00:00:00",12539.16,3.92
"2011-12-25 00:00:00",0,4.09
"2011-12-26 00:00:00",11601.53,4.06
"2011-12-27 00:00:00",11506.61,4.03
"2011-12-28 00:00:00",0,4.12
"2011-12-29 00:00:00",11223.02,4.22
"2011-12-30 00:00:00",10783.14,4.18
"2011-12-31 00:00:00",10264.65,4.6
"2012-01-01 00:00:00",49866.3,5.06
"2012-01-02 00:00:00",8779.98,5.14
"2012-01-03 00:00:00",0,4.97
"2012-01-04 00:00:00",9861.07,5.23
"2012-01-05 00:00:00",21848.52,6.4
"2012-01-06 00:00:00",10677.45,6.67
"2012-01-07 00:00:00",9203.53,6.7
"2012-01-08 00:00:00",9603.55,6.97
"2012-01-09 00:00:00",47543.55,6.5
"2012-01-10 00:00:00",0,6.45
"2012-01-11 00:00:00",8883.56,6.78
"2012-01-12 00:00:00",30000,6.67
"2012-01-13 00:00:00",36943.57,6.6
"2012-01-14 00:00:00",7000,6.59
"2012-01-15 00:00:00",8643.57,6.91
"2012-01-16 00:00:00",-1000,6.85
"2012-01-17 00:00:00",2000,5.8
"2012-01-18 00:00:00",13484.58,6.03
"2012-01-19 00:00:00",30970.79,6.12
"2012-01-20 00:00:00",0,6.42
"2012-01-21 00:00:00",11386.58,6.32
"2012-01-22 00:00:00",12216.78,6.28
"2012-01-23 00:00:00",0,6.3
"2012-01-24 00:00:00",2000,6.31
"2012-01-25 00:00:00",9314.65,5.91
"2012-01-26 00:00:00",-2000,5.61
"2012-01-27 00:00:00",5988.6,5.28
"2012-01-28 00:00:00",5000,5.51
"2012-01-29 00:00:00",7004.8,5.52
"2012-01-30 00:00:00",4000,5.49
"2012-01-31 00:00:00",2358.65,5.54
"2012-02-01 00:00:00",8450.63,5.84
"2012-02-02 00:00:00",4824.2,6.01
"2012-02-03 00:00:00",-32.742381,5.93
"2012-02-04 00:00:00",8500,5.92
"2012-02-05 00:00:00",302,5.67
"2012-02-06 00:00:00",0,5.59
"2012-02-07 00:00:00",-826.092777,5.62
"2012-02-08 00:00:00",399.92,5.57
"2012-02-09 00:00:00",952.32,5.71
"2012-02-10 00:00:00",1015.49,5.9
"2012-02-11 00:00:00",0,5.77
"2012-02-12 00:00:00",3.34,5.64
"2012-02-13 00:00:00",60549,5.46
"2012-02-14 00:00:00",211220.66,4.83
"2012-02-15 00:00:00",-28847.999548,4.54
"2012-02-16 00:00:00",42805.93,4.16
"2012-02-17 00:00:00",80010.53,4.5
"2012-02-18 00:00:00",70166.55,4.31
"2012-02-19 00:00:00",13255.03,4.35
"2012-02-20 00:00:00",12125.32,4.38
"2012-02-21 00:00:00",8027.41,4.31
"2012-02-22 00:00:00",28221.68,4.4
"2012-02-23 00:00:00",26267.88,4.81
"2012-02-24 00:00:00",-1460.05,4.97
"2012-02-25 00:00:00",45739.74,4.86
"2012-02-26 00:00:00",26529.89,4.93
"2012-02-27 00:00:00",-42.5,4.94
"2012-02-28 00:00:00",21809.25,4.87
"2012-02-29 00:00:00",10637.82,4.85
"2012-03-01 00:00:00",32900,4.93
"2012-03-02 00:00:00",26663,4.73
"2012-03-03 00:00:00",10348.4,4.64
"2012-03-04 00:00:00",0,4.78
"2012-03-05 00:00:00",0,4.94
"2012-03-06 00:00:00",0,4.99
"2012-03-07 00:00:00",4000,4.95
"2012-03-08 00:00:00",200,4.88
"2012-03-09 00:00:00",0,4.89
"2012-03-10 00:00:00",1000,4.83
"2012-03-11 00:00:00",0,4.9
"2012-03-12 00:00:00",-3000,4.91
"2012-03-13 00:00:00",-2200,5.14
"2012-03-14 00:00:00",27382.72,5.35
"2012-03-15 00:00:00",10000,5.36
"2012-03-16 00:00:00",1349.26,5.35
"2012-03-17 00:00:00",-897.78,5.31
"2012-03-18 00:00:00",5182.03,5.28
"2012-03-19 00:00:00",400,4.9
"2012-03-20 00:00:00",0,4.75
"2012-03-21 00:00:00",-952.164248,4.81
"2012-03-22 00:00:00",20000,4.74
"2012-03-23 00:00:00",27901.63,4.7
"2012-03-24 00:00:00",26909.35,4.67
"2012-03-25 00:00:00",40000,4.49
"2012-03-26 00:00:00",27712.35,4.63
"2012-03-27 00:00:00",0,4.67
"2012-03-28 00:00:00",38289.61,4.78
"2012-03-29 00:00:00",0,4.79
"2012-03-30 00:00:00",48513.68,4.8
"2012-03-31 00:00:00",25519.48,4.89
"2012-04-01 00:00:00",1330,4.83
"2012-04-02 00:00:00",10400,4.92
"2012-04-03 00:00:00",-9600.01,4.9
"2012-04-04 00:00:00",29600,4.93
"2012-04-05 00:00:00",8518.68,4.9
"2012-04-06 00:00:00",64591.94,4.93
"2012-04-07 00:00:00",0,4.82
"2012-04-08 00:00:00",1000,4.71
"2012-04-09 00:00:00",400,4.81
"2012-04-10 00:00:00",25900.65,4.83
"2012-04-11 00:00:00",45438.6,4.89
"2012-04-12 00:00:00",34352.09,4.89
"2012-04-13 00:00:00",16305.17,4.84
"2012-04-14 00:00:00",400,4.97
"2012-04-15 00:00:00",27166.64,4.92
"2012-04-16 00:00:00",45901.34,4.95
"2012-04-17 00:00:00",22400,4.97
"2012-04-18 00:00:00",-100,5.07
"2012-04-19 00:00:00",15400,5.15
"2012-04-20 00:00:00",41216.24,5.29
"2012-04-21 00:00:00",0,5.3
"2012-04-22 00:00:00",48414.73,5.21
"2012-04-23 00:00:00",16982.47,5.09
"2012-04-24 00:00:00",17482.47,5.08
"2012-04-25 00:00:00",111200.9,5.11
"2012-04-26 00:00:00",22681.01,5.08
"2012-04-27 00:00:00",12400,5.08
"2012-04-28 00:00:00",-100,4.98
"2012-04-29 00:00:00",400,4.95
"2012-04-30 00:00:00",-200,4.94
"2012-05-01 00:00:00",1370.05,4.96
