"DateTime","Bulls","Bears","Difference"
"2017-12-17 00:00:00",426596.5,-424840.52,1755.9799999999814
"2017-12-18 00:00:00",425033.61,-425345.98,-312.36999999999534
"2017-12-19 00:00:00",442535.96,-439609.33,2926.6300000000047
"2017-12-20 00:00:00",705026.14,-740114.03,-35087.890000000014
"2017-12-21 00:00:00",481408.09,-455550.55,25857.540000000037
"2017-12-22 00:00:00",488633.98,-494623.84,-5989.860000000044
"2017-12-23 00:00:00",418676.62,-422780.89,-4104.270000000019
"2017-12-24 00:00:00",216943.63,-216910.75,32.88000000000466
"2017-12-25 00:00:00",321800.54,-319508.71,2291.829999999958
"2017-12-26 00:00:00",334236.92,-330767.89,3469.0299999999697
"2017-12-27 00:00:00",523970.33,-522546.9,1423.429999999993
"2017-12-28 00:00:00",601799.58,-583724.5,18075.079999999958
"2017-12-29 00:00:00",691533.17,-687631.92,3901.25
"2017-12-30 00:00:00",747214.67,-748359.12,-1144.4499999999534
"2017-12-31 00:00:00",568177.32,-507907.97,60269.34999999998
"2018-01-01 00:00:00",647112.3,-629489.66,17622.640000000014
"2018-01-02 00:00:00",880861.28,-909368.33,-28507.04999999993
"2018-01-03 00:00:00",1318181.74,-1321020.47,-2838.7299999999814
"2018-01-04 00:00:00",1147595.18,-1190906.59,-43311.41000000015
"2018-01-05 00:00:00",1141479.77,-1149043.41,-7563.639999999898
"2018-01-06 00:00:00",969893.6,-1011107.77,-41214.17000000004
"2018-01-07 00:00:00",516441.28,-512706.51,3734.7700000000186
"2018-01-08 00:00:00",721088.1,-682061.74,39026.359999999986
"2018-01-09 00:00:00",637020.52,-638179.14,-1158.6199999999953
"2018-01-10 00:00:00",616800.15,-619186.74,-2386.5899999999674
"2018-01-11 00:00:00",500428.83,-496290.07,4138.760000000009
"2018-01-12 00:00:00",437336.43,-440439.34,-3102.9100000000326
"2018-01-13 00:00:00",402765.29,-404852.99,-2087.7000000000116
"2018-01-14 00:00:00",367700.12,-362659.81,5040.309999999998
"2018-01-15 00:00:00",482163.99,-480440.53,1723.4599999999627
"2018-01-16 00:00:00",724375.05,-731034.5,-6659.449999999953
"2018-01-17 00:00:00",749183.77,-777676.81,-28493.040000000037
"2018-01-18 00:00:00",668887.19,-645353.88,23533.30999999994
"2018-01-19 00:00:00",864776.96,-865549.39,-772.4300000000512
"2018-01-20 00:00:00",494166.85,-461941.25,32225.599999999977
"2018-01-21 00:00:00",369372.66,-348740.92,20631.73999999999
"2018-01-22 00:00:00",392674.97,-374517.91,18157.059999999998
"2018-01-23 00:00:00",322804.71,-324632.33,-1827.6199999999953
"2018-01-24 00:00:00",311062.49,-314015.12,-2952.6300000000047
"2018-01-25 00:00:00",407507.22,-404597.16,2910.0599999999977
"2018-01-26 00:00:00",612345.2,-631153.74,-18808.540000000037
"2018-01-27 00:00:00",680668.44,-671590.07,9078.369999999995
"2018-01-28 00:00:00",2103114.75,-2106602.25,-3487.5
"2018-01-29 00:00:00",1015177.94,-1035159.42,-19981.480000000098
"2018-01-30 00:00:00",1446818.64,-1456691.29,-9872.65000000014
"2018-01-31 00:00:00",944209.68,-943290.15,919.5300000000279
"2018-02-01 00:00:00",1108147.45,-1081586.12,26561.32999999984
"2018-02-02 00:00:00",287019.98,-285913.8,1106.179999999993
"2018-02-03 00:00:00",163556.39,-178893.64,-15337.25
"2018-02-04 00:00:00",305937.3,-316424,-10486.700000000012
"2018-02-05 00:00:00",496018.37,-548659.68,-52641.310000000056
"2018-02-06 00:00:00",396339.18,-395237.62,1101.5599999999977
"2018-02-07 00:00:00",123508.03,-124887.18,-1379.1499999999942
"2018-02-08 00:00:00",226442.61,-245798.43,-19355.820000000007
"2018-02-09 00:00:00",220113.93,-196189.84,23924.089999999997
"2018-02-10 00:00:00",568641.79,-578116.29,-9474.5
"2018-02-11 00:00:00",526928.78,-524949.53,1979.25
"2018-02-12 00:00:00",667053.12,-669032.36,-1979.2399999999907
"2018-02-13 00:00:00",499128.59,-497335.63,1792.960000000021
"2018-02-14 00:00:00",693573.01,-695483.83,-1910.8199999999488
"2018-02-15 00:00:00",549862.24,-565782.05,-15919.810000000056
"2018-02-16 00:00:00",397954.31,-398500.48,-546.1699999999837
"2018-02-17 00:00:00",848078.58,-849469.78,-1391.2000000000698
"2018-02-18 00:00:00",1031257.05,-1034303.68,-3046.6300000000047
"2018-02-19 00:00:00",832909.63,-872476.16,-39566.53000000003
"2018-02-20 00:00:00",397543.74,-397053.69,490.04999999998836
"2018-02-21 00:00:00",520130.4,-523544.97,-3414.569999999949
"2018-02-22 00:00:00",304772.91,-278968.62,25804.28999999998
"2018-02-23 00:00:00",359386.99,-295604.62,63782.369999999995
"2018-02-24 00:00:00",154634.21,-135210.98,19423.22999999998
"2018-02-25 00:00:00",100793.27,-103310.63,-2517.3600000000006
"2018-02-26 00:00:00",114838.86,-115043.09,-204.22999999999593
"2018-02-27 00:00:00",194167.14,-191872.75,2294.390000000014
"2018-02-28 00:00:00",477778.02,-481411.94,-3633.9199999999837
"2018-03-01 00:00:00",359421.11,-390711.29,-31290.179999999993
"2018-03-02 00:00:00",184088.57,-185239.35,-1150.7799999999988
