"DateTime","Price",">5y","3y-5y","2y-3y","18m-24m","12m-18m","6m-12m","3m-6m","1m-3m","1w-1m","1d-1w","<1d"
"2009-09-23 00:00:00",,0,0,0,0,0,443350.3300000001,459400,168800.14,72999.53,26950,1800
"2009-09-24 00:00:00",,0,0,0,0,0,449800.3300000001,457200.00000000006,167050.14,79449.53,19800,4850
"2009-09-25 00:00:00",,0,0,0,0,0,455250.3300000001,455500,167998.66999999998,78401,19700,5850
"2009-09-26 00:00:00",,0,0,0,0,0,460500.33,452375,167123.66999999998,80601,22100,5000
"2009-09-27 00:00:00",,0,0,0,0,0,467250.3300000001,449255,166743.67,81051,22600,5150
"2009-09-28 00:00:00",,0,0,0,0,0,472600.3300000001,447650.00000000006,166498.66999999998,81201,24100,4250
"2009-09-29 00:00:00",,0,0,0,0,0,477950.3300000001,445950.00000000006,166598.67,80151,23500,6550
"2009-09-30 00:00:00",,0,0,0,0,0,483250.3300000001,444600,166648.66999999998,77851,28350,4250
"2009-10-01 00:00:00",,0,0,0,0,0,488450.3300000001,443050.00000000006,166548.67,78151,28750,4100
"2009-10-02 00:00:00",,0,0,0,0,0,495200.3300000001,440350,165498.67,80201,27300,4100
"2009-10-03 00:00:00",,0,0,0,0,0,500300.33,438900,165398.67,80801,27250,2900
"2009-10-04 00:00:00",,0,0,0,0,0,505050.3300000001,438200.00000000006,163998.66999999998,82551,25750,2650
"2009-10-05 00:00:00",,0,0,0,0,0,510000.33,436600,163848.66999999998,83251,24500,2750
"2009-10-06 00:00:00",,0,0,0,0,0,514550.33,435500,163698.67,86401,20100,2850
"2009-10-07 00:00:00",,0,0,0,0,0,519650.3300000001,434300.00000000006,163898.67,86351,18900,3000
"2009-10-08 00:00:00",,0,0,0,0,0,525250.3300000001,432500,163098.67,87251,18000,3500
"2009-10-09 00:00:00",,0,0,0,0,0,531500.3300000001,430050,161998.67,88601,17450,3950
"2009-10-10 00:00:00",,0,0,0,0,0,537100.3300000001,428150,161348.66999999998,88301,18650,3850
"2009-10-11 00:00:00",,0,0,0,0,0,542900.3300000001,425900,160798.66999999998,87901,19900,3700
"2009-10-12 00:00:00",,0,0,0,0,0,548200.33,422400,159048.66999999998,85651,20750,7950
"2009-10-13 00:00:00",,0,0,0,0,0,554150.3300000001,418400,160248.67,85351,25850,2850
"2009-10-14 00:00:00",,0,0,0,0,0,559750.3300000001,416050,160498.67,84851,25700,3450
"2009-10-15 00:00:00",,0,0,0,0,0,566000.3300000001,411900,160398.66999999998,86301,25700,3550
"2009-10-16 00:00:00",,0,0,0,0,0,572300.3300000001,405800,163299.66999999998,84150,18600,12700
"2009-10-17 00:00:00",,0,0,0,0,0,583800.33,397450,169049.67,78750,27800,2850
"2009-10-18 00:00:00",,0,0,0,0,0,589600.3300000001,400850.1400000001,163449.53,78300,27150,4050
